SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_Event_ID,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Source_Tab,Match_Type,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Santa_Recombinant_Full,Santa_Recombinant_List,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,Reaches_End,Reaches_Start,RDP_Recombinant_Full,RDP_Recombinant_List,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,All_Collected_Recombinants,All_Collected_Recombinants_Count,Recombinants_List,Coverage_Percentage,Start_Gap,End_Gap,_Total_Distance,RDP_Match_Types,Tag,Santa_ID,Santa_Breakpoints,Recombinant_Match_Score,Start_End_Diff_Score,RDP_Set,Tag_Specific_Quality_Score,Tag_Rank,Global_Rank,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining
75_Recombination events.csv|4907,4907,75_Recombination events.csv,4170,8160,"['24', '25', '31', '39', '40', '47']",1000,2.5e-05,0.01,0.1,5000,50,1,4178,7962,4178-7962,"['25', '39', '40', '47', '24', '31']","['35', '5', '10', '46', '27', '4', '28', '43', '29', '22', '50', '41', '42', '8', '26', '7', '12']","['3', '2']",8.0,198.0,206.0,94.8,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (6/6),53.96,100.0,6/6,100.0,6.0,6.0,6/6,74.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,4907,4170-8160,33.33333333333333,79.4,1,100.0,1,1,1,1,1,10,0,9,100.0%,10.0%,✅ Equal,11,2,9
12_Recombination events.csv|5079,5079,12_Recombination events.csv,741,2133,"['16', '34']",1000,2.5e-05,0.01,0.1,5000,50,3,748,2174,748-2174,"['16', '34']",['42'],"['10', '44', '12']",7.0,41.0,48.0,99.5,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (2/2),56.900000000000006,100.0,2/2,100.0,2.0,2.0,2/2,82.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,5079,741-2133,100.0,95.2,3,98.62104187946885,2,103,2,2,3,14,1,12,66.7%,14.3%,✅ Equal,17,4,13
27_Recombination events.csv|4994,4994,27_Recombination events.csv,6231,10000,['4'],1000,2.5e-05,0.01,0.1,5000,50,2,6226,9968,6226-9968,['4'],"['47', '7']","['5', '20', '13', '19', '50', '21', '37']",5.0,32.0,37.0,99.2,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,🎯 Perfect (1/1),56.84,100.0,1/1,100.0,1.0,1.0,1/1,95.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,4994,6231-10000,100.0,96.3,2,98.48942598187311,2,104,3,3,4,21,1,18,75.0%,14.3%,✅ Equal,25,6,19
81_Recombination events.csv|4808,4808,81_Recombination events.csv,8589,8781,['6'],1000,2.5e-05,0.01,0.1,5000,50,6,8590,8817,8590-8817,['6'],['41'],"['20', '29', '1', '11', '21']",1.0,36.0,37.0,99.5,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),56.900000000000006,100.0,1/1,100.0,1.0,1.0,1/1,3.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,4808,8589-8781,100.0,96.3,6,98.48942598187311,4,105,8,8,8,17,0,9,100.0%,47.1%,✅ Equal,25,16,9
19_Recombination events.csv|4756,4756,19_Recombination events.csv,3723,5871,['8'],1000,2.5e-05,0.01,0.1,5000,50,2,3762,5864,3762-5864,['8'],"['35', '38', '21']","['3', '20', '23', '46', '39', '14', '18', '42', '47']",39.0,7.0,46.0,97.9,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),56.58,100.0,1/1,100.0,1.0,1.0,1/1,89.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,4756,3723-5871,100.0,95.4,2,98.47560975609755,2,106,4,4,4,13,0,9,100.0%,30.8%,✅ Equal,17,8,9
2_Recombination events.csv|4986,4986,2_Recombination events.csv,2253,7698,['39'],1000,2.5e-05,0.01,0.1,5000,50,2,2306,7692,2306-7692,['39'],"['32', '6']","['46', '4', '13', '48', '18', '40']",53.0,6.0,59.0,98.91643709825529,4555.0,1138.8,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.78328741965106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4986,2253-7698,100.0,94.1,2,98.45520082389288,1,107,2,2,2,9,0,7,100.0%,22.2%,✅ Equal,11,4,7
97_Recombination events.csv|4905,4905,97_Recombination events.csv,5346,8826,"['48', '49']",1000,2.5e-05,0.01,0.1,5000,50,1,5338,8851,5338-8851,"['48', '49']","['3', '12']",['2'],8.0,25.0,33.0,100.0,3480.0,870.0,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,4905,5346-8826,100.0,96.7,1,98.44689378757515,3,108,11,11,13,23,2,12,84.6%,47.8%,✅ Equal,36,22,14
11_Recombination events.csv|5015,5015,11_Recombination events.csv,507,10000,['33'],1000,2.5e-05,0.01,0.1,5000,50,5,504,9967,504-9967,['33'],"['3', '23']","['25', '15']",3.0,33.0,36.0,99.7,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),56.94,100.0,1/1,100.0,1.0,1.0,1/1,64.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5015,507-10000,100.0,96.4,5,98.44221105527639,3,109,5,5,7,14,2,9,71.4%,35.7%,✅ Equal,21,10,11
65_Recombination events.csv|4988,4988,65_Recombination events.csv,432,1911,['31'],1000,2.5e-05,0.01,0.1,5000,50,1,490,1932,490-1932,['31'],"['10', '42']","['32', '37', '19', '20']",58.0,21.0,79.0,96.1,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),56.22,100.0,1/1,100.0,1.0,1.0,1/1,73.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,4988,432-1911,100.0,92.1,1,98.27044025157232,2,110,3,3,4,10,1,7,75.0%,30.0%,✅ Equal,14,6,8
70_Recombination events.csv|4981,4981,70_Recombination events.csv,3102,4803,['31'],1000,2.5e-05,0.01,0.1,5000,50,2,3101,4850,3101-4850,['31'],"['23', '28', '9', '18', '38', '49', '15', '7', '12']","['4', '6', '36', '22']",1.0,47.0,48.0,100.0,1701.0,425.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,4981,3102-4803,100.0,95.2,2,98.17813765182187,1,111,4,4,7,20,3,16,57.1%,20.0%,✅ Equal,27,8,19
6_Recombination events.csv|4920,4920,6_Recombination events.csv,6765,10000,['13'],1000,2.5e-05,0.01,0.1,5000,50,2,6766,9956,6766-9956,['13'],['17'],"['22', '5', '34', '30']",1.0,44.0,45.0,98.60896445131375,3235.0,808.8,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.72179289026275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4920,6765-10000,100.0,95.5,2,98.13508064516128,1,112,8,6,8,21,0,15,100.0%,28.6%,❌ Diff: RDP=8 vs Santa=6,29,14,15
40_Recombination events.csv|4954,4954,40_Recombination events.csv,1737,2214,['16'],1000,2.5e-05,0.01,0.1,5000,50,3,1713,2236,1713-2236,['16'],['34'],['4'],24.0,22.0,46.0,100.0,477.0,119.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,4954,1737-2214,100.0,95.4,3,98.08467741935485,1,113,3,3,3,15,0,12,100.0%,20.0%,✅ Equal,18,6,12
13_Recombination events.csv|4884,4884,13_Recombination events.csv,3468,5250,"['13', '20']",1000,2.5e-05,0.01,0.1,5000,50,2,3520,5232,3520-5232,"['13', '20']",['17'],['21'],52.0,18.0,70.0,96.1,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (2/2),56.22,100.0,2/2,100.0,2.0,2.0,2/2,80.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,4884,3468-5250,100.0,93.0,2,98.03719008264463,2,114,4,4,4,13,0,9,100.0%,30.8%,✅ Equal,17,8,9
70_Recombination events.csv|5003,5003,70_Recombination events.csv,2343,10000,['38'],1000,2.5e-05,0.01,0.1,5000,50,5,2342,9950,2342-9950,['38'],"['20', '6', '36', '4', '43', '22', '16', '31']","['48', '9', '23']",1.0,50.0,51.0,99.34700274258849,2343.0,585.8,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.8694005485177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,5003,2343-10000,100.0,94.9,5,98.0263157894737,2,115,4,4,7,20,3,16,57.1%,20.0%,✅ Equal,27,8,19
85_Recombination events.csv|4991,4991,85_Recombination events.csv,4167,10000,"['13', '17']",1000,2.5e-05,0.01,0.1,5000,50,2,4162,9963,4162-9963,"['13', '17']","['48', '20', '23', '19']","['4', '3', '24', '40']",5.0,37.0,42.0,99.4,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (2/2),56.88,100.0,2/2,100.0,2.0,2.0,2/2,95.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,4991,4167-10000,100.0,95.8,2,97.9,2,116,6,6,7,23,1,17,85.7%,26.1%,✅ Equal,30,12,18
6_Recombination events.csv|4746,4746,6_Recombination events.csv,4152,10000,['18'],1000,2.5e-05,0.01,0.1,5000,50,3,4156,9952,4156-9952,['18'],"['25', '9', '48', '21', '12', '15', '30', '16', '26', '5', '3', '22', '38', '42', '34', '7', '44', '2', '20', '43']",['28'],4.0,48.0,52.0,99.11080711354309,4152.0,1038.0,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.82216142270862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4746,4152-10000,100.0,94.8,3,97.78225806451613,2,117,8,6,8,21,0,15,100.0%,28.6%,❌ Diff: RDP=8 vs Santa=6,29,14,15
69_Recombination events.csv|4989,4989,69_Recombination events.csv,2841,10000,['6'],1000,2.5e-05,0.01,0.1,5000,50,2,2832,9960,2832-9960,['6'],"['1', '3', '41']",['20'],9.0,40.0,49.0,99.4412627461936,2841.0,710.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.88825254923872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,4989,2841-10000,100.0,95.1,2,97.69307923771314,1,118,5,4,5,13,0,9,100.0%,30.8%,❌ Diff: RDP=5 vs Santa=4,18,9,9
13_Recombination events.csv|4904,4904,13_Recombination events.csv,8535,9678,"['10', '15']",1000,2.5e-05,0.01,0.1,5000,50,4,8526,9746,8526-9746,"['10', '15']",['37'],['28'],9.0,68.0,77.0,100.0,1143.0,285.8,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,4904,8535-9678,100.0,92.3,4,97.67561983471074,3,119,4,4,4,13,0,9,100.0%,30.8%,✅ Equal,17,8,9
91_Recombination events.csv|4933,4933,91_Recombination events.csv,3915,7260,['26'],1000,2.5e-05,0.01,0.1,5000,50,2,3833,7262,3833-7262,['26'],['36'],['23'],82.0,2.0,84.0,100.0,3345.0,836.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,4933,3915-7260,100.0,91.6,2,97.65868886576482,2,120,2,2,3,14,1,12,66.7%,14.3%,✅ Equal,17,4,13
71_Recombination events.csv|4882,4882,71_Recombination events.csv,4695,10000,"['22', '31']",1000,2.5e-05,0.01,0.1,5000,50,6,4668,9980,4668-9980,"['22', '31']","['23', '21', '40']","['27', '32', '9', '29', '14', '47', '15', '30', '6', '11', '18', '50', '41', '26', '24', '5', '42', '34', '44', '2', '43']",27.0,20.0,47.0,99.62299717247879,4695.0,1173.8,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.92459943449576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,4882,4695-10000,100.0,95.3,6,97.65,3,121,5,5,6,18,1,13,83.3%,27.8%,✅ Equal,24,10,14
20_Recombination events.csv|4985,4985,20_Recombination events.csv,3579,9090,"['16', '41']",1000,2.5e-05,0.01,0.1,5000,50,3,3672,9092,3672-9092,"['16', '41']","['6', '29']","['17', '10', '37', '36', '28', '9', '19', '12', '11', '18', '38', '40', '31', '26', '34', '15']",93.0,2.0,95.0,98.31246597713663,4489.0,1122.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.66249319542733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,4985,3579-9090,100.0,90.5,3,97.58149316508938,2,122,5,5,5,14,0,9,100.0%,35.7%,✅ Equal,19,10,9
79_Recombination events.csv|4872,4872,79_Recombination events.csv,2286,10000,['6'],1000,2.5e-05,0.01,0.1,5000,50,2,2296,9958,2296-9958,['6'],['5'],['40'],10.0,42.0,52.0,99.32590095929478,2286.0,571.5,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.865180191858954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,4872,2286-10000,100.0,94.8,2,97.54262788365095,2,123,4,4,4,18,0,14,100.0%,22.2%,✅ Equal,22,8,14
58_Recombination events.csv|4953,4953,58_Recombination events.csv,4500,7863,['50'],1000,2.5e-05,0.01,0.1,5000,50,3,4500,7919,4500-7919,['50'],"['35', '21']","['37', '46', '36']",0.0,56.0,56.0,100.0,3363.0,840.8,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,4953,4500-7863,100.0,94.4,3,97.53272910372608,1,124,4,4,5,21,1,17,80.0%,19.0%,✅ Equal,26,8,18
98_Recombination events.csv|4997,4997,98_Recombination events.csv,3165,6564,"['26', '34', '45', '49']",1000,2.5e-05,0.01,0.1,5000,50,3,3132,6585,3132-6585,"['26', '34', '45', '49']",['38'],"['39', '27']",33.0,21.0,54.0,100.0,3399.0,849.8,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,4997,3165-6564,100.0,94.6,3,97.48995983935743,2,125,4,4,4,23,0,19,100.0%,17.4%,✅ Equal,27,8,19
20_Recombination events.csv|4980,4980,20_Recombination events.csv,945,7722,"['30', '50']",1000,2.5e-05,0.01,0.1,5000,50,5,971,7794,971-7794,"['30', '50']","['17', '10', '37', '36', '28', '9', '19', '12', '11', '18', '38', '40', '31', '26', '34', '15']","['3', '20', '23', '25', '13', '39', '14', '1', '33', '45', '21', '8', '24', '7']",26.0,72.0,98.0,99.61634941714624,3223.0,805.8,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.92326988342925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,4980,945-7722,100.0,90.2,5,97.42376445846477,3,126,5,5,5,14,0,9,100.0%,35.7%,✅ Equal,19,10,9
19_Recombination events.csv|4934,4934,19_Recombination events.csv,8283,10000,['8'],1000,2.5e-05,0.01,0.1,5000,50,1,8236,9978,8236-9978,['8'],['1'],"['25', '23', '36', '9', '14', '48', '47', '12', '30', '4', '18', '50', '33', '31', '3', '5', '39', '22', '40', '42', '7', '44', '17', '10', '20', '46', '28', '43', '45']",47.0,22.0,69.0,98.71869539895167,1717.0,429.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.74373907979033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,4934,8283-10000,100.0,93.1,1,97.3069105691057,3,127,4,4,4,13,0,9,100.0%,30.8%,✅ Equal,17,8,9
88_Recombination events.csv|4884,4884,88_Recombination events.csv,2631,10000,['31'],1000,2.5e-05,0.01,0.1,5000,50,1,2634,9942,2634-9942,['31'],['29'],"['35', '13', '48', '18', '24', '44']",3.0,58.0,61.0,99.2,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),56.84,100.0,1/1,100.0,1.0,1.0,1/1,88.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,4884,2631-10000,100.0,93.9,1,97.1859296482412,2,128,4,4,4,8,0,4,100.0%,50.0%,✅ Equal,12,8,4
89_Recombination events.csv|4962,4962,89_Recombination events.csv,4383,10000,['19'],1000,2.5e-05,0.01,0.1,5000,50,1,4388,9922,4388-9922,['19'],"['33', '10', '2']","['7', '46']",5.0,78.0,83.0,98.52234288766245,4383.0,1095.8,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.704468577532495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,4962,4383-10000,100.0,91.7,1,97.12230215827338,2,129,3,3,5,11,2,8,60.0%,27.3%,✅ Equal,16,6,10
18_Recombination events.csv|4971,4971,18_Recombination events.csv,5004,10000,"['22', '7']",1000,2.5e-05,0.01,0.1,5000,50,4,4965,9968,4965-9968,"['22', '7']",['19'],"['46', '36']",39.0,32.0,71.0,99.4,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (2/2),56.88,100.0,2/2,100.0,2.0,2.0,2/2,92.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,4971,5004-10000,100.0,92.9,4,96.63654618473896,2,130,6,6,7,25,1,19,85.7%,24.0%,✅ Equal,32,12,20
31_Recombination events.csv|4858,4858,31_Recombination events.csv,480,6957,['34'],1000,2.5e-05,0.01,0.1,5000,50,1,552,6926,552-6926,['34'],['44'],['40'],72.0,31.0,103.0,98.40975760382892,3523.0,880.8,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.681951520765786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,4858,480-6957,100.0,89.7,1,96.62162162162161,1,131,3,3,3,11,0,8,100.0%,27.3%,✅ Equal,14,6,8
94_Recombination events.csv|4782,4782,94_Recombination events.csv,4998,6813,"['18', '29']",1000,2.5e-05,0.01,0.1,5000,50,2,4974,6873,4974-6873,"['18', '29']","['30', '36', '39', '33', '15']","['13', '43', '11', '37', '44']",24.0,60.0,84.0,100.0,1815.0,453.8,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,4782,4998-6813,100.0,91.6,2,96.497461928934,2,132,2,2,2,15,0,13,100.0%,13.3%,✅ Equal,17,4,13
30_Recombination events.csv|4845,4845,30_Recombination events.csv,3951,6861,['47'],1000,2.5e-05,0.01,0.1,5000,50,2,3796,6757,3796-6757,['47'],"['45', '40']",['2'],155.0,104.0,259.0,96.42611683848797,2910.0,727.5,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,54.2852233676976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,4845,3951-6861,100.0,74.1,2,96.42857142857142,2,133,2,2,2,19,0,17,100.0%,10.5%,✅ Equal,21,4,17
77_Recombination events.csv|4994,4994,77_Recombination events.csv,183,10000,['19'],1000,2.5e-05,0.01,0.1,5000,50,4,222,9964,222-9964,['19'],"['25', '27', '13', '32', '9', '29', '21', '49', '8', '47', '12', '6', '4', '1', '11', '18', '50', '16', '24', '5', '39', '22', '38', '40', '42', '7', '44', '17', '10', '46', '28']","['43', '45']",39.0,36.0,75.0,99.23601915045329,183.0,45.8,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.84720383009066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,4994,183-10000,100.0,92.5,4,96.38916750250752,3,134,3,3,4,18,1,15,75.0%,16.7%,✅ Equal,22,6,16
71_Recombination events.csv|5163,5163,71_Recombination events.csv,5235,10000,"['39', '49']",1000,2.5e-05,0.01,0.1,5000,50,2,5293,9983,5293-9983,"['39', '49']","['37', '12']","['3', '17', '10', '20', '46', '28', '19', '48', '45', '33']",58.0,17.0,75.0,98.42602308499475,4765.0,1191.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.68520461699895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,5163,5235-10000,100.0,92.5,2,96.25,4,135,5,5,6,18,1,13,83.3%,27.8%,✅ Equal,24,10,14
60_Recombination events.csv|4922,4922,60_Recombination events.csv,885,9171,"['4', '40']",1000,2.5e-05,0.01,0.1,5000,50,2,862,9286,862-9286,"['4', '40']","['3', '46']","['13', '41', '47', '7', '2']",23.0,115.0,138.0,100.0,1714.0,428.5,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,4922,885-9171,100.0,86.2,2,96.24463519313305,1,136,2,2,2,17,0,15,100.0%,11.8%,✅ Equal,19,4,15
36_Recombination events.csv|4130,4130,36_Recombination events.csv,1422,10000,"['24', '37', '42']",1000,2.5e-05,0.01,0.1,5000,50,2,1364,9972,1364-9972,"['24', '37', '42']","['35', '5', '20', '28', '32', '19', '1', '18', '45', '50', '33', '34', '44']","['48', '17', '27']",58.0,28.0,86.0,99.7,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (3/3),56.94,100.0,3/3,100.0,3.0,3.0,3/3,69.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,4130,1422-10000,100.0,91.4,2,96.11503531786076,2,137,3,3,3,25,0,22,100.0%,12.0%,✅ Equal,28,6,22
79_Recombination events.csv|4955,4955,79_Recombination events.csv,8448,10000,"['28', '4']",1000,2.5e-05,0.01,0.1,5000,50,3,8429,9924,8429-9924,"['28', '4']","['18', '39', '42']","['20', '6', '46', '27', '43', '19', '31', '7', '2']",19.0,76.0,95.0,95.10309278350515,1552.0,388.0,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.02061855670103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,4955,8448-10000,100.0,90.5,3,95.38615847542627,3,138,4,4,4,18,0,14,100.0%,22.2%,✅ Equal,22,8,14
18_Recombination events.csv|5032,5032,18_Recombination events.csv,4377,10000,['26'],1000,2.5e-05,0.01,0.1,5000,50,5,4358,9922,4358-9922,['26'],"['30', '46', '36', '27', '13', '32', '18', '38', '45', '41', '42', '16', '49', '33', '34', '44']",['25'],19.0,78.0,97.0,98.61284012093189,4377.0,1094.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.72256802418638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,5032,4377-10000,100.0,90.3,5,95.33132530120483,3,139,6,6,7,25,1,19,85.7%,24.0%,✅ Equal,32,12,20
59_Recombination events.csv|4609,4609,59_Recombination events.csv,1887,10000,"['10', '11', '12', '13', '15', '16', '17', '18', '2', '20', '22', '23', '24', '25', '26', '28', '29', '3', '30', '31', '33', '34', '35', '36', '37', '39', '4', '40', '41', '44', '45', '46', '49', '5', '6', '7', '8']",1000,2.5e-05,0.01,0.1,5000,50,2,1872,9982,1872-9982,"['23', '13', '30', '6', '4', '11', '33', '26', '24', '31', '35', '3', '5', '39', '40', '7', '2', '44', '17', '20']","['25', '36', '27', '32', '9', '29', '48', '21', '49', '8', '47', '15', '12', '18', '50', '41', '16', '22', '38', '34', '10', '46', '28', '43', '45', '37']","['1', '14', '19', '42']",15.0,18.0,33.0,99.8,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (20/20),56.96,54.1,20/20,100.0,37.0,20.0,20/20,91.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,4609,1887-10000,90.0,96.7,2,95.0,2,140,5,5,5,23,0,18,100.0%,21.7%,✅ Equal,28,10,18
85_Recombination events.csv|4987,4987,85_Recombination events.csv,7971,10000,['3'],1000,2.5e-05,0.01,0.1,5000,50,3,7962,9908,7962-9908,['3'],"['6', '47', '27', '13', '16', '33', '37']","['25', '23', '36', '32', '9', '29', '14', '48', '21', '49', '8', '12', '30', '4', '19', '11', '50', '41', '26', '24', '5', '22', '38', '40', '42', '34', '2', '44', '20', '10', '46', '43', '45']",9.0,92.0,101.0,95.5,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),56.1,100.0,1/1,100.0,1.0,1.0,1/1,75.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,4987,7971-10000,100.0,89.9,3,94.95,3,141,6,6,7,23,1,17,85.7%,26.1%,✅ Equal,30,12,18
41_Recombination events.csv|4859,4859,41_Recombination events.csv,4533,10000,['17'],1000,2.5e-05,0.01,0.1,5000,50,3,4448,9938,4448-9938,['17'],"['35', '3', '30', '6', '45']","['8', '29', '44']",85.0,62.0,147.0,98.9,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),56.78,100.0,1/1,100.0,1.0,1.0,1/1,83.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,4859,4533-10000,100.0,85.3,3,94.56635318704284,2,142,3,3,3,16,0,13,100.0%,18.8%,✅ Equal,19,6,13
19_Recombination events.csv|4472,4472,19_Recombination events.csv,1749,10000,"['10', '11', '12', '13', '15', '16', '17', '19', '2', '22', '24', '25', '26', '27', '28', '29', '30', '31', '32', '33', '34', '36', '37', '4', '40', '41', '43', '44', '45', '48', '49', '5', '50', '6', '7', '8', '9']",1000,2.5e-05,0.01,0.1,5000,50,4,1748,9984,1748-9984,"['25', '36', '27', '13', '32', '9', '29', '48', '49', '12', '15', '30', '6', '4', '19', '11', '50', '41', '16', '26', '24', '33', '31', '5', '22', '40', '7', '34', '2', '44', '17', '10', '28', '43', '45', '37']","['38', '21']","['3', '20', '23', '46', '39', '14', '18', '42', '47']",1.0,16.0,17.0,99.8,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (36/36),56.96,97.3,36/36,100.0,37.0,36.0,36/36,95.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,4472,1749-10000,88.88888888888889,98.3,4,94.39363143631437,4,143,4,4,4,13,0,9,100.0%,30.8%,✅ Equal,17,8,9
