SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_Event_ID,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Source_Tab,Match_Type,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Santa_Recombinant_Full,Santa_Recombinant_List,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,Reaches_End,Reaches_Start,RDP_Recombinant_Full,RDP_Recombinant_List,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,All_Collected_Recombinants,All_Collected_Recombinants_Count,Recombinants_List,Coverage_Percentage,Start_Gap,End_Gap,_Total_Distance,RDP_Match_Types,Tag,Santa_ID,Santa_Breakpoints,Recombinant_Match_Score,Start_End_Diff_Score,RDP_Set,Tag_Specific_Quality_Score,Tag_Rank,Global_Rank,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining
1_Recombination events.csv|9903,9903,1_Recombination events.csv,4968,5703,['46'],1000,0.0002,0.02,0.1,5000,50,2,4968,5700,4968-5700,['46'],['39'],"['21', '11']",0.0,3.0,3.0,99.6,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,🎯 Perfect (1/1),58.92,100.0,1/1,100.0,1.0,1.0,1/1,98.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9903,4968-5703,100.0,99.7,2,100.0,1,1,7,7,10,39,3,32,70.0%,17.9%,✅ Equal,49,14,35
70_Recombination events.csv|9383,9383,70_Recombination events.csv,273,10000,['6'],1000,0.0002,0.02,0.1,5000,50,16,273,9982,273-9982,['6'],"['17', '28']",['24'],0.0,18.0,18.0,99.81494808265651,273.0,68.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.9629896165313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,9383,273-10000,100.0,98.2,16,99.19839679358718,6,218,15,13,18,67,3,54,83.3%,19.4%,❌ Diff: RDP=15 vs Santa=13,85,28,57
38_Recombination events.csv|10175,10175,38_Recombination events.csv,813,3996,"['23', '40']",1000,0.0002,0.02,0.1,5000,50,8,811,4012,811-4012,"['23', '40']",['18'],"['16', '6']",2.0,16.0,18.0,100.0,3183.0,795.8,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,10175,813-3996,100.0,98.2,8,99.19839679358718,2,219,8,8,10,33,2,25,80.0%,24.2%,✅ Equal,43,16,27
93_Recombination events.csv|10044,10044,93_Recombination events.csv,66,6279,['31'],1000,0.0002,0.02,0.1,5000,50,2,63,6264,63-6264,['31'],"['30', '35']","['4', '13', '12']",3.0,15.0,18.0,99.8,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,🎯 Perfect (1/1),56.96,100.0,1/1,100.0,1.0,1.0,1/1,97.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,10044,66-6279,100.0,98.2,2,99.19839679358718,3,220,6,6,6,54,0,48,100.0%,11.1%,✅ Equal,60,12,48
81_Recombination events.csv|9744,9744,81_Recombination events.csv,813,1989,['40'],1000,0.0002,0.02,0.1,5000,50,3,797,1988,797-1988,['40'],"['38', '50', '26', '9', '4', '20', '33', '12', '28', '1', '27', '37', '18', '24']",['21'],16.0,1.0,17.0,99.91496598639455,1176.0,294.0,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.982993197278915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,9744,813-1989,100.0,98.3,3,99.15,2,221,7,7,9,46,2,39,77.8%,15.2%,✅ Equal,55,14,41
28_Recombination events.csv|9916,9916,28_Recombination events.csv,5778,10000,['49'],1000,0.0002,0.02,0.1,5000,50,6,5780,9981,5780-9981,['49'],"['36', '4', '29']","['5', '22', '31', '33', '27', '17']",2.0,19.0,21.0,99.50260540028422,4222.0,1055.5,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.90052108005685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,9916,5778-10000,100.0,97.9,6,99.04809619238478,2,222,12,11,14,70,2,59,85.7%,15.7%,❌ Diff: RDP=12 vs Santa=11,84,23,61
24_Recombination events.csv|9759,9759,24_Recombination events.csv,8400,10000,['43'],1000,0.0002,0.02,0.1,5000,50,9,8384,9994,8384-9994,['43'],"['37', '18', '48', '5', '19', '41', '27', '3', '36', '9']",['16'],16.0,6.0,22.0,99.625,1600.0,400.0,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,9759,8400-10000,100.0,97.8,9,99.04714142427281,3,223,6,6,13,53,7,47,46.2%,11.3%,✅ Equal,66,12,54
39_Recombination events.csv|10098,10098,39_Recombination events.csv,9066,10000,['11'],1000,0.0002,0.02,0.1,5000,50,5,9068,9980,9068-9980,['11'],"['26', '43']",['40'],2.0,20.0,22.0,97.64453961456103,934.0,233.5,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.52890792291221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,10098,9066-10000,100.0,97.8,5,98.99799599198397,3,224,8,8,14,53,6,45,57.1%,15.1%,✅ Equal,67,16,51
73_Recombination events.csv|9796,9796,73_Recombination events.csv,2880,9108,['9'],1000,0.0002,0.02,0.1,5000,50,1,2892,9096,2892-9096,['9'],['49'],"['4', '38', '46']",12.0,12.0,24.0,99.61464354527938,3772.0,943.0,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.92292870905588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,9796,2880-9108,100.0,97.6,1,98.9468405215647,4,225,9,9,9,56,0,47,100.0%,16.1%,✅ Equal,65,18,47
26_Recombination events.csv|10035,10035,26_Recombination events.csv,8997,10000,['28'],1000,0.0002,0.02,0.1,5000,50,4,9000,9978,9000-9978,['28'],"['37', '12', '19', '36', '10', '13', '39', '42']","['43', '20']",3.0,22.0,25.0,97.50747756729811,1003.0,250.8,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.50149551345962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,10035,8997-10000,100.0,97.5,4,98.89669007021064,3,226,4,4,7,50,3,46,57.1%,8.0%,✅ Equal,57,8,49
4_Recombination events.csv|9941,9941,4_Recombination events.csv,7920,10000,"['2', '25']",1000,0.0002,0.02,0.1,5000,50,4,7942,9997,7942-9997,"['2', '25']","['33', '41', '48']","['14', '23', '12', '9', '27', '13', '20']",22.0,3.0,25.0,98.8,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (2/2),56.760000000000005,100.0,2/2,100.0,2.0,2.0,2/2,94.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,9941,7920-10000,100.0,97.5,4,98.89669007021064,1,227,8,8,10,57,2,49,80.0%,14.0%,✅ Equal,67,16,51
50_Recombination events.csv|9747,9747,50_Recombination events.csv,111,8712,['16'],1000,0.0002,0.02,0.1,5000,50,3,111,8688,111-8688,['16'],"['32', '14', '25', '3', '46', '15', '50', '26', '35', '11']","['24', '45']",0.0,24.0,24.0,99.72096267875828,1399.0,349.8,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.944192535751654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,9747,111-8712,100.0,97.6,3,98.84884884884883,4,228,7,7,7,27,0,20,100.0%,25.9%,✅ Equal,34,14,20
41_Recombination events.csv|9966,9966,41_Recombination events.csv,3444,7695,['29'],1000,0.0002,0.02,0.1,5000,50,5,3424,7687,3424-7687,['29'],['46'],['18'],20.0,8.0,28.0,99.81180898612091,4251.0,1062.8,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.96236179722418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,9966,3444-7695,100.0,97.2,5,98.74623871614844,2,229,6,6,9,45,3,39,66.7%,13.3%,✅ Equal,54,12,42
15_Recombination events.csv|9298,9298,15_Recombination events.csv,1494,10000,['17'],1000,0.0002,0.02,0.1,5000,50,5,1500,9978,1500-9978,['17'],"['30', '26', '38', '25', '34', '28', '9', '10', '11', '46']",['15'],6.0,22.0,28.0,99.7,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),56.94,100.0,1/1,100.0,1.0,1.0,1/1,90.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,9298,1494-10000,100.0,97.2,5,98.74623871614844,4,230,11,11,14,54,3,43,78.6%,20.4%,✅ Equal,68,22,46
81_Recombination events.csv|9880,9880,81_Recombination events.csv,225,4656,['50'],1000,0.0002,0.02,0.1,5000,50,5,239,4644,239-4644,['50'],['4'],['37'],14.0,12.0,26.0,99.41322500564208,4431.0,1107.8,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.88264500112842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,9880,225-4656,100.0,97.4,5,98.7,3,231,7,7,9,46,2,39,77.8%,15.2%,✅ Equal,55,14,41
52_Recombination events.csv|8429,8429,52_Recombination events.csv,438,10000,['33'],1000,0.0002,0.02,0.1,5000,50,10,466,9998,466-9998,['33'],"['6', '37', '32', '31', '41', '46', '30', '18']","['38', '26', '8', '23', '16', '11', '2', '3', '27', '35', '29', '45', '14', '1', '42', '47', '5', '4', '25', '36', '21', '49', '13', '10', '24', '39', '7', '48', '9', '20', '15', '12', '40', '34', '43', '19', '44']",28.0,2.0,30.0,99.7,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),56.94,100.0,1/1,100.0,1.0,1.0,1/1,65.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,8429,438-10000,100.0,97.0,1,98.54854854854855,4,232,8,8,10,51,2,43,80.0%,15.7%,✅ Equal,61,16,45
15_Recombination events.csv|9715,9715,15_Recombination events.csv,4425,6597,['21'],1000,0.0002,0.02,0.1,5000,50,12,4416,6574,4416-6574,['21'],"['7', '37', '12', '29', '24', '16', '39', '23']",['14'],9.0,23.0,32.0,98.94106813996318,2172.0,543.0,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.78821362799263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,9715,4425-6597,100.0,96.8,12,98.54563691073218,5,233,11,11,14,54,3,43,78.6%,20.4%,✅ Equal,68,22,46
94_Recombination events.csv|9319,9319,94_Recombination events.csv,5946,10000,['4'],1000,0.0002,0.02,0.1,5000,50,4,5946,9964,5946-9964,['4'],"['39', '35', '48', '26', '25', '36', '28', '31', '32', '1', '34', '17', '37', '41', '18', '45', '24']","['38', '8', '23', '16', '11', '2', '3', '27', '29', '14', '42', '47', '5', '21', '30', '49', '10', '50', '20', '15', '12', '40', '43', '19', '44']",0.0,36.0,36.0,99.11198815984214,4054.0,1013.5,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.82239763196843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,9319,5946-10000,100.0,96.4,4,98.44221105527639,4,234,6,6,8,30,2,24,75.0%,20.0%,✅ Equal,38,12,26
8_Recombination events.csv|10047,10047,8_Recombination events.csv,7830,8085,['45'],1000,0.0002,0.02,0.1,5000,50,15,7826,8115,7826-8115,['45'],['22'],['13'],4.0,30.0,34.0,100.0,255.0,63.8,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,10047,7830-8085,100.0,96.6,15,98.34834834834834,2,235,13,13,19,49,6,36,68.4%,26.5%,✅ Equal,68,26,42
28_Recombination events.csv|9568,9568,28_Recombination events.csv,3057,5841,['19'],1000,0.0002,0.02,0.1,5000,50,7,3052,5810,3052-5810,['19'],"['30', '14', '15', '18', '44', '29', '48', '4', '3', '36', '35', '23']","['43', '20', '1', '45', '16', '34', '41', '9', '10', '13', '47']",5.0,31.0,36.0,98.9,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),56.78,100.0,1/1,100.0,1.0,1.0,1/1,93.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,9568,3057-5841,100.0,96.4,7,98.29659318637275,3,236,12,11,14,70,2,59,85.7%,15.7%,❌ Diff: RDP=12 vs Santa=11,84,23,61
88_Recombination events.csv|9869,9869,88_Recombination events.csv,5703,7917,['47'],1000,0.0002,0.02,0.1,5000,50,11,5712,7888,5712-7888,['47'],['29'],['32'],9.0,29.0,38.0,98.3,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),56.66,100.0,1/1,100.0,1.0,1.0,1/1,91.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,9869,5703-7917,100.0,96.2,11,98.24473420260782,7,237,11,11,13,53,2,42,84.6%,20.8%,✅ Equal,66,22,44
96_Recombination events.csv|8183,8183,96_Recombination events.csv,5238,6501,"['1', '10', '11', '12', '14', '16', '18', '19', '20', '21', '22', '23', '25', '26', '27', '28', '29', '3', '30', '32', '35', '38', '39', '40', '41', '45', '47', '49', '50', '6', '8', '9']",1000,0.0002,0.02,0.1,5000,50,16,5242,6533,5242-6533,"['47', '9', '20', '23', '16', '12', '25', '21', '28', '32', '18', '35']","['44', '43']","['4', '7', '13']",4.0,32.0,36.0,99.7,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (12/12),56.94,37.5,12/12,100.0,32.0,12.0,12/12,85.7,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,8183,5238-6501,75.0,96.4,16,98.2,1,238,19,19,22,60,3,41,86.4%,31.7%,✅ Equal,82,38,44
69_Recombination events.csv|9936,9936,69_Recombination events.csv,738,2121,['3'],1000,0.0002,0.02,0.1,5000,50,6,760,2102,760-2102,['3'],"['36', '17', '38', '10']","['26', '50']",22.0,19.0,41.0,97.0354302241504,1383.0,345.8,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.40708604483008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,9936,738-2121,100.0,95.9,6,98.19095477386935,1,239,6,6,6,27,0,21,100.0%,22.2%,✅ Equal,33,12,21
77_Recombination events.csv|10079,10079,77_Recombination events.csv,7008,10000,['6'],1000,0.0002,0.02,0.1,5000,50,8,7036,9966,7036-9966,['6'],['9'],['10'],28.0,34.0,62.0,97.92780748663101,2992.0,748.0,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.5855614973262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,10079,7008-10000,100.0,93.8,8,98.05327868852459,2,240,8,8,9,62,1,54,88.9%,12.9%,✅ Equal,71,16,55
51_Recombination events.csv|9908,9908,51_Recombination events.csv,4302,4524,['17'],1000,0.0002,0.02,0.1,5000,50,8,4291,4554,4291-4554,['17'],"['27', '4', '44']","['20', '33', '28', '45', '14', '30', '31']",11.0,30.0,41.0,100.0,222.0,55.5,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,9908,4302-4524,100.0,95.9,8,97.997997997998,5,241,8,8,8,51,0,43,100.0%,15.7%,✅ Equal,59,16,43
14_Recombination events.csv|9864,9864,14_Recombination events.csv,7824,10000,['20'],1000,0.0002,0.02,0.1,5000,50,14,7859,9991,7859-9991,['20'],"['27', '24', '47']","['30', '48', '31', '33', '3', '13']",35.0,9.0,44.0,98.0,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),56.6,100.0,1/1,100.0,1.0,1.0,1/1,89.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,9864,7824-10000,100.0,95.6,14,97.84784784784785,4,242,9,8,14,44,5,36,64.3%,18.2%,❌ Diff: RDP=9 vs Santa=8,58,17,41
2_Recombination events.csv|9861,9861,2_Recombination events.csv,3609,5232,['31'],1000,0.0002,0.02,0.1,5000,50,9,3652,5230,3652-5230,['31'],['7'],"['48', '8', '19', '49', '35', '23']",43.0,2.0,45.0,97.22735674676525,1623.0,405.8,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.445471349353056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,9861,3609-5232,100.0,95.5,9,97.84569138276552,3,243,9,8,11,68,2,60,81.8%,11.8%,❌ Diff: RDP=9 vs Santa=8,79,17,62
66_Recombination events.csv|4239,4239,66_Recombination events.csv,591,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0002,0.02,0.1,5000,50,6,546,9999,546-9999,"['44', '48', '12', '31', '34', '14', '17', '49', '46', '10']","['26', '8', '16', '2', '35', '6', '32', '45', '42', '47', '5', '28', '41', '30', '13', '24', '7', '22', '43', '19']","['50', '4', '15', '23', '11', '25', '21', '33', '36', '3', '27', '37']",45.0,1.0,46.0,100.0,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (10/10),57.0,20.0,10/10,100.0,50.0,10.0,10/10,61.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,4239,591-10000,80.0,95.4,6,97.74774774774775,1,244,7,7,7,45,0,38,100.0%,15.6%,✅ Equal,52,14,38
59_Recombination events.csv|10020,10020,59_Recombination events.csv,3228,10000,['38'],1000,0.0002,0.02,0.1,5000,50,5,3247,9972,3247-9972,['38'],['35'],['24'],19.0,28.0,47.0,99.30596574128765,3228.0,807.0,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.86119314825753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,10020,3228-10000,100.0,95.3,5,97.74549098196393,3,245,5,5,7,34,2,29,71.4%,14.7%,✅ Equal,41,10,31
22_Recombination events.csv|8531,8531,22_Recombination events.csv,492,1203,"['1', '11', '12', '13', '17', '19', '24', '27', '28', '33', '40', '42', '47']",1000,0.0002,0.02,0.1,5000,50,10,492,1146,492-1146,"['1', '28', '17', '13', '47']","['43', '8', '5', '44', '22', '34', '20', '25', '50']","['6', '18', '48', '45', '36', '2', '7', '30', '31', '4', '3', '32', '35', '10', '21', '14', '15', '29', '26', '49', '9', '39', '23', '46', '16', '41']",0.0,57.0,57.0,92.0,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (5/5),55.400000000000006,38.5,5/5,100.0,13.0,5.0,5/5,59.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,8531,492-1203,100.0,94.3,1,97.24448897795591,2,246,10,9,13,48,3,39,76.9%,18.8%,❌ Diff: RDP=10 vs Santa=9,61,19,42
53_Recombination events.csv|9964,9964,53_Recombination events.csv,3198,5613,['23'],1000,0.0002,0.02,0.1,5000,50,11,3186,5567,3186-5567,['23'],"['29', '47']","['36', '12']",12.0,46.0,58.0,98.1,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),56.620000000000005,100.0,1/1,100.0,1.0,1.0,1/1,88.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,9964,3198-5613,100.0,94.2,11,97.1,5,247,11,11,23,58,12,47,47.8%,19.0%,✅ Equal,81,22,59
44_Recombination events.csv|9998,9998,44_Recombination events.csv,8784,10000,['50'],1000,0.0002,0.02,0.1,5000,50,9,8732,9990,8732-9990,['50'],"['31', '45']","['14', '5', '4', '42', '9', '6', '22', '36', '48', '43', '46', '33', '34', '35', '11']",52.0,10.0,62.0,99.2,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),56.84,100.0,1/1,100.0,1.0,1.0,1/1,74.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,9998,8784-10000,100.0,93.8,9,96.94694694694695,5,248,9,9,12,35,3,26,75.0%,25.7%,✅ Equal,47,18,29
100_Recombination events.csv|9852,9852,100_Recombination events.csv,765,2316,['35'],1000,0.0002,0.02,0.1,5000,50,10,820,2324,820-2324,['35'],"['39', '6', '22', '4', '2', '40', '32', '41', '42', '30', '49', '31']","['47', '5', '20', '23', '25', '10', '24']",55.0,8.0,63.0,96.5,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),56.3,100.0,1/1,100.0,1.0,1.0,1/1,79.7,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,9852,765-2316,100.0,93.7,1,96.89689689689689,2,249,8,7,10,66,2,59,80.0%,10.6%,❌ Diff: RDP=8 vs Santa=7,76,15,61
22_Recombination events.csv|9748,9748,22_Recombination events.csv,3375,4893,['44'],1000,0.0002,0.02,0.1,5000,50,13,3388,4944,3388-4944,['44'],"['22', '25']","['40', '12', '24', '33', '19', '27', '11', '42']",13.0,51.0,64.0,99.14361001317523,1518.0,379.5,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.82872200263505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,9748,3375-4893,100.0,93.6,13,96.8937875751503,3,250,10,9,13,48,3,39,76.9%,18.8%,❌ Diff: RDP=10 vs Santa=9,61,19,42
55_Recombination events.csv|10103,10103,55_Recombination events.csv,7404,10000,['1'],1000,0.0002,0.02,0.1,5000,50,9,7372,9968,7372-9968,['1'],['2'],['34'],32.0,32.0,64.0,98.8,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),56.760000000000005,100.0,1/1,100.0,1.0,1.0,1/1,87.7,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,10103,7404-10000,100.0,93.6,9,96.8937875751503,2,251,7,7,11,51,4,44,63.6%,13.7%,✅ Equal,62,14,48
88_Recombination events.csv|9727,9727,88_Recombination events.csv,111,10000,['9'],1000,0.0002,0.02,0.1,5000,50,9,108,9934,108-9934,['9'],"['2', '27', '5', '46']",['29'],3.0,66.0,69.0,99.33259176863181,111.0,27.8,25.0,Step 1: Approximate,Case_F_Start_Start,Exact Recombinant Match,,56.86651835372636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,9727,111-10000,100.0,93.1,9,96.69007021063189,8,252,11,11,13,53,2,42,84.6%,20.8%,✅ Equal,66,22,44
52_Recombination events.csv|9729,9729,52_Recombination events.csv,1080,3240,['6'],1000,0.0002,0.02,0.1,5000,50,8,1053,3282,1053-3282,['6'],"['46', '18', '41', '31']","['30', '37']",27.0,42.0,69.0,100.0,2160.0,540.0,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,9729,1080-3240,100.0,93.1,8,96.59659659659658,5,253,8,8,10,51,2,43,80.0%,15.7%,✅ Equal,61,16,45
38_Recombination events.csv|10313,10313,38_Recombination events.csv,3351,5604,['29'],1000,0.0002,0.02,0.1,5000,50,5,3420,5602,3420-5602,['29'],['6'],"['50', '31']",69.0,2.0,71.0,96.84864624944518,2253.0,563.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.36972924988903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,10313,3351-5604,100.0,92.9,5,96.54308617234469,3,254,8,8,10,33,2,25,80.0%,24.2%,✅ Equal,43,16,27
47_Recombination events.csv|9759,9759,47_Recombination events.csv,8307,10000,['24'],1000,0.0002,0.02,0.1,5000,50,4,8246,9988,8246-9988,['24'],"['1', '25']","['12', '9', '37', '7']",61.0,12.0,73.0,99.3,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),56.86,100.0,1/1,100.0,1.0,1.0,1/1,78.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,9759,8307-10000,100.0,92.7,4,96.53614457831326,1,255,5,5,7,42,2,37,71.4%,11.9%,✅ Equal,49,10,39
37_Recombination events.csv|9093,9093,37_Recombination events.csv,3006,9468,"['17', '47']",1000,0.0002,0.02,0.1,5000,50,8,3082,9468,3082-9468,"['17', '47']","['9', '13', '28', '43', '26', '34', '20', '41', '31', '22', '10', '24', '45', '23', '15', '33', '39', '1', '6', '44', '18', '38', '49', '29']","['40', '25', '37', '21', '46', '35']",76.0,0.0,76.0,98.82389353141441,3538.0,884.5,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.76477870628288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,9093,3006-9468,100.0,92.4,8,96.24624624624624,3,256,9,9,13,42,4,33,69.2%,21.4%,✅ Equal,55,18,37
67_Recombination events.csv|9678,9678,67_Recombination events.csv,1059,9630,['6'],1000,0.0002,0.02,0.1,5000,50,6,1064,9704,1064-9704,['6'],"['50', '26', '9', '20', '27', '1', '17', '31', '13', '24']","['8', '28', '43', '42', '49']",5.0,74.0,79.0,99.94166374985416,1429.0,357.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.98833274997084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,9678,1059-9630,100.0,92.1,6,96.14228456913827,2,257,10,10,11,44,1,34,90.9%,22.7%,✅ Equal,55,20,35
3_Recombination events.csv|9742,9742,3_Recombination events.csv,6537,7971,['36'],1000,0.0002,0.02,0.1,5000,50,15,6458,7996,6458-7996,['36'],"['4', '10']",['32'],79.0,25.0,104.0,100.0,1434.0,358.5,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9742,6537-7971,100.0,89.6,15,95.07042253521126,3,258,12,12,17,31,5,19,70.6%,38.7%,✅ Equal,48,24,24
