SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_Event_ID,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Source_Tab,Match_Type,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Santa_Recombinant_Full,Santa_Recombinant_List,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,Reaches_End,Reaches_Start,RDP_Recombinant_Full,RDP_Recombinant_List,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,All_Collected_Recombinants,All_Collected_Recombinants_Count,Recombinants_List,Coverage_Percentage,Start_Gap,End_Gap,_Total_Distance,RDP_Match_Types,Tag,Santa_ID,Santa_Breakpoints,Recombinant_Match_Score,Start_End_Diff_Score,RDP_Set,Tag_Specific_Quality_Score,Tag_Rank,Global_Rank,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining
16_Recombination events.csv|2435,2435,16_Recombination events.csv,3306,10000,"['23', '41', '43']",1000,2.5e-05,0.005,0.1,5000,50,2,3305,9990,3305-9990,"['23', '41', '43']","['3', '22', '27', '8']","['13', '17']",1.0,10.0,11.0,99.9,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (3/3),58.980000000000004,100.0,3/3,100.0,3.0,3.0,3/3,98.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2435,3306-10000,100.0,98.9,2,100.0,1,40,3,3,4,9,1,6,75.0%,33.3%,✅ Equal,13,6,7
27_Recombination events.csv|2552,2552,27_Recombination events.csv,5889,10000,['36'],1000,2.5e-05,0.005,0.1,5000,50,1,5894,9976,5894-9976,['36'],"['25', '12', '21', '3', '15', '43', '48']","['6', '41', '16', '28', '22']",5.0,24.0,29.0,99.3,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,🎯 Perfect (1/1),56.86,100.0,1/1,100.0,1.0,1.0,1/1,96.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,2552,5889-10000,100.0,97.1,1,100.0,1,41,1,1,1,9,0,8,100.0%,11.1%,✅ Equal,10,2,8
15_Recombination events.csv|2434,2434,15_Recombination events.csv,189,1386,"['13', '27']",1000,2.5e-05,0.005,0.1,5000,50,1,190,1386,190-1386,"['13', '27']","['2', '41', '28', '31']",['9'],1.0,0.0,1.0,99.91645781119465,1197.0,299.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,58.98329156223893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,2434,189-1386,100.0,99.9,1,100.0,1,42,2,2,2,7,0,5,100.0%,28.6%,✅ Equal,9,4,5
24_Recombination events.csv|2426,2426,24_Recombination events.csv,3609,8565,"['10', '11', '23', '25', '29', '36', '37', '45']",1000,2.5e-05,0.005,0.1,5000,50,1,3552,8600,3552-8600,"['25', '11', '45', '23', '29', '37', '10', '36']",['33'],"['6', '42', '4', '35', '31', '30', '24', '7', '8', '27', '26', '32', '15', '21', '39', '17', '9', '38']",57.0,35.0,92.0,100.0,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (8/8),57.0,100.0,8/8,100.0,8.0,8.0,8/8,90.7,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,2426,3609-8565,50.0,90.8,1,100.0,1,43,1,1,1,6,0,5,100.0%,16.7%,✅ Equal,7,2,5
14_Recombination events.csv|2556,2556,14_Recombination events.csv,6012,9321,['47'],1000,2.5e-05,0.005,0.1,5000,50,1,6014,9321,6014-9321,['47'],"['14', '29', '8']","['3', '28', '45']",2.0,0.0,2.0,99.93955877908733,3309.0,827.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,58.987911755817464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2556,6012-9321,100.0,99.8,1,100.0,1,44,2,2,2,6,0,4,100.0%,33.3%,✅ Equal,8,4,4
18_Recombination events.csv|2477,2477,18_Recombination events.csv,4290,5892,['30'],1000,2.5e-05,0.005,0.1,5000,50,1,4291,5940,4291-5940,['30'],['31'],['20'],1.0,48.0,49.0,99.93757802746566,1602.0,400.5,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.98751560549313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2477,4290-5892,100.0,95.1,1,100.0,1,45,2,2,2,5,0,3,100.0%,40.0%,✅ Equal,7,4,3
25_Recombination events.csv|2504,2504,25_Recombination events.csv,4524,7950,['8'],1000,2.5e-05,0.005,0.1,5000,50,1,4528,7930,4528-7930,['8'],"['1', '37', '20', '11']","['49', '7', '22']",4.0,20.0,24.0,99.3,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,🎯 Perfect (1/1),56.86,100.0,1/1,100.0,1.0,1.0,1/1,96.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,2504,4524-7950,100.0,97.6,1,100.0,1,46,1,1,2,7,1,6,50.0%,14.3%,✅ Equal,9,2,7
2_Recombination events.csv|2522,2522,2_Recombination events.csv,5175,7323,['9'],1000,2.5e-05,0.005,0.1,5000,50,1,5174,7308,5174-7308,['9'],"['42', '38', '43']","['11', '45']",1.0,15.0,16.0,99.30167597765363,2148.0,537.0,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.86033519553072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2522,5175-7323,100.0,98.4,1,100.0,1,47,1,1,1,12,0,11,100.0%,8.3%,✅ Equal,13,2,11
11_Recombination events.csv|2508,2508,11_Recombination events.csv,7449,10000,['34'],1000,2.5e-05,0.005,0.1,5000,50,1,7462,9990,7462-9990,['34'],['43'],"['9', '23', '41', '45']",13.0,10.0,23.0,99.1,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,🎯 Perfect (1/1),56.82,100.0,1/1,100.0,1.0,1.0,1/1,95.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2508,7449-10000,100.0,97.7,1,100.0,1,48,4,4,4,10,0,6,100.0%,40.0%,✅ Equal,14,8,6
66_Recombination events.csv|2347,2347,66_Recombination events.csv,4470,9936,['45'],1000,2.5e-05,0.005,0.1,5000,50,2,4472,9940,4472-9940,['45'],"['19', '46', '23', '24', '7', '8', '2', '26', '32', '37', '3', '15', '5', '38', '28']","['10', '31']",2.0,4.0,6.0,100.0,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,🎯 Perfect (1/1),59.0,100.0,1/1,100.0,1.0,1.0,1/1,99.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,2347,4470-9936,100.0,99.4,2,99.9497487437186,2,49,2,2,2,6,0,4,100.0%,33.3%,✅ Equal,8,4,4
32_Recombination events.csv|2437,2437,32_Recombination events.csv,5814,10000,"['35', '39', '44', '8']",1000,2.5e-05,0.005,0.1,5000,50,2,5813,9992,5813-9992,"['35', '44', '39', '8']","['6', '30', '28']","['23', '12', '45']",1.0,8.0,9.0,99.8088867654085,4186.0,1046.5,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,58.9617773530817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,2437,5814-10000,100.0,99.1,2,99.94959677419354,1,50,3,3,3,9,0,6,100.0%,33.3%,✅ Equal,12,6,6
28_Recombination events.csv|2469,2469,28_Recombination events.csv,6267,6387,['34'],1000,2.5e-05,0.005,0.1,5000,50,3,6268,6384,6268-6384,['34'],['37'],"['44', '28']",1.0,3.0,4.0,96.7,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),58.34,100.0,1/1,100.0,1.0,1.0,1/1,83.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2469,6267-6387,100.0,99.6,3,99.84984984984985,1,51,3,3,3,7,0,4,100.0%,42.9%,✅ Equal,10,6,4
89_Recombination events.csv|2478,2478,89_Recombination events.csv,4230,10000,['24'],1000,2.5e-05,0.005,0.1,5000,50,2,4234,9989,4234-9989,['24'],"['29', '39', '7']","['38', '35', '12']",4.0,11.0,15.0,99.74003466204506,4230.0,1057.5,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.948006932409015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,2478,4230-10000,100.0,98.5,2,99.84817813765181,2,52,7,7,8,12,1,5,87.5%,58.3%,✅ Equal,20,14,6
86_Recombination events.csv|2462,2462,86_Recombination events.csv,6129,7578,['50'],1000,2.5e-05,0.005,0.1,5000,50,1,6137,7559,6137-7559,['50'],['13'],"['29', '27', '8']",8.0,19.0,27.0,98.13664596273291,1449.0,362.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.62732919254658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,2462,6129-7578,100.0,97.3,1,99.4410569105691,1,53,4,4,4,10,0,6,100.0%,40.0%,✅ Equal,14,8,6
93_Recombination events.csv|2577,2577,93_Recombination events.csv,6036,10000,"['10', '48']",1000,2.5e-05,0.005,0.1,5000,50,1,6054,9993,6054-9993,"['10', '48']",['8'],"['23', '13', '11']",18.0,7.0,25.0,99.4,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (2/2),56.88,100.0,2/2,100.0,2.0,2.0,2/2,96.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,2577,6036-10000,100.0,97.5,1,99.3920972644377,1,54,2,2,4,10,2,8,50.0%,20.0%,✅ Equal,14,4,10
5_Recombination events.csv|1963,1963,5_Recombination events.csv,7500,10000,['5'],1000,2.5e-05,0.005,0.1,5000,50,3,7508,9990,7508-9990,['5'],"['42', '23', '12', '26', '44', '6', '4', '40', '30', '33', '3', '14', '34', '39', '41', '17', '1', '47', '28', '31', '45', '46', '18', '2', '32', '15', '16', '9', '48', '24', '38', '37', '21', '49', '10', '36']","['25', '19', '35', '20', '13', '7', '8', '27', '29', '43', '22']",8.0,10.0,18.0,99.3,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,🎯 Perfect (1/1),58.86,100.0,1/1,100.0,1.0,1.0,1/1,96.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1963,7500-10000,100.0,98.2,3,99.3467336683417,2,55,4,4,4,10,0,6,100.0%,40.0%,✅ Equal,14,8,6
6_Recombination events.csv|2422,2422,6_Recombination events.csv,8268,10000,['48'],1000,2.5e-05,0.005,0.1,5000,50,1,8260,9982,8260-9982,['48'],['43'],"['19', '38', '27', '32']",8.0,18.0,26.0,99.0,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),56.8,100.0,1/1,100.0,1.0,1.0,1/1,92.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2422,8268-10000,100.0,97.4,1,99.2914979757085,2,56,2,2,2,8,0,6,100.0%,25.0%,✅ Equal,10,4,6
75_Recombination events.csv|2410,2410,75_Recombination events.csv,3297,6063,['6'],1000,2.5e-05,0.005,0.1,5000,50,2,3295,6034,3295-6034,['6'],"['4', '40']","['34', '27', '8']",2.0,29.0,31.0,99.0,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),56.8,100.0,1/1,100.0,1.0,1.0,1/1,94.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,2410,3297-6063,100.0,96.9,2,99.28789420142422,1,57,2,2,2,5,0,3,100.0%,40.0%,✅ Equal,7,4,3
13_Recombination events.csv|2463,2463,13_Recombination events.csv,1857,10000,"['16', '29', '48', '50', '8']",1000,2.5e-05,0.005,0.1,5000,50,2,1886,9976,1886-9976,"['29', '8', '50', '16', '48']","['25', '42', '23', '27', '44', '6', '11', '40', '13', '33', '14', '34', '17', '22', '7', '2', '15', '5', '9', '19', '35', '10', '36']","['4', '46', '30', '20', '24', '12', '26', '32', '3', '21', '47', '38', '28']",29.0,24.0,53.0,99.3,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (5/5),56.86,100.0,5/5,100.0,5.0,5.0,5/5,85.7,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2463,1857-10000,20.0,94.7,2,99.16926272066459,1,58,2,2,2,5,0,3,100.0%,40.0%,✅ Equal,7,4,3
78_Recombination events.csv|2374,2374,78_Recombination events.csv,267,10000,"['23', '34']",1000,2.5e-05,0.005,0.1,5000,50,5,272,9980,272-9980,"['23', '34']","['1', '12', '29', '7']","['6', '42', '46', '13', '18', '32', '48', '22']",5.0,20.0,25.0,99.74314188842084,267.0,66.8,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.94862837768417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,2374,267-10000,100.0,97.5,5,98.99497487437186,2,59,5,5,6,15,1,10,83.3%,33.3%,✅ Equal,21,10,11
22_Recombination events.csv|2541,2541,22_Recombination events.csv,5745,10000,['7'],1000,2.5e-05,0.005,0.1,5000,50,1,5739,9977,5739-9977,['7'],['45'],"['1', '28']",6.0,23.0,29.0,99.5,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,🎯 Perfect (1/1),56.900000000000006,100.0,1/1,100.0,1.0,1.0,1/1,96.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,2541,5745-10000,100.0,97.1,1,98.99091826437942,1,60,2,2,2,6,0,4,100.0%,33.3%,✅ Equal,8,4,4
87_Recombination events.csv|2453,2453,87_Recombination events.csv,7368,10000,"['24', '27']",1000,2.5e-05,0.005,0.1,5000,50,1,7369,9964,7369-9964,"['24', '27']",['14'],"['6', '38']",1.0,36.0,37.0,98.6,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (2/2),56.72,100.0,2/2,100.0,2.0,2.0,2/2,93.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,2453,7368-10000,100.0,96.3,1,98.78419452887539,1,61,4,3,7,11,3,8,57.1%,27.3%,❌ Diff: RDP=4 vs Santa=3,18,7,11
39_Recombination events.csv|2493,2493,39_Recombination events.csv,3966,5304,['25'],1000,2.5e-05,0.005,0.1,5000,50,2,3926,5312,3926-5312,['25'],"['18', '29', '50', '2']","['27', '12']",40.0,8.0,48.0,100.0,1338.0,334.5,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,2493,3966-5304,100.0,95.2,2,98.62104187946885,2,62,2,2,3,6,1,4,66.7%,33.3%,✅ Equal,9,4,5
82_Recombination events.csv|2536,2536,82_Recombination events.csv,777,7365,['5'],1000,2.5e-05,0.005,0.1,5000,50,1,792,7344,792-7344,['5'],"['44', '4']","['37', '14']",15.0,21.0,36.0,99.5,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),56.900000000000006,100.0,1/1,100.0,1.0,1.0,1/1,94.7,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,2536,777-7365,100.0,96.4,1,98.58870967741936,1,63,2,2,2,9,0,7,100.0%,22.2%,✅ Equal,11,4,7
30_Recombination events.csv|2479,2479,30_Recombination events.csv,2442,10000,['11'],1000,2.5e-05,0.005,0.1,5000,50,2,2465,9962,2465-9962,['11'],['35'],"['28', '40']",23.0,38.0,61.0,99.2,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),56.84,100.0,1/1,100.0,1.0,1.0,1/1,87.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2479,2442-10000,100.0,93.9,2,98.5522233712513,1,64,2,2,2,4,0,2,100.0%,50.0%,✅ Equal,6,4,2
14_Recombination events.csv|2553,2553,14_Recombination events.csv,3561,8592,['39'],1000,2.5e-05,0.005,0.1,5000,50,2,3572,8570,3572-8570,['39'],['45'],"['24', '4']",11.0,22.0,33.0,99.34406678592725,4969.0,1242.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.86881335718545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2553,3561-8592,100.0,96.7,2,98.44689378757515,2,65,2,2,2,6,0,4,100.0%,33.3%,✅ Equal,8,4,4
62_Recombination events.csv|2437,2437,62_Recombination events.csv,1134,4140,['3'],1000,2.5e-05,0.005,0.1,5000,50,2,1120,4170,1120-4170,['3'],"['11', '50', '49', '38', '48']",['46'],14.0,30.0,44.0,100.0,3006.0,751.5,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,2437,1134-4140,100.0,95.6,2,98.42958459979735,1,66,2,2,2,5,0,3,100.0%,40.0%,✅ Equal,7,4,3
70_Recombination events.csv|2463,2463,70_Recombination events.csv,6213,9252,['14'],1000,2.5e-05,0.005,0.1,5000,50,2,6193,9296,6193-9296,['14'],"['45', '30', '37', '50', '34', '1']","['6', '24', '32', '47', '5', '49']",20.0,44.0,64.0,100.0,3039.0,759.8,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,2463,6213-9252,100.0,93.6,2,98.3971044467425,2,67,2,2,2,3,0,1,100.0%,66.7%,✅ Equal,5,4,1
15_Recombination events.csv|2408,2408,15_Recombination events.csv,330,10000,"['1', '19', '38', '45']",1000,2.5e-05,0.005,0.1,5000,50,2,324,9971,324-9971,"['1', '38', '19', '45']","['32', '26']","['11', '30', '20', '23', '8', '3', '39', '9', '22']",6.0,29.0,35.0,99.70010341261634,330.0,82.5,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.94002068252327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,2408,330-10000,100.0,96.5,2,98.2982982982983,2,68,2,2,2,7,0,5,100.0%,28.6%,✅ Equal,9,4,5
19_Recombination events.csv|2531,2531,19_Recombination events.csv,1482,10000,"['12', '27', '7']",1000,2.5e-05,0.005,0.1,5000,50,2,1442,9856,1442-9856,"['12', '27', '7']",['34'],"['38', '45']",40.0,144.0,184.0,98.30946231509743,1482.0,370.5,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,54.661892463019484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,2531,1482-10000,100.0,81.6,2,98.28402366863905,2,69,2,2,2,4,0,2,100.0%,50.0%,✅ Equal,6,4,2
89_Recombination events.csv|2407,2407,89_Recombination events.csv,7770,10000,['4'],1000,2.5e-05,0.005,0.1,5000,50,5,7814,9993,7814-9993,['4'],"['29', '39', '7']","['25', '27', '43', '6', '11', '30', '20', '3', '41', '47', '17', '1', '28', '31', '45', '46', '18', '2', '32', '5', '9', '37', '10']",44.0,7.0,51.0,97.71300448430493,2230.0,557.5,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.54260089686099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,2407,7770-10000,100.0,94.9,5,98.0263157894737,3,70,7,7,8,12,1,5,87.5%,58.3%,✅ Equal,20,14,6
65_Recombination events.csv|2457,2457,65_Recombination events.csv,102,5019,['26'],1000,2.5e-05,0.005,0.1,5000,50,3,136,5029,136-5029,['26'],['18'],"['41', '8', '46']",34.0,10.0,44.0,99.30852145617246,4917.0,1229.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.86170429123449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,2457,102-5019,100.0,95.6,3,97.99196787148594,1,71,4,4,4,14,0,10,100.0%,28.6%,✅ Equal,18,8,10
87_Recombination events.csv|2432,2432,87_Recombination events.csv,6345,8532,['8'],1000,2.5e-05,0.005,0.1,5000,50,2,6346,8480,6346-8480,['8'],['40'],"['1', '49', '17']",1.0,52.0,53.0,97.6,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),56.519999999999996,100.0,1/1,100.0,1.0,1.0,1/1,87.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,2432,6345-8532,100.0,94.7,2,97.97365754812563,2,72,4,3,7,11,3,8,57.1%,27.3%,❌ Diff: RDP=4 vs Santa=3,18,7,11
89_Recombination events.csv|2487,2487,89_Recombination events.csv,8559,10000,['13'],1000,2.5e-05,0.005,0.1,5000,50,4,8539,9964,8539-9964,['13'],"['15', '8']",['49'],20.0,36.0,56.0,97.50173490631506,1441.0,360.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.500346981263014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,2487,8559-10000,100.0,94.4,4,97.77327935222672,4,73,7,7,8,12,1,5,87.5%,58.3%,✅ Equal,20,14,6
42_Recombination events.csv|2491,2491,42_Recombination events.csv,6390,10000,['9'],1000,2.5e-05,0.005,0.1,5000,50,2,6440,9976,6440-9976,['9'],['13'],"['6', '25', '20', '7', '37', '14', '5']",50.0,24.0,74.0,98.0,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),56.6,100.0,1/1,100.0,1.0,1.0,1/1,89.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,2491,6390-10000,100.0,92.6,2,97.5359342915811,2,74,2,2,2,11,0,9,100.0%,18.2%,✅ Equal,13,4,9
51_Recombination events.csv|2525,2525,51_Recombination events.csv,7986,10000,['4'],1000,2.5e-05,0.005,0.1,5000,50,4,7940,9977,7940-9977,['4'],['20'],"['25', '42', '11', '40', '37', '39', '15', '41', '47', '43', '1', '38', '22']",46.0,23.0,69.0,98.9,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),56.78,100.0,1/1,100.0,1.0,1.0,1/1,82.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,2525,7986-10000,100.0,93.1,4,97.45158002038735,2,75,4,4,4,8,0,4,100.0%,50.0%,✅ Equal,12,8,4
57_Recombination events.csv|2486,2486,57_Recombination events.csv,2175,10000,['7'],1000,2.5e-05,0.005,0.1,5000,50,3,2183,9934,2183-9934,['7'],"['11', '35', '8', '37', '43', '38']","['4', '26']",8.0,66.0,74.0,99.1,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),56.82,100.0,1/1,100.0,1.0,1.0,1/1,83.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,2486,2175-10000,100.0,92.6,3,96.95740365111561,1,76,3,3,3,8,0,5,100.0%,37.5%,✅ Equal,11,6,5
69_Recombination events.csv|2477,2477,69_Recombination events.csv,1347,10000,"['1', '25', '3', '31', '37', '47']",1000,2.5e-05,0.005,0.1,5000,50,2,1357,9942,1357-9942,"['25', '31', '37', '3', '47', '1']","['9', '24']","['30', '15']",10.0,58.0,68.0,99.2,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (6/6),56.84,100.0,6/6,100.0,6.0,6.0,6/6,74.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,2477,1347-10000,50.0,93.2,2,96.88128772635815,1,77,2,2,2,7,0,5,100.0%,28.6%,✅ Equal,9,4,5
36_Recombination events.csv|2447,2447,36_Recombination events.csv,7881,10000,['33'],1000,2.5e-05,0.005,0.1,5000,50,2,7842,9960,7842-9960,['33'],"['11', '35', '45', '43', '9', '38', '36']","['42', '19', '4', '23', '39', '41']",39.0,40.0,79.0,98.11231713072203,2119.0,529.8,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.62246342614441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,2447,7881-10000,100.0,92.1,2,96.65653495440729,2,78,4,4,4,7,0,3,100.0%,57.1%,✅ Equal,11,8,3
11_Recombination events.csv|2513,2513,11_Recombination events.csv,1674,10000,['18'],1000,2.5e-05,0.005,0.1,5000,50,3,1699,9924,1699-9924,['18'],"['37', '38', '15']","['1', '22']",25.0,76.0,101.0,98.8,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),56.760000000000005,100.0,1/1,100.0,1.0,1.0,1/1,69.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2513,1674-10000,100.0,89.9,3,96.00818833162742,2,79,4,4,4,10,0,6,100.0%,40.0%,✅ Equal,14,8,6
23_Recombination events.csv|2401,2401,23_Recombination events.csv,3351,10000,"['20', '35']",1000,2.5e-05,0.005,0.1,5000,50,1,3450,9966,3450-9966,"['20', '35']","['9', '41', '34', '33']","['42', '47', '19']",99.0,34.0,133.0,98.0,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (2/2),56.6,100.0,2/2,100.0,2.0,2.0,2/2,80.2,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,2401,3351-10000,100.0,86.7,1,95.34518828451883,1,80,2,2,2,4,0,2,100.0%,50.0%,✅ Equal,6,4,2
61_Recombination events.csv|2210,2210,61_Recombination events.csv,7917,9900,"['10', '15', '16', '17', '22', '23', '25', '27', '3', '34', '35', '36', '38', '39', '41', '42', '45', '47', '50', '9']",1000,2.5e-05,0.005,0.1,5000,50,3,7872,9782,7872-9782,"['25', '42', '23', '27', '3', '39', '34', '41', '47', '17', '50', '10', '22', '45', '15', '16', '9', '35', '38', '36']","['4', '20', '13', '26', '21', '5', '43']","['6', '11', '40', '46', '24', '29', '8', '12', '33', '37', '14', '44', '1', '48']",45.0,118.0,163.0,94.0,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (20/20),53.8,100.0,20/20,100.0,20.0,20.0,20/20,58.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,2210,7917-9900,80.0,83.7,3,93.41286307053943,1,81,2,2,3,4,1,2,66.7%,50.0%,✅ Equal,7,4,3
32_Recombination events.csv|2526,2526,32_Recombination events.csv,3651,5133,"['10', '24']",1000,2.5e-05,0.005,0.1,5000,50,3,3751,5086,3751-5086,"['10', '24']","['13', '11']","['48', '7']",100.0,47.0,147.0,90.1,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (2/2),55.019999999999996,100.0,2/2,100.0,2.0,2.0,2/2,50.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,2526,3651-5133,100.0,85.3,3,92.99395161290323,2,82,3,3,3,9,0,6,100.0%,33.3%,✅ Equal,12,6,6
