,Global_Rank,Tag_Rank,Tag_Specific_Quality_Score,Tag,Santa_ID,RDP_Event_ID,Match_Type,Source_Tab,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining,SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Tolerance,Max_End_Distance,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,Quality_Check,Coverage_Percentage,Valid,Minor/Major,Start_Anchor,End_Anchor,Full_Coverage,Pre_Start_RDPs,Reaches_Start,Reaches_End,RDP_Num,Santa_Breakpoints,Display_Coverage,Display_Seq_Ratio,Structural_Score,Coverage_Score,tag,Parent_Child_Type,Matched_Value,Breakpoint_Matches,Num_Breakpoint_Matches,Avg_Distance,Total_Distance,Start_Dist,End_Dist,Recombinant_Match_Score,Start_End_Diff_Score,Chain_Bonus,Step_Priority,Match_Type_Priority,Reaches_Priority,RDP_Set,Reaches_Status
36,37,1,100,76,2470,1,Case_F_Start_Start,Step 1: Approximate,1,1,1,12,0,11,100.0%,8.3%,✅ Equal,13,2,11,76_Recombination events.csv|2470,2470,76_Recombination events.csv,708,10000,"['18', '27', '38', '44', '48']",1000,0.000025,0.005,0.1,5000,50,714,9768,714-9768,"['44', '18', '38', '27', '48']","['31', '4', '49', '8', '10']","['19', '24']",6,232,238,97.43865690916917,708,177,25,Exact Recombinant Match,,42.48773138183384,,,,,,,50,,,,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,1,708-10000,97.4%,60.0%,0,97.43865690916917,,,,,,,,,,60,76.2,0,1,8,0,1,❌ None
37,38,1,100,75,2433,1,⭐ Excellent Match (1/1),Step 2: Best Match,2,2,2,5,0,3,100.0%,40.0%,✅ Equal,7,4,3,75_Recombination events.csv|2433,2433,75_Recombination events.csv,873,5043,"['23', '32']",1000,0.000025,0.005,0.1,5000,50,886,5047,886-5047,"['23', '32']","['3', '17', '2']","['28', '31', '46', '47', '7', '16', '11', '42', '22', '33', '39']",13,4,17,99.7,,,,,✅ Complete (2/2),56.94,100,2/2,100,2,2,2/2,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,873-5043,99.7%,100.0%,0,99.7,,,,,,,,,,100,98.3,0,1,2,0,1,❌ None
38,39,1,100,33,2466,1,Standard_Match,Step 1: Approximate,3,3,3,10,0,7,100.0%,30.0%,✅ Equal,13,6,7,33_Recombination events.csv|2466,2466,33_Recombination events.csv,3765,9333,['25'],1000,0.000025,0.005,0.1,5000,50,3778,9332,3778-9332,['25'],['4'],"['40', '35', '26', '8', '30']",13,1,14,99.74856321839081,4432,1108,25,Exact Recombinant Match,,56.94971264367817,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,3765-9333,99.7%,100.0%,0,99.74856321839081,,,,,,,,,,100,98.6,0,1,7,0,1,❌ None
39,40,1,100,99,2538,1,⭐ Excellent Match (1/1),Step 2: Best Match,1,1,1,3,0,2,100.0%,33.3%,✅ Equal,4,2,2,99_Recombination events.csv|2538,2538,99_Recombination events.csv,1785,10000,['45'],1000,0.000025,0.005,0.1,5000,50,1778,9990,1778-9990,['45'],['18'],"['40', '32', '4', '43', '15']",7,10,17,99.9,,,,,🎯 Perfect (1/1),58.980000000000004,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,1785-10000,99.9%,100.0%,0,99.9,,,,,,,,,,100,98.3,0,1,2,0,1,❌ None
40,41,1,100,14,2556,1,Standard_Match,Step 1: Approximate,2,2,2,6,0,4,100.0%,33.3%,✅ Equal,8,4,4,14_Recombination events.csv|2556,2556,14_Recombination events.csv,6012,9321,['47'],1000,0.000025,0.005,0.1,5000,50,6014,9321,6014-9321,['47'],"['8', '14', '29']","['3', '45', '28']",2,0,2,99.93955877908733,3309,827.2,25,Exact Recombinant Match,,58.987911755817464,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,6012-9321,99.9%,100.0%,0,99.93955877908733,,,,,,,,,,100,99.8,0,1,7,0,1,❌ None
41,42,1,100,13,2513,1,⭐ Excellent Match (1/1),Step 2: Best Match,2,2,2,5,0,3,100.0%,40.0%,✅ Equal,7,4,3,13_Recombination events.csv|2513,2513,13_Recombination events.csv,4029,10000,"['18', '41']",1000,0.000025,0.005,0.1,5000,50,4042,9976,4042-9976,"['18', '41']","['35', '23', '34', '2', '11', '5', '42', '10', '15', '19']","['12', '26']",13,24,37,99.4,,,,,✅ Complete (2/2),56.88,100,2/2,100,2,2,2/2,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,4029-10000,99.4%,100.0%,0,99.4,,,,,,,,,,100,96.3,0,1,2,0,1,❌ None
42,43,1,100,19,2534,1,Standard_Match,Step 1: Approximate,2,2,2,4,0,2,100.0%,50.0%,✅ Equal,6,4,2,19_Recombination events.csv|2534,2534,19_Recombination events.csv,1809,10000,['8'],1000,0.000025,0.005,0.1,5000,50,1820,9856,1820-9856,['8'],['45'],"['13', '3', '6', '19']",11,144,155,98.10767916005372,1809,452.2,25,Exact Recombinant Match,,54.62153583201075,,,,,,,50,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,1809-10000,98.1%,100.0%,0,98.10767916005372,,,,,,,,,,100,84.5,0,1,7,0,1,❌ None
43,44,1,100,23,2396,2,Standard_Match,Step 1: Approximate,2,2,2,4,0,2,100.0%,50.0%,✅ Equal,6,4,2,23_Recombination events.csv|2396,2396,23_Recombination events.csv,3999,4389,"['27', '38']",1000,0.000025,0.005,0.1,5000,50,4032,4378,4032-4378,"['27', '38']",['49'],['21'],33,11,44,88.71794871794872,390,97.5,25,Exact Recombinant Match,,54.743589743589745,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,3999-4389,88.7%,100.0%,0,88.71794871794872,,,,,,,,,,100,95.6,0,1,7,0,2,❌ None
44,45,1,100,18,2477,1,Standard_Match,Step 1: Approximate,2,2,2,5,0,3,100.0%,40.0%,✅ Equal,7,4,3,18_Recombination events.csv|2477,2477,18_Recombination events.csv,4290,5892,['30'],1000,0.000025,0.005,0.1,5000,50,4291,5940,4291-5940,['30'],['31'],['20'],1,48,49,99.93757802746566,1602,400.5,25,Exact Recombinant Match,,56.98751560549313,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,4290-5892,99.9%,100.0%,0,99.93757802746566,,,,,,,,,,100,95.1,0,1,7,0,1,❌ None
45,46,1,100,24,2426,1,✅ Complete Match (1/1),Step 2: Best Match,1,1,1,6,0,5,100.0%,16.7%,✅ Equal,7,2,5,24_Recombination events.csv|2426,2426,24_Recombination events.csv,3609,8565,"['10', '11', '23', '25', '29', '36', '37', '45']",1000,0.000025,0.005,0.1,5000,50,3552,8600,3552-8600,"['37', '29', '25', '23', '36', '11', '10', '45']",['33'],"['21', '24', '31', '4', '6', '27', '32', '35', '7', '38', '9', '17', '26', '8', '30', '15', '42', '39']",57,35,92,100,,,,,✅ Complete (8/8),57,100,8/8,100,8,8,8/8,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,3609-8565,100.0%,100.0%,0,100,,,,,,,,,,75,90.8,0,1,3,0,1,❌ None
46,47,1,100,27,2552,1,⭐ Excellent Match (1/1),Step 2: Best Match,1,1,1,9,0,8,100.0%,11.1%,✅ Equal,10,2,8,27_Recombination events.csv|2552,2552,27_Recombination events.csv,5889,10000,['36'],1000,0.000025,0.005,0.1,5000,50,5894,9976,5894-9976,['36'],"['25', '21', '3', '43', '48', '12', '15']","['28', '6', '16', '22', '41']",5,24,29,99.3,,,,,🎯 Perfect (1/1),56.86,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,5889-10000,99.3%,100.0%,0,99.3,,,,,,,,,,100,97.1,0,1,2,0,1,❌ None
47,48,1,100,11,2508,1,⭐ Excellent Match (1/1),Step 2: Best Match,3,3,4,10,1,7,75.0%,30.0%,✅ Equal,14,6,8,11_Recombination events.csv|2508,2508,11_Recombination events.csv,7449,10000,['34'],1000,0.000025,0.005,0.1,5000,50,7462,9990,7462-9990,['34'],['43'],"['41', '45', '9', '23']",13,10,23,99.1,,,,,🎯 Perfect (1/1),56.82,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,7449-10000,99.1%,100.0%,0,99.1,,,,,,,,,,100,97.7,0,1,2,0,1,❌ None
48,49,1,100,3,2267,1,✅ Complete Match (1/1),Step 2: Best Match,1,1,1,7,0,6,100.0%,14.3%,✅ Equal,8,2,6,3_Recombination events.csv|2267,2267,3_Recombination events.csv,5766,8088,"['13', '16', '19', '2', '20', '24', '27', '28', '29', '3', '32', '33', '37', '38', '4', '41', '44', '45', '47', '48', '5', '50', '6']",1000,0.000025,0.005,0.1,5000,50,5827,8072,5827-8072,"['44', '29', '24', '28', '3', '27', '2', '16', '48', '50', '33', '13', '19', '20', '32', '6', '38', '47', '37', '4', '5', '45', '41']","['35', '18', '49', '34', '9']","['40', '21', '31', '23', '11', '17', '42', '22', '10', '15']",61,16,77,96.7,,,,,✅ Complete (23/23),56.34,100,23/23,100,23,23,23/23,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,5766-8088,96.7%,100.0%,0,96.7,,,,,,,,,,82.6086956521739,92.3,0,1,3,0,1,❌ None
49,50,1,100,25,2504,1,⭐ Excellent Match (1/1),Step 2: Best Match,1,1,2,7,1,6,50.0%,14.3%,✅ Equal,9,2,7,25_Recombination events.csv|2504,2504,25_Recombination events.csv,4524,7950,['8'],1000,0.000025,0.005,0.1,5000,50,4528,7930,4528-7930,['8'],"['1', '11', '37', '20']","['22', '49', '7']",4,20,24,99.3,,,,,🎯 Perfect (1/1),56.86,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,4524-7950,99.3%,100.0%,0,99.3,,,,,,,,,,100,97.6,0,1,2,0,1,❌ None
50,51,1,100,2,2522,1,Standard_Match,Step 1: Approximate,1,1,1,12,0,11,100.0%,8.3%,✅ Equal,13,2,11,2_Recombination events.csv|2522,2522,2_Recombination events.csv,5175,7323,['9'],1000,0.000025,0.005,0.1,5000,50,5174,7308,5174-7308,['9'],"['38', '43', '42']","['11', '45']",1,15,16,99.30167597765363,2148,537,25,Exact Recombinant Match,,56.86033519553072,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,5175-7323,99.3%,100.0%,0,99.30167597765363,,,,,,,,,,100,98.4,0,1,7,0,1,❌ None
51,52,1,100,31,2584,1,✅ Complete Match (1/1),Step 2: Best Match,2,2,3,6,1,4,66.7%,33.3%,✅ Equal,9,4,5,31_Recombination events.csv|2584,2584,31_Recombination events.csv,2538,10000,['23'],1000,0.000025,0.005,0.1,5000,50,2498,9946,2498-9946,['23'],"['40', '37', '31', '47', '9', '14']","['42', '6', '19', '27']",40,54,94,99.3,,,,,🎯 Perfect (1/1),56.86,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,2538-10000,99.3%,100.0%,0,99.3,,,,,,,,,,100,90.6,0,1,3,0,1,❌ None
52,53,2,99.9497487437186,66,2347,2,🎯 Perfect Match (1/1),Step 2: Best Match,2,2,2,6,0,4,100.0%,33.3%,✅ Equal,8,4,4,66_Recombination events.csv|2347,2347,66_Recombination events.csv,4470,9936,['45'],1000,0.000025,0.005,0.1,5000,50,4472,9940,4472-9940,['45'],"['37', '32', '24', '28', '3', '38', '46', '23', '7', '2', '5', '26', '8', '15', '19']","['10', '31']",2,4,6,100,,,,,🎯 Perfect (1/1),59,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,4470-9936,100.0%,100.0%,0,100,,,,,,,,,,100,99.4,0,1,1,0,2,❌ None
53,54,1,99.84984984984985,28,2469,3,✅ Complete Match (1/1),Step 2: Best Match,3,3,3,7,0,4,100.0%,42.9%,✅ Equal,10,6,4,28_Recombination events.csv|2469,2469,28_Recombination events.csv,6267,6387,['34'],1000,0.000025,0.005,0.1,5000,50,6268,6384,6268-6384,['34'],['37'],"['44', '28']",1,3,4,96.7,,,,,🎯 Perfect (1/1),58.34,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,6267-6387,96.7%,100.0%,0,96.7,,,,,,,,,,100,99.6,0,1,3,0,3,❌ None
54,55,2,99.84817813765181,89,2478,2,Standard_Match,Step 1: Approximate,7,7,8,12,1,5,87.5%,58.3%,✅ Equal,20,14,6,89_Recombination events.csv|2478,2478,89_Recombination events.csv,4230,10000,['24'],1000,0.000025,0.005,0.1,5000,50,4234,9989,4234-9989,['24'],"['7', '29', '39']","['35', '12', '38']",4,11,15,99.74003466204506,4230,1057.5,25,Exact Recombinant Match,,56.948006932409015,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,4230-10000,99.7%,100.0%,0,99.74003466204506,,,,,,,,,,100,98.5,0,1,7,0,2,❌ None
55,56,2,99.84536082474227,80,2324,3,Standard_Match,Step 1: Approximate,3,3,3,8,0,5,100.0%,37.5%,✅ Equal,11,6,5,80_Recombination events.csv|2324,2324,80_Recombination events.csv,8040,8193,"['11', '24']",1000,0.000025,0.005,0.1,5000,50,8032,8218,8032-8218,"['11', '24']","['44', '29', '15', '28', '3', '27', '2', '16', '48', '50', '33', '10', '19', '40', '21', '25', '31', '6', '14', '37', '9', '45']",['47'],8,25,33,100,153,38.2,25,Exact Recombinant Match,,57,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,8040-8193,100.0%,100.0%,0,100,,,,,,,,,,100,96.7,0,1,7,0,3,❌ None
56,57,1,99.4410569105691,86,2462,1,Standard_Match,Step 1: Approximate,4,4,4,10,0,6,100.0%,40.0%,✅ Equal,14,8,6,86_Recombination events.csv|2462,2462,86_Recombination events.csv,6129,7578,['50'],1000,0.000025,0.005,0.1,5000,50,6137,7559,6137-7559,['50'],['13'],"['8', '27', '29']",8,19,27,98.13664596273291,1449,362.2,25,Exact Recombinant Match,,56.62732919254658,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,6129-7578,98.1%,100.0%,0,98.13664596273291,,,,,,,,,,100,97.3,0,1,7,0,1,❌ None
57,58,1,99.3920972644377,93,2577,1,⭐ Excellent Match (1/1),Step 2: Best Match,2,2,4,10,2,8,50.0%,20.0%,✅ Equal,14,4,10,93_Recombination events.csv|2577,2577,93_Recombination events.csv,6036,10000,"['10', '48']",1000,0.000025,0.005,0.1,5000,50,6054,9993,6054-9993,"['10', '48']",['8'],"['11', '13', '23']",18,7,25,99.4,,,,,✅ Complete (2/2),56.88,100,2/2,100,2,2,2/2,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,6036-10000,99.4%,100.0%,0,99.4,,,,,,,,,,100,97.5,0,1,2,0,1,❌ None
58,59,2,99.3467336683417,5,1963,3,⭐ Excellent Match (1/1),Step 2: Best Match,4,3,4,10,0,7,100.0%,30.0%,❌ Diff: RDP=4 vs Santa=3,14,7,7,5_Recombination events.csv|1963,1963,5_Recombination events.csv,7500,10000,['5'],1000,0.000025,0.005,0.1,5000,50,7508,9990,7508-9990,['5'],"['1', '44', '24', '30', '15', '39', '28', '3', '2', '36', '16', '48', '17', '26', '42', '33', '10', '40', '21', '31', '32', '18', '6', '38', '23', '34', '47', '49', '12', '14', '37', '46', '4', '9', '45', '41']","['22', '29', '25', '35', '27', '43', '7', '8', '13', '19', '20']",8,10,18,99.3,,,,,🎯 Perfect (1/1),58.86,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,7500-10000,99.3%,100.0%,0,99.3,,,,,,,,,,100,98.2,0,1,2,0,3,❌ None
59,60,1,99.3427704752275,100,2476,2,✅ Complete Match (1/1),Step 2: Best Match,2,2,3,4,1,2,66.7%,50.0%,✅ Equal,7,4,3,100_Recombination events.csv|2476,2476,100_Recombination events.csv,8022,10000,"['18', '24']",1000,0.000025,0.005,0.1,5000,50,8020,9978,8020-9978,"['18', '24']","['40', '23']","['9', '26']",2,22,24,98.9,,,,,✅ Complete (2/2),56.78,100,2/2,100,2,2,2/2,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,8022-10000,98.9%,100.0%,0,98.9,,,,,,,,,,100,97.6,0,1,3,0,2,❌ None
60,61,2,99.2914979757085,6,2422,1,✅ Complete Match (1/1),Step 2: Best Match,2,2,2,8,0,6,100.0%,25.0%,✅ Equal,10,4,6,6_Recombination events.csv|2422,2422,6_Recombination events.csv,8268,10000,['48'],1000,0.000025,0.005,0.1,5000,50,8260,9982,8260-9982,['48'],['43'],"['27', '19', '38', '32']",8,18,26,99,,,,,🎯 Perfect (1/1),56.8,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,8268-10000,99.0%,100.0%,0,99,,,,,,,,,,100,97.4,0,1,3,0,1,❌ None
61,62,2,99.28789420142422,75,2410,2,✅ Complete Match (1/1),Step 2: Best Match,2,2,2,5,0,3,100.0%,40.0%,✅ Equal,7,4,3,75_Recombination events.csv|2410,2410,75_Recombination events.csv,3297,6063,['6'],1000,0.000025,0.005,0.1,5000,50,3295,6034,3295-6034,['6'],"['4', '40']","['8', '27', '34']",2,29,31,99,,,,,🎯 Perfect (1/1),56.8,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,3297-6063,99.0%,100.0%,0,99,,,,,,,,,,100,96.9,0,1,3,0,2,❌ None
62,63,2,98.99497487437186,78,2374,5,Standard_Match,Step 1: Approximate,4,4,6,15,2,11,66.7%,26.7%,✅ Equal,21,8,13,78_Recombination events.csv|2374,2374,78_Recombination events.csv,267,10000,"['23', '34']",1000,0.000025,0.005,0.1,5000,50,272,9980,272-9980,"['23', '34']","['1', '12', '29', '7']","['32', '46', '18', '6', '48', '42', '22', '13']",5,20,25,99.74314188842084,267,66.8,25,Exact Recombinant Match,,56.94862837768417,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,267-10000,99.7%,100.0%,0,99.74314188842084,,,,,,,,,,100,97.5,0,1,7,0,5,❌ None
63,64,1,98.99091826437942,22,2541,1,⭐ Excellent Match (1/1),Step 2: Best Match,2,2,2,6,0,4,100.0%,33.3%,✅ Equal,8,4,4,22_Recombination events.csv|2541,2541,22_Recombination events.csv,5745,10000,['7'],1000,0.000025,0.005,0.1,5000,50,5739,9977,5739-9977,['7'],['45'],"['1', '28']",6,23,29,99.5,,,,,🎯 Perfect (1/1),56.900000000000006,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,5745-10000,99.5%,100.0%,0,99.5,,,,,,,,,,100,97.1,0,1,2,0,1,❌ None
64,65,1,98.63083164300204,74,2239,2,✅ Complete Match (1/1),Step 2: Best Match,2,2,2,10,0,8,100.0%,20.0%,✅ Equal,12,4,8,74_Recombination events.csv|2239,2239,74_Recombination events.csv,5676,9555,"['11', '14', '15', '18', '19', '21', '32', '33', '38', '39', '42', '43', '46', '5', '50', '7']",1000,0.000025,0.005,0.1,5000,50,5714,9552,5714-9552,"['15', '21', '32', '46', '18', '38', '43', '7', '11', '5', '50', '42', '33', '14', '19', '39']","['10', '3', '2']","['44', '29', '35', '30', '28', '36', '48', '17', '26', '8', '13', '20', '40', '25', '31', '6', '23', '34', '47', '22', '12', '37', '4', '9', '45']",38,3,41,98.9,,,,,✅ Complete (16/16),56.78,100,16/16,100,16,16,16/16,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,5676-9555,98.9%,100.0%,0,98.9,,,,,,,,,,75,95.9,0,1,3,0,2,❌ None
65,66,1,98.62104187946885,39,2493,2,Standard_Match,Step 1: Approximate,2,2,3,6,1,4,66.7%,33.3%,✅ Equal,9,4,5,39_Recombination events.csv|2493,2493,39_Recombination events.csv,3966,5304,['25'],1000,0.000025,0.005,0.1,5000,50,3926,5312,3926-5312,['25'],"['18', '50', '29', '2']","['12', '27']",40,8,48,100,1338,334.5,25,Exact Recombinant Match,,57,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,3966-5304,100.0%,100.0%,0,100,,,,,,,,,,100,95.2,0,1,7,0,2,❌ None
66,67,2,98.58870967741936,82,2536,1,✅ Complete Match (1/1),Step 2: Best Match,2,2,2,9,0,7,100.0%,22.2%,✅ Equal,11,4,7,82_Recombination events.csv|2536,2536,82_Recombination events.csv,777,7365,['5'],1000,0.000025,0.005,0.1,5000,50,792,7344,792-7344,['5'],"['4', '44']","['37', '14']",15,21,36,99.5,,,,,🎯 Perfect (1/1),56.900000000000006,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,777-7365,99.5%,100.0%,0,99.5,,,,,,,,,,100,96.4,0,1,3,0,1,❌ None
67,68,1,98.5522233712513,30,2479,2,✅ Complete Match (1/1),Step 2: Best Match,2,2,2,4,0,2,100.0%,50.0%,✅ Equal,6,4,2,30_Recombination events.csv|2479,2479,30_Recombination events.csv,2442,10000,['11'],1000,0.000025,0.005,0.1,5000,50,2465,9962,2465-9962,['11'],['35'],"['40', '28']",23,38,61,99.2,,,,,🎯 Perfect (1/1),56.84,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,2442-10000,99.2%,100.0%,0,99.2,,,,,,,,,,100,93.9,0,1,3,0,2,❌ None
68,69,2,98.44689378757515,14,2553,2,Standard_Match,Step 1: Approximate,2,2,2,6,0,4,100.0%,33.3%,✅ Equal,8,4,4,14_Recombination events.csv|2553,2553,14_Recombination events.csv,3561,8592,['39'],1000,0.000025,0.005,0.1,5000,50,3572,8570,3572-8570,['39'],['45'],"['4', '24']",11,22,33,99.34406678592725,4969,1242.2,25,Exact Recombinant Match,,56.86881335718545,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,3561-8592,99.3%,100.0%,0,99.34406678592725,,,,,,,,,,100,96.7,0,1,7,0,2,❌ None
69,70,2,98.42958459979735,62,2437,2,Standard_Match,Step 1: Approximate,2,2,2,5,0,3,100.0%,40.0%,✅ Equal,7,4,3,62_Recombination events.csv|2437,2437,62_Recombination events.csv,1134,4140,['3'],1000,0.000025,0.005,0.1,5000,50,1120,4170,1120-4170,['3'],"['49', '38', '11', '48', '50']",['46'],14,30,44,100,3006,751.5,25,Exact Recombinant Match,,57,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,1134-4140,100.0%,100.0%,0,100,,,,,,,,,,100,95.6,0,1,7,0,2,❌ None
70,71,2,98.3971044467425,70,2463,2,Standard_Match,Step 1: Approximate,2,2,2,3,0,1,100.0%,66.7%,✅ Equal,5,4,1,70_Recombination events.csv|2463,2463,70_Recombination events.csv,6213,9252,['14'],1000,0.000025,0.005,0.1,5000,50,6193,9296,6193-9296,['14'],"['1', '37', '34', '50', '45', '30']","['32', '24', '6', '49', '47', '5']",20,44,64,100,3039,759.8,25,Exact Recombinant Match,,57,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,6213-9252,100.0%,100.0%,0,100,,,,,,,,,,100,93.6,0,1,7,0,2,❌ None
71,72,1,98.2982982982983,15,2408,2,✅ Complete Match (1/1),Step 2: Best Match,2,2,2,7,0,5,100.0%,28.6%,✅ Equal,9,4,5,15_Recombination events.csv|2408,2408,15_Recombination events.csv,330,10000,"['1', '19', '38', '45']",1000,0.000025,0.005,0.1,5000,50,324,9971,324-9971,"['1', '45', '38', '19']","['26', '32']","['22', '3', '23', '11', '9', '8', '30', '20', '39']",6,29,35,99.7,,,,,✅ Complete (4/4),56.94,100,4/4,100,4,4,4/4,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,330-10000,99.7%,100.0%,0,99.7,,,,,,,,,,50,96.5,0,1,3,0,2,❌ None
72,73,2,98.28402366863905,19,2531,2,Standard_Match,Step 1: Approximate,2,2,2,4,0,2,100.0%,50.0%,✅ Equal,6,4,2,19_Recombination events.csv|2531,2531,19_Recombination events.csv,1482,10000,"['12', '27', '7']",1000,0.000025,0.005,0.1,5000,50,1442,9856,1442-9856,"['12', '27', '7']",['34'],"['45', '38']",40,144,184,98.30946231509743,1482,370.5,25,Exact Recombinant Match,,54.661892463019484,,,,,,,50,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,1482-10000,98.3%,100.0%,0,98.30946231509743,,,,,,,,,,100,81.6,0,1,7,0,2,❌ None
73,74,3,98.0263157894737,89,2407,5,Standard_Match,Step 1: Approximate,7,7,8,12,1,5,87.5%,58.3%,✅ Equal,20,14,6,89_Recombination events.csv|2407,2407,89_Recombination events.csv,7770,10000,['4'],1000,0.000025,0.005,0.1,5000,50,7814,9993,7814-9993,['4'],"['7', '29', '39']","['1', '43', '11', '30', '28', '3', '27', '2', '17', '10', '20', '25', '31', '32', '18', '6', '47', '37', '46', '5', '9', '45', '41']",44,7,51,97.71300448430493,2230,557.5,25,Exact Recombinant Match,,56.54260089686099,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,7770-10000,97.7%,100.0%,0,97.71300448430493,,,,,,,,,,100,94.9,0,1,7,0,5,❌ None
74,75,1,97.99196787148594,65,2457,3,Standard_Match,Step 1: Approximate,4,4,4,14,0,10,100.0%,28.6%,✅ Equal,18,8,10,65_Recombination events.csv|2457,2457,65_Recombination events.csv,102,5019,['26'],1000,0.000025,0.005,0.1,5000,50,136,5029,136-5029,['26'],['18'],"['8', '41', '46']",34,10,44,99.30852145617246,4917,1229.2,25,Exact Recombinant Match,,56.86170429123449,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,102-5019,99.3%,100.0%,0,99.30852145617246,,,,,,,,,,100,95.6,0,1,7,0,3,❌ None
