,Unnamed: 0,Global_Rank,Tag_Rank,Tag_Specific_Quality_Score,Tag,Santa_ID,RDP_Event_ID,Match_Type,Source_Tab,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining,SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Tolerance,Max_End_Distance,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,Quality_Check,Coverage_Percentage,Valid,Minor/Major,Start_Anchor,End_Anchor,Full_Coverage,Pre_Start_RDPs,Reaches_Start,Reaches_End,RDP_Num,Santa_Breakpoints,Display_Coverage,Display_Seq_Ratio,Structural_Score,Coverage_Score,tag,Parent_Child_Type,Matched_Value,Breakpoint_Matches,Num_Breakpoint_Matches,Avg_Distance,Total_Distance,Start_Dist,End_Dist,Recombinant_Match_Score,Start_End_Diff_Score,Chain_Bonus,Step_Priority,Match_Type_Priority,Reaches_Priority,RDP_Set,Reaches_Status
72,72,73,6,94.14354173632006,10,8689,11,✅ Complete Match (1/1),Step 2: Best Match,12,12,14,54,2,42,85.7%,22.2%,✅ Equal,68,24,44,10_Recombination events.csv|8689,8689,10_Recombination events.csv,771,10000,"['1', '10', '11', '12', '13', '14', '16', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '35', '36', '37', '38', '39', '4', '40', '43', '44', '45', '46', '47', '5', '50', '6', '7', '9']",1000,0.0002,0.02,0.1,5000,50,776,9996,776-9996,"['21', '11', '35', '6', '18', '10', '23', '13', '44', '14', '43', '4', '22', '37', '3', '5', '28', '26', '16', '29', '1', '50', '19', '30', '9', '27', '20', '39', '36', '24', '38', '12', '45', '25', '46', '32']","['49', '34']","['8', '17']",5,4,9,99.9,,,,,✅ Complete (36/36),58.98,87.8,36/36,100,41,36,36/36,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,11,771-10000,99.9%,100.0%,0,99.9,,,,,,,,,,88.88888888888889,99.1,0,1,3,0,11,❌ None
121,121,122,7,62.554329655633566,10,270,14,✅ Complete Match (1/1),Step 2: Best Match,12,12,14,54,2,42,85.7%,22.2%,✅ Equal,68,24,44,10_Recombination events.csv|270,270,10_Recombination events.csv,759,10000,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0002,0.02,0.1,5000,50,825,9981,825-9981,"['8', '17', '48']","['49', '34']","['7', '41', '15', '42', '33']",66,19,85,99.1,,,,,✅ Complete (3/3),56.82,6,3/3,100,50,3,3/3,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,14,759-10000,99.1%,100.0%,0,99.1,,,,,,,,,,33.33333333333333,91.5,0,1,3,0,14,❌ None
151,151,152,8,50,10,9907,3,🎯 Perfect Match (1/1),Step 2: Best Match,12,12,14,54,2,42,85.7%,22.2%,✅ Equal,68,24,44,10_Recombination events.csv|9907,9907,10_Recombination events.csv,3186,4797,"['18', '19']",1000,0.0002,0.02,0.1,5000,50,3188,4798,3188-4798,"['19', '18']",['34'],['50'],2,1,3,99.9,,,,,✅ Complete (2/2),58.98,100,2/2,100,2,2,2/2,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,3186-4797,99.9%,100.0%,0,99.9,,,,,,,,,,0,99.7,0,1,1,0,3,❌ None
158,158,159,9,49.79939819458375,10,9494,6,⭐ Excellent Match (1/1),Step 2: Best Match,12,12,14,54,2,42,85.7%,22.2%,✅ Equal,68,24,44,10_Recombination events.csv|9494,9494,10_Recombination events.csv,2955,10000,"['43', '7']",1000,0.0002,0.02,0.1,5000,50,2950,9998,2950-9998,['43'],"['19', '30', '22', '38', '6', '24', '18', '10', '36', '39', '13', '25', '28', '29', '46', '50', '32', '4']",['49'],5,2,7,100,,,,,🎯 Perfect (1/1),59,50,1/1,100,2,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,6,2955-10000,100.0%,100.0%,0,100,,,,,,,,,,0,99.3,0,1,2,0,6,❌ None
188,188,189,10,3.360080240722161,10,6845,7,✅ Complete Match (1/1),Step 2: Best Match,12,12,14,54,2,42,85.7%,22.2%,✅ Equal,68,24,44,10_Recombination events.csv|6845,6845,10_Recombination events.csv,2199,7467,"['1', '10', '11', '12', '13', '14', '15', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '26', '27', '28', '29', '3', '30', '31', '32', '33', '34', '35', '36', '37', '38', '39', '4', '40', '41', '42', '43', '44', '45', '46', '47', '48', '49', '5', '50', '6', '7', '8', '9']",1000,0.0002,0.02,0.1,5000,50,2672,7007,2672-7007,"['26', '20']","['19', '30', '22', '38', '6', '24', '18', '39', '36', '13', '25', '28', '29', '46', '50', '32', '4']","['7', '41', '15', '42', '33']",473,460,933,82.3,,,,,✅ Complete (2/2),51.46,4,2/2,100,50,2,2/2,50,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,7,2199-7467,82.3%,100.0%,0,82.3,,,,,,,,,,0,6.699999999999989,0,1,3,0,7,❌ None
189,189,190,12,0,10,9780,9,🎯 Start-End Parent-Child (Major_Exact_Match),Step 7: Start-End Parent-Child,12,12,14,54,2,42,85.7%,22.2%,✅ Equal,68,24,44,10_Recombination events.csv|9780,9780,10_Recombination events.csv,2661,10000,['26'],1000,0.0002,0.02,0.1,5000,50,2004,2645,2004-2645,['20'],"['7', '41', '15', '42', '33']",['26'],,,,,2661,665.2,25,,,5,,,,1,,,50,,,,,,,80,,,,,0,,,,1,,,,,,,,,,✅ Start-End Parent-Child,✅ Major_Exact_Match,9,9,,,,,9,2661-10000,,,0,0,10_Recombination events.csv,Major_Exact_Match,['26'],"Start_Start, Start_End",2,336.5,673,,,0,0,0,4,1,0,9,❌ None
190,190,191,11,0,10,9735,12,🎯 Start-End Parent-Child (Major_Exact_Match),Step 7: Start-End Parent-Child,12,12,14,54,2,42,85.7%,22.2%,✅ Equal,68,24,44,10_Recombination events.csv|9735,9735,10_Recombination events.csv,2004,7569,"['20', '26']",1000,0.0002,0.02,0.1,5000,50,6748,7006,6748-7006,"['7', '41', '15', '42', '33']","['21', '11', '35', '6', '18', '23', '10', '13', '44', '14', '4', '22', '37', '3', '5', '28', '29', '16', '1', '40', '19', '2', '30', '9', '27', '39', '36', '24', '38', '12', '45', '25', '46', '31', '32', '47']","['26', '20']",,,,,4435,1108.8,25,,,5,,,,2,,,50,,,,,,,80,,,,,0,,,,1,,,,,,,,,,✅ Start-End Parent-Child,✅ Major_Exact_Match,12,12,,,,,12,2004-7569,,,0,0,10_Recombination events.csv,Major_Exact_Match,"['26', '20']","End_Start, End_End",2,692,1384,,,0,0,0,4,1,0,12,❌ None
23,23,24,1,99.94979919678715,11,10049,1,Standard_Match,Step 1: Approximate,5,5,5,56,0,51,100.0%,8.9%,✅ Equal,61,10,51,11_Recombination events.csv|10049,10049,11_Recombination events.csv,7440,10000,['7'],1000,0.0002,0.02,0.1,5000,50,7439,9996,7439-9996,['7'],"['45', '16']","['2', '30', '11', '27', '10', '20', '23', '41', '44', '25', '26', '31', '32', '40']",1,4,5,99.84375,2560,640,25,Exact Recombinant Match,,58.96875,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,7440-10000,99.8%,100.0%,0,99.84375,,,,,,,,,,100,99.5,0,1,7,0,1,❌ None
31,31,32,2,99.84939759036143,11,10045,4,✅ Complete Match (1/1),Step 2: Best Match,5,5,5,56,0,51,100.0%,8.9%,✅ Equal,61,10,51,11_Recombination events.csv|10045,10045,11_Recombination events.csv,9543,10000,['3'],1000,0.0002,0.02,0.1,5000,50,9544,9994,9544-9994,['3'],"['6', '18']","['21', '33', '24', '12']",1,6,7,98.5,,,,,🎯 Perfect (1/1),58.7,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,9543-10000,98.5%,100.0%,0,98.5,,,,,,,,,,100,99.3,0,1,3,0,4,❌ None
49,49,50,3,99.49799196787149,11,9883,5,Standard_Match,Step 1: Approximate,5,5,5,56,0,51,100.0%,8.9%,✅ Equal,61,10,51,11_Recombination events.csv|9883,9883,11_Recombination events.csv,3756,5421,"['17', '28']",1000,0.0002,0.02,0.1,5000,50,3762,5429,3762-5429,"['17', '28']","['6', '18', '49', '38']","['19', '43', '48']",6,8,14,99.63963963963964,1665,416.2,25,Exact Recombinant Match,,58.927927927927925,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,3756-5421,99.6%,100.0%,0,99.63963963963964,,,,,,,,,,100,98.6,0,1,7,0,5,❌ None
56,56,57,4,99.3975903614458,11,10057,3,⭐ Excellent Match (1/1),Step 2: Best Match,5,5,5,56,0,51,100.0%,8.9%,✅ Equal,61,10,51,11_Recombination events.csv|10057,10057,11_Recombination events.csv,372,2946,['3'],1000,0.0002,0.02,0.1,5000,50,380,2954,380-2954,['3'],"['6', '18']","['21', '46', '12', '33', '24']",8,8,16,99.7,,,,,🎯 Perfect (1/1),58.94,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,372-2946,99.7%,100.0%,0,99.7,,,,,,,,,,100,98.4,0,1,2,0,3,❌ None
146,146,147,5,50,11,9884,2,🎯 Perfect Match (1/1),Step 2: Best Match,5,5,5,56,0,51,100.0%,8.9%,✅ Equal,61,10,51,11_Recombination events.csv|9884,9884,11_Recombination events.csv,4521,10000,"['35', '9']",1000,0.0002,0.02,0.1,5000,50,4521,9996,4521-9996,"['9', '35']","['34', '39', '36', '29', '50', '4']","['22', '15', '13', '45', '42', '16', '14']",0,4,4,99.9,,,,,✅ Complete (2/2),58.98,100,2/2,100,2,2,2/2,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,4521-10000,99.9%,100.0%,0,99.9,,,,,,,,,,0,99.6,0,1,1,0,2,❌ None
5,5,6,1,100,12,9894,6,Standard_Match,Step 1: Approximate,9,7,14,61,5,54,64.3%,11.5%,❌ Diff: RDP=9 vs Santa=7,75,16,59,12_Recombination events.csv|9894,9894,12_Recombination events.csv,165,9534,['46'],1000,0.0002,0.02,0.1,5000,50,165,9534,165-9534,['46'],"['41', '3', '20', '31']",['34'],0,0,0,100,631,157.8,25,Exact Recombinant Match,,60,,,,,,,100,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,6,165-9534,100.0%,100.0%,0,100,,,,,,,,,,100,100,0,1,7,0,6,❌ None
16,16,17,2,99.95,12,9888,2,Standard_Match,Step 1: Approximate,9,7,14,61,5,54,64.3%,11.5%,❌ Diff: RDP=9 vs Santa=7,75,16,59,12_Recombination events.csv|9888,9888,12_Recombination events.csv,234,7677,['22'],1000,0.0002,0.02,0.1,5000,50,234,7678,234-7678,['22'],"['26', '30', '47']",['27'],0,1,1,100,2557,639.2,25,Exact Recombinant Match,,59,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,234-7677,100.0%,100.0%,0,100,,,,,,,,,,100,99.9,0,1,7,0,2,❌ None
39,39,40,3,99.7,12,9800,3,🎯 Perfect Match (1/1),Step 2: Best Match,9,7,14,61,5,54,64.3%,11.5%,❌ Diff: RDP=9 vs Santa=7,75,16,59,12_Recombination events.csv|9800,9800,12_Recombination events.csv,4953,10000,['44'],1000,0.0002,0.02,0.1,5000,50,4954,9995,4954-9995,['44'],"['41', '3', '20', '31']",['11'],1,5,6,99.9,,,,,🎯 Perfect (1/1),58.98,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,4953-10000,99.9%,100.0%,0,99.9,,,,,,,,,,100,99.4,0,1,1,0,3,❌ None
51,51,52,4,99.4,12,9914,"1, 7",Cross Match (Case_S2_E1E),Step 6: Cross Matches,9,7,14,61,5,54,64.3%,11.5%,❌ Diff: RDP=9 vs Santa=7,75,16,59,12_Recombination events.csv|9914,9914,12_Recombination events.csv,5466,10000,['45'],1000,0.0002,0.02,0.1,5000,50,5466,9988,5466-9988 | 5492-6501,['45'] | ['45'],"['27'] | ['21', '37', '12', '36', '17', '29', '43', '47']","['19', '2', '18', '15', '5', '16', '49'] | ['19', '2', '18', '15', '5', '16', '49']",,,,,,,,,,85.5,,,100,,,,50,,,,,,,100,,,,,100,,,,2,,,,,,,,,100,✅ Yes,✅ Yes,1,7,,0,✅ Yes,✅ Yes,"1, 7",5466-10000,100.0%,100.0%,100,100,,,,,,,,,,100,98.8,5,3,4,100,"7,1",✅ Start+End
65,65,66,5,98.15,12,9909,"12, 13",Cross Match (Case_S1_E2E),Step 6: Cross Matches,9,7,14,61,5,54,64.3%,11.5%,❌ Diff: RDP=9 vs Santa=7,75,16,59,12_Recombination events.csv|9909,9909,12_Recombination events.csv,5841,10000,['38'],1000,0.0002,0.02,0.1,5000,50,5838,9966,5838-5995 | 7750-9966,['38'] | ['38'],['8'] | ['33'],['4'] | ['4'],,,,,,,,,,85.5,,,100,,,,50,,,,,,,100,,,,,100,,,,2,,,,,,,,,100,✅ Yes,✅ Yes,12,13,,0,✅ Yes,✅ Yes,"12, 13",5841-10000,100.0%,100.0%,100,100,,,,,,,,,,100,96.3,5,3,4,100,"13,12",✅ Start+End
128,128,129,6,57.66666666666666,12,8966,4,✅ Complete Match (1/1),Step 2: Best Match,9,7,14,61,5,54,64.3%,11.5%,❌ Diff: RDP=9 vs Santa=7,75,16,59,12_Recombination events.csv|8966,8966,12_Recombination events.csv,5820,10000,"['1', '10', '22', '23', '25', '27', '33', '34', '35', '38', '39', '4', '40', '42', '45', '46', '48', '50', '6', '8', '9']",1000,0.0002,0.02,0.1,5000,50,5996,9996,5996-9996,"['25', '8', '23']",['38'],"['21', '37', '12', '36', '17', '29', '43']",176,4,180,95.7,,,,,✅ Complete (3/3),54.14,14.3,3/3,100,21,3,3/3,50,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,5820-10000,95.7%,100.0%,0,95.7,,,,,,,,,,33.33333333333333,82,0,1,3,0,4,❌ None
159,159,160,7,49.65,12,9760,8,⭐ Excellent Match (1/1),Step 2: Best Match,9,7,14,61,5,54,64.3%,11.5%,❌ Diff: RDP=9 vs Santa=7,75,16,59,12_Recombination events.csv|9760,9760,12_Recombination events.csv,6768,10000,"['23', '25', '38', '8']",1000,0.0002,0.02,0.1,5000,50,6769,9994,6769-9994,"['25', '8', '23']","['21', '7', '14', '43', '37', '41', '3', '28', '29', '26', '30', '20', '36', '24', '12', '17', '31', '32', '47']","['19', '2', '18', '15', '5', '16', '49']",1,6,7,99.8,,,,,✅ Complete (3/3),58.96,75,3/3,100,4,3,3/3,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,8,6768-10000,99.8%,100.0%,0,99.8,,,,,,,,,,0,99.3,0,1,2,0,8,❌ None
3,3,4,1,100,13,9757,3,🎯 Perfect Match (1/1),Step 2: Best Match,9,9,11,46,2,37,81.8%,19.6%,✅ Equal,57,18,39,13_Recombination events.csv|9757,9757,13_Recombination events.csv,2238,8286,['35'],1000,0.0002,0.02,0.1,5000,50,2239,8285,2239-8285,['35'],"['29', '34']","['19', '9', '1', '7']",1,1,2,100,,,,,🎯 Perfect (1/1),59,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,2238-8286,100.0%,100.0%,0,100,,,,,,,,,,100,99.8,0,1,1,0,3,❌ None
4,4,5,2,100,13,9696,8,Standard_Match,Step 1: Approximate,9,9,11,46,2,37,81.8%,19.6%,✅ Equal,57,18,39,13_Recombination events.csv|9696,9696,13_Recombination events.csv,9864,10000,['35'],1000,0.0002,0.02,0.1,5000,50,9866,10000,9866-10000,['35'],"['36', '48']","['19', '9', '1', '7']",2,0,2,98.52941176470588,136,34,25,Exact Recombinant Match,,58.70588235294117,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,8,9864-10000,98.5%,100.0%,0,98.52941176470588,,,,,,,,,,100,99.8,0,1,7,0,8,❌ None
34,34,35,3,99.7995991983968,13,9846,2,🎯 Perfect Match (1/1),Step 2: Best Match,9,9,11,46,2,37,81.8%,19.6%,✅ Equal,57,18,39,13_Recombination events.csv|9846,9846,13_Recombination events.csv,2877,8826,['6'],1000,0.0002,0.02,0.1,5000,50,2880,8823,2880-8823,['6'],['50'],['2'],3,3,6,99.9,,,,,🎯 Perfect (1/1),58.98,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,2877-8826,99.9%,100.0%,0,99.9,,,,,,,,,,100,99.4,0,1,1,0,2,❌ None
35,35,36,5,99.7995991983968,13,9849,1,Standard_Match,Step 1: Approximate,9,9,11,46,2,37,81.8%,19.6%,✅ Equal,57,18,39,13_Recombination events.csv|9849,9849,13_Recombination events.csv,6654,10000,['27'],1000,0.0002,0.02,0.1,5000,50,6656,9996,6656-9996,['27'],['32'],['36'],2,4,6,99.82068141063957,3346,836.5,25,Exact Recombinant Match,,58.96413628212791,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,6654-10000,99.8%,100.0%,0,99.82068141063957,,,,,,,,,,100,99.4,0,1,7,0,1,❌ None
36,36,37,4,99.7995991983968,13,9792,11,Standard_Match,Step 1: Approximate,9,9,11,46,2,37,81.8%,19.6%,✅ Equal,57,18,39,13_Recombination events.csv|9792,9792,13_Recombination events.csv,9960,10000,['46'],1000,0.0002,0.02,0.1,5000,50,9960,9994,9960-9994,['46'],['14'],['9'],0,6,6,85,40,10,25,Exact Recombinant Match,,56,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,11,9960-10000,85.0%,100.0%,0,85,,,,,,,,,,100,99.4,0,1,7,0,11,❌ None
77,77,78,6,87.60855043420175,13,8576,9,✅ Complete Match (1/1),Step 2: Best Match,9,9,11,46,2,37,81.8%,19.6%,✅ Equal,57,18,39,13_Recombination events.csv|8576,8576,13_Recombination events.csv,1377,10000,"['1', '10', '12', '16', '17', '18', '19', '2', '20', '21', '22', '23', '24', '25', '27', '28', '30', '31', '32', '33', '35', '38', '39', '4', '41', '42', '43', '44', '45', '46', '47', '49', '5', '50', '6', '7', '9']",1000,0.0002,0.02,0.1,5000,50,1334,9960,1334-9960,"['21', '7', '35', '10', '4', '22', '41', '28', '16', '1', '19', '2', '30', '9', '20', '42', '33', '24', '12', '17', '25', '46', '31', '32']","['34', '39', '5', '49', '29', '14', '43', '48']","['37', '3', '15', '13', '26', '8', '40']",43,40,83,99.5,,,,,✅ Complete (24/24),56.900000000000006,64.9,24/24,100,37,24,24/24,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,9,1377-10000,99.5%,100.0%,0,99.5,,,,,,,,,,83.33333333333334,91.7,0,1,3,0,9,❌ None
101,101,102,7,74.749498997996,13,9453,6,✅ Complete Match (1/1),Step 2: Best Match,9,9,11,46,2,37,81.8%,19.6%,✅ Equal,57,18,39,13_Recombination events.csv|9453,9453,13_Recombination events.csv,9330,10000,"['18', '23', '38', '44', '45', '47', '50', '6']",1000,0.0002,0.02,0.1,5000,50,9331,9994,9331-9994,"['38', '6', '18', '23', '44', '45', '50', '47']",['2'],"['29', '14', '34']",1,6,7,99,,,,,✅ Complete (8/8),58.8,100,8/8,100,8,8,8/8,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,6,9330-10000,99.0%,100.0%,0,99,,,,,,,,,,50,99.3,0,1,3,0,6,❌ None
124,124,125,8,61.94889779559119,13,9729,5,✅ Complete Match (1/1),Step 2: Best Match,9,9,11,46,2,37,81.8%,19.6%,✅ Equal,57,18,39,13_Recombination events.csv|9729,9729,13_Recombination events.csv,1020,10000,"['39', '43', '49', '5']",1000,0.0002,0.02,0.1,5000,50,1011,9996,1011-9996,"['49', '43', '5', '39']","['21', '10', '20', '12', '17', '16', '31', '24']",['14'],9,4,13,100,,,,,✅ Complete (4/4),59,100,4/4,100,4,4,4/4,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,1020-10000,100.0%,100.0%,0,100,,,,,,,,,,25,98.7,0,1,3,0,5,❌ None
153,153,154,9,49.9498997995992,13,9589,4,🎯 Perfect Match (1/1),Step 2: Best Match,9,9,11,46,2,37,81.8%,19.6%,✅ Equal,57,18,39,13_Recombination events.csv|9589,9589,13_Recombination events.csv,987,9186,"['27', '35', '36']",1000,0.0002,0.02,0.1,5000,50,986,9188,986-9188,"['36', '27']",['48'],"['37', '15', '13', '26', '8', '40']",1,2,3,100,,,,,✅ Complete (2/2),59,66.7,2/2,100,3,2,2/2,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,987-9186,100.0%,100.0%,0,100,,,,,,,,,,0,99.7,0,1,1,0,4,❌ None
2,2,3,1,100,14,9879,1,🎯 Perfect Match (1/1),Step 2: Best Match,8,8,13,44,5,36,61.5%,18.2%,✅ Equal,57,16,41,14_Recombination events.csv|9879,9879,14_Recombination events.csv,4998,7317,['17'],1000,0.0002,0.02,0.1,5000,50,4998,7314,4998-7314,['17'],"['21', '9', '12', '45', '5', '36', '4']","['7', '35', '6', '10', '13', '43', '22', '37', '41', '3', '28', '29', '26', '16', '1', '49', '50', '48', '19', '30', '46', '27', '20', '39', '42', '33', '24', '38', '25', '8', '31', '47']",0,3,3,99.9,,,,,🎯 Perfect (1/1),58.98,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,4998-7317,99.9%,100.0%,0,99.9,,,,,,,,,,100,99.7,0,1,1,0,1,❌ None
88,88,89,2,81.17686392510865,14,9683,11,✅ Complete Match (1/1),Step 2: Best Match,8,8,13,44,5,36,61.5%,18.2%,✅ Equal,57,16,41,14_Recombination events.csv|9683,9683,14_Recombination events.csv,2307,3981,"['10', '17', '19', '22', '35', '37', '38', '39', '41', '43', '46', '7', '8']",1000,0.0002,0.02,0.1,5000,50,2264,3978,2264-3978,"['19', '7', '22', '38', '35', '37', '41', '10', '46', '39', '8', '43']","['50', '6', '25', '28', '29', '42', '26', '16', '49', '1']","['30', '3', '20', '13', '33', '31', '48']",43,3,46,99.8,,,,,✅ Complete (12/12),56.96,92.3,12/12,100,13,12,12/12,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,11,2307-3981,99.8%,100.0%,0,99.8,,,,,,,,,,66.66666666666666,95.4,0,1,3,0,11,❌ None
148,148,149,4,50,14,9864,12,Case_E_Start_End,Step 1: Approximate,8,8,13,44,5,36,61.5%,18.2%,✅ Equal,57,16,41,14_Recombination events.csv|9864,9864,14_Recombination events.csv,7824,10000,['20'],1000,0.0002,0.02,0.1,5000,50,19,7859,19-7859,['20'],"['27', '24', '47']","['30', '3', '13', '33', '31', '48']",7805,2141,9946,1.6084558823529411,2176,544,25,Exact Recombinant Match,,33.32169117647059,,,,,,,30,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,12,7824-10000,1.6%,100.0%,0,1.6084558823529411,,,,,,,,,,100,0,0,1,8,0,12,❌ None
149,149,150,3,50,14,9946,4,Cross Match (Case_E1_E2S),Step 6: Cross Matches,8,8,13,44,5,36,61.5%,18.2%,✅ Equal,57,16,41,14_Recombination events.csv|9946,9946,14_Recombination events.csv,7932,9567,['17'],1000,0.0002,0.02,0.1,5000,50,7315,9998,7315-7932,['17'] | ['17'],"['44', '2', '40'] | ['2', '44', '40']","['7', '35', '6', '10', '13', '43', '22', '37', '41', '3', '28', '29', '26', '16', '1', '49', '50', '48', '19', '30', '46', '27', '20', '39', '42', '33', '24', '38', '25', '8', '31', '47'] | ['19', '22', '38', '35', '37', '41', '10', '39', '46', '43']",,,,,,,,,,85.5,,,100,,,,50,,,,,,,100,,,,,100,,,,2,,,,,,,,,100,✅ Yes,✅ Yes,4,5,,0,✅ Yes,✅ Yes,4,7932-9567,100.0%,100.0%,100,100,,,,,,,,,,100,0,5,3,4,100,4,✅ Start+End
154,154,155,5,49.89969909729187,14,9987,2,⭐ Excellent Match (1/1),Step 2: Best Match,8,8,13,44,5,36,61.5%,18.2%,✅ Equal,57,16,41,14_Recombination events.csv|9987,9987,14_Recombination events.csv,8625,10000,"['7', '8']",1000,0.0002,0.02,0.1,5000,50,8626,9996,8626-9996,"['8', '7']",['32'],"['19', '46', '41']",1,4,5,99.6,,,,,✅ Complete (2/2),58.92,100,2/2,100,2,2,2/2,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,8625-10000,99.6%,100.0%,0,99.6,,,,,,,,,,0,99.5,0,1,2,0,2,❌ None
173,173,174,6,45.33600802407221,14,9602,5,✅ Complete Match (1/1),Step 2: Best Match,8,8,13,44,5,36,61.5%,18.2%,✅ Equal,57,16,41,14_Recombination events.csv|9602,9602,14_Recombination events.csv,9474,10000,"['1', '10', '13', '16', '17', '19', '20', '22', '24', '25', '26', '27', '28', '29', '3', '30', '31', '33', '35', '37', '38', '39', '41', '42', '43', '46', '47', '48', '49', '50', '6', '7', '8']",1000,0.0002,0.02,0.1,5000,50,9568,9998,9568-9998,['17'],"['2', '44', '40']","['19', '22', '38', '35', '37', '41', '10', '39', '46', '43']",94,2,96,81.7,,,,,🎯 Perfect (1/1),53.34,3,1/1,100,33,1,1/1,70,90.8,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,9474-10000,81.7%,100.0%,0,81.7,,,,,,,,,,0,90.4,0,1,3,0,5,❌ None
