,Global_Rank,Tag_Rank,Tag_Specific_Quality_Score,Tag,Santa_ID,RDP_Event_ID,Match_Type,Source_Tab,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining,SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Tolerance,Max_End_Distance,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,Quality_Check,Coverage_Percentage,Valid,Minor/Major,Start_Anchor,End_Anchor,Full_Coverage,Pre_Start_RDPs,Reaches_Start,Reaches_End,RDP_Num,Santa_Breakpoints,Display_Coverage,Display_Seq_Ratio,Structural_Score,Coverage_Score,tag,Parent_Child_Type,Matched_Value,Breakpoint_Matches,Num_Breakpoint_Matches,Avg_Distance,Total_Distance,Start_Dist,End_Dist,Recombinant_Match_Score,Start_End_Diff_Score,Chain_Bonus,Step_Priority,Match_Type_Priority,Reaches_Priority,RDP_Set,Reaches_Status
36,37,1,100,49,2472,1,⭐ Excellent Match (1/1),Step 2: Best Match,1,1,1,8,0,7,100.0%,12.5%,✅ Equal,9,2,7,49_Recombination events.csv|2472,2472,49_Recombination events.csv,9204,10000,['18'],1000,0.0002,0.005,0.1,5000,50,9205,9996,9205-9996,['18'],"['12', '22', '36', '27', '3']",['8'],1,4,5,99.4,,,,,🎯 Perfect (1/1),58.88,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,9204-10000,99.4%,100.0%,0,99.4,,,,,,,,,,100,99.5,0,1,2,0,1,❌ None
37,38,1,100,5,2309,1,🎯 Perfect Match (1/1),Step 2: Best Match,1,1,1,8,0,7,100.0%,12.5%,✅ Equal,9,2,7,5_Recombination events.csv|2309,2309,5_Recombination events.csv,3045,10000,"['11', '15', '17', '19', '24', '25', '29', '3', '32', '40', '49', '8']",1000,0.0002,0.005,0.1,5000,50,3050,9999,3050-9999,"['29', '19', '49', '8', '40', '11', '15', '25', '32', '3', '24', '17']","['12', '33', '44', '30', '48', '20', '22', '9', '41', '14', '31', '4', '21', '16', '13', '34', '10', '2', '23', '45', '50', '18', '47', '7', '43', '42', '39', '46']","['28', '26', '27', '35', '36', '37', '1']",5,1,6,99.9,,,,,✅ Complete (12/12),58.980000000000004,100,12/12,100,12,12,12/12,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,3045-10000,99.9%,100.0%,0,99.9,,,,,,,,,,66.66666666666666,99.4,0,1,1,0,1,❌ None
38,39,1,100,50,2481,1,Standard_Match,Step 1: Approximate,4,4,4,8,0,4,100.0%,50.0%,✅ Equal,12,8,4,50_Recombination events.csv|2481,2481,50_Recombination events.csv,7620,10000,['33'],1000,0.0002,0.005,0.1,5000,50,7620,10000,7620-10000,['33'],"['6', '4', '26', '27', '7', '40', '43', '48', '20', '34']","['35', '2', '19', '37']",0,0,0,100,2380,595,25,Exact Recombinant Match,,60,,,,,,,100,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,7620-10000,100.0%,100.0%,0,100,,,,,,,,,,100,100,0,1,7,0,1,❌ None
39,40,1,100,48,2495,1,Standard_Match,Step 1: Approximate,2,2,2,5,0,3,100.0%,40.0%,✅ Equal,7,4,3,48_Recombination events.csv|2495,2495,48_Recombination events.csv,3828,10000,['12'],1000,0.0002,0.005,0.1,5000,50,3828,9996,3828-9996,['12'],['36'],['44'],0,4,4,99.93519118600129,3828,957,25,Exact Recombinant Match,,58.98703823720026,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,3828-10000,99.9%,100.0%,0,99.93519118600129,,,,,,,,,,100,99.6,0,1,7,0,1,❌ None
40,41,1,100,76,2498,1,🎯 Perfect Match (1/1),Step 2: Best Match,5,4,9,11,4,7,55.6%,36.4%,❌ Diff: RDP=5 vs Santa=4,20,9,11,76_Recombination events.csv|2498,2498,76_Recombination events.csv,2028,9516,['32'],1000,0.0002,0.005,0.1,5000,50,2029,9518,2029-9518,['32'],"['33', '18']",['14'],1,2,3,100,,,,,🎯 Perfect (1/1),59,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,2028-9516,100.0%,100.0%,0,100,,,,,,,,,,100,99.7,0,1,1,0,1,❌ None
41,42,1,100,74,2486,1,Standard_Match,Step 1: Approximate,2,2,4,9,2,7,50.0%,22.2%,✅ Equal,13,4,9,74_Recombination events.csv|2486,2486,74_Recombination events.csv,7623,9471,['31'],1000,0.0002,0.005,0.1,5000,50,7624,9472,7624-9472,['31'],"['29', '2', '18', '4', '27', '36', '20', '9', '16', '5', '17']","['46', '45']",1,1,2,99.94588744588745,1848,462,25,Exact Recombinant Match,,58.98917748917749,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,7623-9471,99.9%,100.0%,0,99.94588744588745,,,,,,,,,,100,99.8,0,1,7,0,1,❌ None
42,43,1,100,77,2240,2,Standard_Match,Step 1: Approximate,2,2,2,4,0,2,100.0%,50.0%,✅ Equal,6,4,2,77_Recombination events.csv|2240,2240,77_Recombination events.csv,9798,10000,['48'],1000,0.0002,0.005,0.1,5000,50,9798,9997,9798-9997,['48'],"['28', '8', '19']","['10', '38', '47', '49', '30', '40', '43', '13', '9', '25', '42', '3', '46', '5', '24', '39', '50']",0,3,3,98.51485148514851,202,50.5,25,Exact Recombinant Match,,58.70297029702971,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,9798-10000,98.5%,100.0%,0,98.51485148514851,,,,,,,,,,100,99.7,0,1,7,0,2,❌ None
43,44,1,100,84,2417,4,⭐ Excellent Match (1/1),Step 2: Best Match,4,3,4,5,0,2,100.0%,60.0%,❌ Diff: RDP=4 vs Santa=3,9,7,2,84_Recombination events.csv|2417,2417,84_Recombination events.csv,651,10000,"['19', '5', '50']",1000,0.0002,0.005,0.1,5000,50,652,9997,652-9997,"['19', '5', '50']","['6', '39', '43', '21']","['2', '36', '47', '7', '37']",1,3,4,100,,,,,✅ Complete (3/3),59,100,3/3,100,3,3,3/3,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,651-10000,100.0%,100.0%,0,100,,,,,,,,,,100,99.6,0,1,2,0,4,❌ None
44,45,1,100,85,2482,1,🎯 Perfect Match (1/1),Step 2: Best Match,1,1,1,3,0,2,100.0%,33.3%,✅ Equal,4,2,2,85_Recombination events.csv|2482,2482,85_Recombination events.csv,5199,10000,['13'],1000,0.0002,0.005,0.1,5000,50,5199,9994,5199-9994,['13'],['32'],"['27', '15']",0,6,6,99.9,,,,,🎯 Perfect (1/1),58.980000000000004,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,5199-10000,99.9%,100.0%,0,99.9,,,,,,,,,,100,99.4,0,1,1,0,1,❌ None
45,46,1,100,87,2439,5,Standard_Match,Step 1: Approximate,9,8,13,17,4,9,69.2%,47.1%,❌ Diff: RDP=9 vs Santa=8,30,17,13,87_Recombination events.csv|2439,2439,87_Recombination events.csv,6264,8346,['39'],1000,0.0002,0.005,0.1,5000,50,6264,8346,6264-8346,['39'],"['10', '29', '18', '8', '37', '20', '25', '14', '32', '16', '13', '46', '1', '17', '50']","['19', '40', '11']",0,0,0,100,2082,520.5,25,Exact Recombinant Match,,60,,,,,,,100,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,6264-8346,100.0%,100.0%,0,100,,,,,,,,,,100,100,0,1,7,0,5,❌ None
46,47,1,100,83,2456,"1, 2",Cross Match (Case_S1_E2E),Step 6: Cross Matches,2,1,2,5,0,4,100.0%,20.0%,❌ Diff: RDP=2 vs Santa=1,7,3,4,83_Recombination events.csv|2456,2456,83_Recombination events.csv,1941,4233,"['23', '4']",1000,0.0002,0.005,0.1,5000,50,1936,4236,1936-3338 | 3432-4236,"['23', '4'] | ['23', '4']","['2', '19', '33', '22', '21', '36', '49', '16', '17', '34'] | ['2', '19', '33', '22', '21', '36', '49', '16', '17', '34']","['12', '38', '44', '30', '40', '48', '20', '15', '5', '29', '27', '35', '11', '9', '41', '14', '3', '31', '26', '8', '37', '32', '13', '24', '45', '10', '6', '28', '50', '18', '47', '7', '43', '25', '42', '39', '46', '1'] | ['12', '38', '44', '30', '40', '48', '20', '15', '5', '29', '27', '35', '11', '9', '41', '14', '3', '31', '26', '8', '37', '32', '13', '24', '45', '10', '6', '28', '50', '18', '47', '7', '43', '25', '42', '39', '46', '1']",,,,,,,,,,85.5,,,100,,,,50,,,,,,,100,,,,,100,,,,2,,,,,,,,,100,✅ Yes,✅ Yes,1,2,None,0,✅ Yes,✅ Yes,"1, 2",1941-4233,100.0%,100.0%,100,100,,,,,,,,,,100,99.2,5,3,4,100,"2,1",✅ Start+End
47,48,1,100,89,2453,1,Standard_Match,Step 1: Approximate,4,4,7,9,3,5,57.1%,44.4%,✅ Equal,16,8,8,89_Recombination events.csv|2453,2453,89_Recombination events.csv,8067,10000,['31'],1000,0.0002,0.005,0.1,5000,50,8068,10000,8068-10000,['31'],"['13', '15', '50']","['16', '5']",1,0,1,99.9482669425763,1933,483.2,25,Exact Recombinant Match,,58.989653388515265,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,8067-10000,99.9%,100.0%,0,99.9482669425763,,,,,,,,,,100,99.9,0,1,7,0,1,❌ None
48,49,1,100,95,2557,1,⭐ Excellent Match (1/1),Step 2: Best Match,2,2,2,6,0,4,100.0%,33.3%,✅ Equal,8,4,4,95_Recombination events.csv|2557,2557,95_Recombination events.csv,2742,10000,['8'],1000,0.0002,0.005,0.1,5000,50,2744,9994,2744-9994,['8'],"['10', '41']","['31', '12']",2,6,8,99.9,,,,,🎯 Perfect (1/1),58.980000000000004,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,2742-10000,99.9%,100.0%,0,99.9,,,,,,,,,,100,99.2,0,1,2,0,1,❌ None
49,50,1,100,97,2553,2,Standard_Match,Step 1: Approximate,3,3,5,5,2,2,60.0%,60.0%,✅ Equal,10,6,4,97_Recombination events.csv|2553,2553,97_Recombination events.csv,6537,10000,['17'],1000,0.0002,0.005,0.1,5000,50,6538,9995,6538-9995,['17'],"['10', '28', '18', '44', '37', '43', '45', '25', '3', '46', '50', '23']",['36'],1,5,6,99.82673982096448,3463,865.8,25,Exact Recombinant Match,,58.9653479641929,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,6537-10000,99.8%,100.0%,0,99.82673982096448,,,,,,,,,,100,99.4,0,1,7,0,2,❌ None
50,51,1,100,98,2434,2,Standard_Match,Step 1: Approximate,3,3,4,8,1,5,75.0%,37.5%,✅ Equal,12,6,6,98_Recombination events.csv|2434,2434,98_Recombination events.csv,1287,1794,"['10', '29']",1000,0.0002,0.005,0.1,5000,50,1288,1794,1288-1794,"['10', '29']","['38', '15', '43']",['28'],1,0,1,99.80276134122288,507,126.8,25,Exact Recombinant Match,,58.96055226824458,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,1287-1794,99.8%,100.0%,0,99.80276134122288,,,,,,,,,,100,99.9,0,1,7,0,2,❌ None
51,52,1,100,92,2440,1,Standard_Match,Step 1: Approximate,3,3,3,8,0,5,100.0%,37.5%,✅ Equal,11,6,5,92_Recombination events.csv|2440,2440,92_Recombination events.csv,4089,7002,"['2', '34']",1000,0.0002,0.005,0.1,5000,50,4089,7002,4089-7002,"['2', '34']","['20', '8', '48']",['28'],0,0,0,100,2913,728.2,25,Exact Recombinant Match,,60,,,,,,,100,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,4089-7002,100.0%,100.0%,0,100,,,,,,,,,,100,100,0,1,7,0,1,❌ None
52,53,1,100,68,2550,1,Standard_Match,Step 1: Approximate,3,3,4,7,1,4,75.0%,42.9%,✅ Equal,11,6,5,68_Recombination events.csv|2550,2550,68_Recombination events.csv,4884,10000,['26'],1000,0.0002,0.005,0.1,5000,50,4884,10000,4884-10000,['26'],['18'],"['47', '31', '11', '17']",0,0,0,100,4884,1221,25,Exact Recombinant Match,,60,,,,,,,100,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,4884-10000,100.0%,100.0%,0,100,,,,,,,,,,100,100,0,1,7,0,1,❌ None
53,54,1,100,72,2611,1,Standard_Match,Step 1: Approximate,4,4,10,15,6,11,40.0%,26.7%,✅ Equal,25,8,17,72_Recombination events.csv|2611,2611,72_Recombination events.csv,2313,5424,['33'],1000,0.0002,0.005,0.1,5000,50,2313,5426,2313-5426,['33'],"['6', '40', '16']","['10', '43', '50']",0,2,2,100,3111,777.8,25,Exact Recombinant Match,,59,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,2313-5424,100.0%,100.0%,0,100,,,,,,,,,,100,99.8,0,1,7,0,1,❌ None
54,55,1,100,67,2418,1,🎯 Perfect Match (1/1),Step 2: Best Match,2,2,3,9,1,7,66.7%,22.2%,✅ Equal,12,4,8,67_Recombination events.csv|2418,2418,67_Recombination events.csv,4395,7926,"['11', '27', '37', '38', '7']",1000,0.0002,0.005,0.1,5000,50,4396,7930,4396-7930,"['27', '38', '7', '37', '11']","['20', '34', '14']","['2', '6', '19', '18', '36', '3', '15', '42', '16', '13', '31', '39', '50']",1,4,5,100,,,,,✅ Complete (5/5),59,100,5/5,100,5,5,5/5,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,4395-7926,100.0%,100.0%,0,100,,,,,,,,,,40,99.5,0,1,1,0,1,❌ None
55,56,1,100,91,2332,2,⭐ Excellent Match (1/1),Step 2: Best Match,3,3,4,8,1,5,75.0%,37.5%,✅ Equal,12,6,6,91_Recombination events.csv|2332,2332,91_Recombination events.csv,621,1521,['48'],1000,0.0002,0.005,0.1,5000,50,620,1520,620-1520,['48'],"['2', '18', '4', '22', '36', '44', '47', '50', '37', '43', '20', '9', '41', '16', '3', '31', '39', '23']","['10', '6', '28', '12', '33', '26', '8', '30', '7', '40', '11', '25', '1']",1,1,2,99.9,,,,,🎯 Perfect (1/1),58.980000000000004,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,621-1521,99.9%,100.0%,0,99.9,,,,,,,,,,100,99.8,0,1,2,0,2,❌ None
56,57,1,100,9,2435,1,⭐ Excellent Match (1/1),Step 2: Best Match,2,2,2,10,0,8,100.0%,20.0%,✅ Equal,12,4,8,9_Recombination events.csv|2435,2435,9_Recombination events.csv,1854,10000,"['2', '33', '40', '43', '49', '8']",1000,0.0002,0.005,0.1,5000,50,1856,9997,1856-9997,"['2', '33', '49', '8', '40', '43']","['39', '18']","['22', '26', '38', '50', '37', '14', '31', '17', '23']",2,3,5,99.9,,,,,✅ Complete (6/6),58.980000000000004,100,6/6,100,6,6,6/6,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,1854-10000,99.9%,100.0%,0,99.9,,,,,,,,,,66.66666666666666,99.5,0,1,2,0,1,❌ None
57,58,1,100,90,2571,2,⭐ Excellent Match (1/1),Step 2: Best Match,3,3,3,7,0,4,100.0%,42.9%,✅ Equal,10,6,4,90_Recombination events.csv|2571,2571,90_Recombination events.csv,6726,7194,['10'],1000,0.0002,0.005,0.1,5000,50,6727,7194,6727-7194,['10'],"['28', '22', '36', '25', '9']","['6', '3', '43', '4']",1,0,1,99.8,,,,,🎯 Perfect (1/1),58.96,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,6726-7194,99.8%,100.0%,0,99.8,,,,,,,,,,100,99.9,0,1,2,0,2,❌ None
58,59,2,99.95,21,2505,3,Standard_Match,Step 1: Approximate,4,4,4,14,0,10,100.0%,28.6%,✅ Equal,18,8,10,21_Recombination events.csv|2505,2505,21_Recombination events.csv,8160,9831,"['12', '26']",1000,0.0002,0.005,0.1,5000,50,8160,9832,8160-9832,"['12', '26']",['49'],"['29', '23']",0,1,1,100,1671,417.8,25,Exact Recombinant Match,,59,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,8160-9831,100.0%,100.0%,0,100,,,,,,,,,,100,99.9,0,1,7,0,3,❌ None
59,60,2,99.94994994994994,37,2463,1,🎯 Perfect Match (1/1),Step 2: Best Match,5,5,5,10,0,5,100.0%,50.0%,✅ Equal,15,10,5,37_Recombination events.csv|2463,2463,37_Recombination events.csv,351,8547,['1'],1000,0.0002,0.005,0.1,5000,50,350,8546,350-8546,['1'],['49'],['41'],1,1,2,100,,,,,🎯 Perfect (1/1),59,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,351-8547,100.0%,100.0%,0,100,,,,,,,,,,100,99.8,0,1,1,0,1,❌ None
60,61,2,99.94994994994994,40,2415,2,Standard_Match,Step 1: Approximate,2,2,2,3,0,1,100.0%,66.7%,✅ Equal,5,4,1,40_Recombination events.csv|2415,2415,40_Recombination events.csv,8646,9687,['37'],1000,0.0002,0.005,0.1,5000,50,8647,9688,8647-9688,['37'],['14'],"['28', '29', '22', '27', '47', '15', '1', '24']",1,1,2,99.90393852065321,1041,260.2,25,Exact Recombinant Match,,58.98078770413065,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,8646-9687,99.9%,100.0%,0,99.90393852065321,,,,,,,,,,100,99.8,0,1,7,0,2,❌ None
61,62,1,99.9498997995992,42,2597,2,🎯 Perfect Match (1/1),Step 2: Best Match,5,5,5,11,0,6,100.0%,45.5%,✅ Equal,16,10,6,42_Recombination events.csv|2597,2597,42_Recombination events.csv,7722,10000,['50'],1000,0.0002,0.005,0.1,5000,50,7723,9998,7723-9998,['50'],"['28', '22', '35', '7', '14', '5', '23']","['12', '33', '44', '30', '40', '20', '15', '29', '4', '21', '37', '13', '24', '17', '45', '2', '36', '47', '39']",1,2,3,99.9,,,,,🎯 Perfect (1/1),58.980000000000004,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,7722-10000,99.9%,100.0%,0,99.9,,,,,,,,,,100,99.7,0,1,1,0,2,❌ None
62,63,2,99.94984954864594,14,2504,3,⭐ Excellent Match (1/1),Step 2: Best Match,3,3,6,9,3,6,50.0%,33.3%,✅ Equal,15,6,9,14_Recombination events.csv|2504,2504,14_Recombination events.csv,606,10000,['21'],1000,0.0002,0.005,0.1,5000,50,607,9997,607-9997,['21'],"['16', '2']",['17'],1,3,4,100,,,,,🎯 Perfect (1/1),59,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,606-10000,100.0%,100.0%,0,100,,,,,,,,,,100,99.6,0,1,2,0,3,❌ None
63,64,1,99.89979959919839,100,2523,1,🎯 Perfect Match (1/1),Step 2: Best Match,8,7,10,15,2,8,80.0%,46.7%,❌ Diff: RDP=8 vs Santa=7,25,15,10,100_Recombination events.csv|2523,2523,100_Recombination events.csv,3849,6825,['22'],1000,0.0002,0.005,0.1,5000,50,3850,6828,3850-6828,['22'],"['27', '20', '28']",['26'],1,3,4,100,,,,,🎯 Perfect (1/1),59,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,3849-6825,100.0%,100.0%,0,100,,,,,,,,,,100,99.6,0,1,1,0,1,❌ None
64,65,2,99.89979959919839,91,2440,1,Standard_Match,Step 1: Approximate,3,3,4,8,1,5,75.0%,37.5%,✅ Equal,12,6,6,91_Recombination events.csv|2440,2440,91_Recombination events.csv,4392,8406,['31'],1000,0.0002,0.005,0.1,5000,50,4388,8406,4388-8406,['31'],"['12', '25']",['9'],4,0,4,100,4014,1003.5,25,Exact Recombinant Match,,59,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,4392-8406,100.0%,100.0%,0,100,,,,,,,,,,100,99.6,0,1,7,0,1,❌ None
65,66,2,99.89969909729187,31,2518,4,Standard_Match,Step 1: Approximate,4,4,5,6,1,2,80.0%,66.7%,✅ Equal,11,8,3,31_Recombination events.csv|2518,2518,31_Recombination events.csv,9642,10000,['33'],1000,0.0002,0.005,0.1,5000,50,9644,9997,9644-9997,['33'],['1'],"['8', '31', '50']",2,3,5,98.60335195530726,358,89.5,25,Exact Recombinant Match,,58.720670391061454,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,9642-10000,98.6%,100.0%,0,98.60335195530726,,,,,,,,,,100,99.5,0,1,7,0,4,❌ None
66,67,2,99.85,92,2439,3,⭐ Excellent Match (1/1),Step 2: Best Match,3,3,3,8,0,5,100.0%,37.5%,✅ Equal,11,6,5,92_Recombination events.csv|2439,2439,92_Recombination events.csv,1278,2535,['43'],1000,0.0002,0.005,0.1,5000,50,1280,2534,1280-2534,['43'],"['39', '3', '12', '23']","['28', '2', '34']",2,1,3,99.8,,,,,🎯 Perfect (1/1),58.96,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,1278-2535,99.8%,100.0%,0,99.8,,,,,,,,,,100,99.7,0,1,2,0,3,❌ None
67,68,2,99.85,87,2536,1,🎯 Perfect Match (1/1),Step 2: Best Match,9,8,13,17,4,9,69.2%,47.1%,❌ Diff: RDP=9 vs Santa=8,30,17,13,87_Recombination events.csv|2536,2536,87_Recombination events.csv,3315,10000,['6'],1000,0.0002,0.005,0.1,5000,50,3316,9998,3316-9998,['6'],['31'],"['24', '43']",1,2,3,100,,,,,🎯 Perfect (1/1),59,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,3315-10000,100.0%,100.0%,0,100,,,,,,,,,,100,99.7,0,1,1,0,1,❌ None
68,69,3,99.85,21,2436,1,Standard_Match,Step 1: Approximate,4,4,4,14,0,10,100.0%,28.6%,✅ Equal,18,8,10,21_Recombination events.csv|2436,2436,21_Recombination events.csv,5865,10000,"['10', '2', '27', '30', '38', '5']",1000,0.0002,0.005,0.1,5000,50,5866,9998,5866-9998,"['10', '2', '27', '38', '30', '5']","['6', '22', '11', '48', '31', '45']","['39', '7', '21', '4']",1,2,3,99.92744860943168,4135,1033.8,25,Exact Recombinant Match,,58.98548972188634,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,5865-10000,99.9%,100.0%,0,99.92744860943168,,,,,,,,,,100,99.7,0,1,7,0,1,❌ None
69,70,2,99.84984984984985,90,2604,1,⭐ Excellent Match (1/1),Step 2: Best Match,3,3,3,7,0,4,100.0%,42.9%,✅ Equal,10,6,4,90_Recombination events.csv|2604,2604,90_Recombination events.csv,1002,10000,['2'],1000,0.0002,0.005,0.1,5000,50,1002,9996,1002-9996,['2'],['40'],['23'],0,4,4,100,,,,,🎯 Perfect (1/1),59,100,1/1,100,1,1,1/1,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,1002-10000,100.0%,100.0%,0,100,,,,,,,,,,100,99.6,0,1,2,0,1,❌ None
70,71,2,99.84984984984985,19,2515,2,Standard_Match,Step 1: Approximate,2,2,2,8,0,6,100.0%,25.0%,✅ Equal,10,4,6,19_Recombination events.csv|2515,2515,19_Recombination events.csv,2517,10000,['24'],1000,0.0002,0.005,0.1,5000,50,2517,9996,2517-9996,['24'],['39'],"['16', '4']",0,4,4,99.94654550314046,2517,629.2,25,Exact Recombinant Match,,58.98930910062809,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,2517-10000,99.9%,100.0%,0,99.94654550314046,,,,,,,,,,100,99.6,0,1,7,0,2,❌ None
71,72,1,99.84954864593782,93,2404,2,Standard_Match,Step 1: Approximate,2,2,2,6,0,4,100.0%,33.3%,✅ Equal,8,4,4,93_Recombination events.csv|2404,2404,93_Recombination events.csv,6120,9912,['40'],1000,0.0002,0.005,0.1,5000,50,6124,9910,6124-9910,['40'],"['6', '19', '33', '36', '38', '30', '15', '25', '39', '46', '5', '17']","['2', '50']",4,2,6,99.84177215189874,3792,948,25,Exact Recombinant Match,,58.96835443037975,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,6120-9912,99.8%,100.0%,0,99.84177215189874,,,,,,,,,,100,99.4,0,1,7,0,2,❌ None
72,73,1,99.8489425981873,17,2422,2,⭐ Excellent Match (1/1),Step 2: Best Match,4,4,4,5,0,1,100.0%,80.0%,✅ Equal,9,8,1,17_Recombination events.csv|2422,2422,17_Recombination events.csv,3327,10000,"['20', '42']",1000,0.0002,0.005,0.1,5000,50,3328,9991,3328-9991,"['20', '42']",['13'],"['36', '4']",1,9,10,99.9,,,,,✅ Complete (2/2),58.980000000000004,100,2/2,100,2,2,2/2,90,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,3327-10000,99.9%,100.0%,0,99.9,,,,,,,,,,100,99,0,1,2,0,2,❌ None
73,74,2,99.75,50,2490,4,Standard_Match,Step 1: Approximate,4,4,4,8,0,4,100.0%,50.0%,✅ Equal,12,8,4,50_Recombination events.csv|2490,2490,50_Recombination events.csv,6861,7164,"['10', '41']",1000,0.0002,0.005,0.1,5000,50,6859,7161,6859-7161,"['10', '41']","['6', '4', '26', '7', '43', '48', '20']","['47', '42']",2,3,5,99.00990099009901,303,75.8,25,Exact Recombinant Match,,58.801980198019805,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,6861-7164,99.0%,100.0%,0,99.00990099009901,,,,,,,,,,100,99.5,0,1,7,0,4,❌ None
74,75,1,99.74974974974975,63,2417,1,Standard_Match,Step 1: Approximate,3,3,6,13,3,10,50.0%,23.1%,✅ Equal,19,6,13,63_Recombination events.csv|2417,2417,63_Recombination events.csv,3597,10000,['43'],1000,0.0002,0.005,0.1,5000,50,3597,9994,3597-9994,['43'],"['27', '47', '5', '16']",['24'],0,6,6,99.90629392472279,3597,899.2,25,Exact Recombinant Match,,58.98125878494456,,,,,,,90,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,3597-10000,99.9%,100.0%,0,99.90629392472279,,,,,,,,,,100,99.4,0,1,7,0,1,❌ None
