,Global_Rank,Tag_Rank,Tag_Specific_Quality_Score,Tag,Santa_ID,RDP_Event_ID,Match_Type,Source_Tab,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining,SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Tolerance,Max_End_Distance,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,Quality_Check,Coverage_Percentage,Valid,Minor/Major,Start_Anchor,End_Anchor,Full_Coverage,Pre_Start_RDPs,Reaches_Start,Reaches_End,RDP_Num,Santa_Breakpoints,Display_Coverage,Display_Seq_Ratio,Structural_Score,Coverage_Score,tag,Parent_Child_Type,Matched_Value,Breakpoint_Matches,Num_Breakpoint_Matches,Avg_Distance,Total_Distance,Start_Dist,End_Dist,Recombinant_Match_Score,Start_End_Diff_Score,Chain_Bonus,Step_Priority,Match_Type_Priority,Reaches_Priority,RDP_Set,Reaches_Status
90,91,2,99.19028340080972,42,4916,4,Standard_Match,Step 1: Approximate,4,4,5,20,1,16,80.0%,20.0%,✅ Equal,25,8,17,42_Recombination events.csv|4916,4916,42_Recombination events.csv,6669,10000,['8'],1000,0.000025,0.01,0.1,5000,50,6653,9988,6653-9988,['8'],['5'],"['46', '36']",16,12,28,99.63974782347643,3331,832.8,25,Exact Recombinant Match,,56.92794956469528,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,6669-10000,99.6%,100.0%,0,99.63974782347643,,,,,,,,,,100,97.2,0,1,7,0,4,❌ None
91,92,3,99.14400805639477,81,4874,2,Standard_Match,Step 1: Approximate,8,8,8,17,0,9,100.0%,47.1%,✅ Equal,25,16,9,81_Recombination events.csv|4874,4874,81_Recombination events.csv,588,2163,['39'],1000,0.000025,0.01,0.1,5000,50,566,2165,566-2165,['39'],"['8', '10', '5']",['34'],22,2,24,100,1575,393.8,25,Exact Recombinant Match,,57,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,588-2163,100.0%,100.0%,0,100,,,,,,,,,,100,97.6,0,1,7,0,2,❌ None
92,93,2,99.09729187562688,1,4888,2,✅ Complete Match (1/1),Step 2: Best Match,2,2,2,8,0,6,100.0%,25.0%,✅ Equal,10,4,6,1_Recombination events.csv|4888,4888,1_Recombination events.csv,285,1815,['50'],1000,0.000025,0.01,0.1,5000,50,281,1798,281-1798,['50'],['41'],['4'],4,17,21,98.9,,,,,🎯 Perfect (1/1),56.78,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,285-1815,98.9%,100.0%,0,98.9,,,,,,,,,,100,97.9,0,1,3,0,2,❌ None
93,94,1,99.07407407407408,59,5082,1,Standard_Match,Step 1: Approximate,4,4,4,23,0,19,100.0%,17.4%,✅ Equal,27,8,19,59_Recombination events.csv|5082,5082,59_Recombination events.csv,3180,10000,['4'],1000,0.000025,0.01,0.1,5000,50,3182,9956,3182-9956,['4'],['3'],"['15', '25', '41', '18', '34', '10', '12', '29', '49', '45', '28', '8']",2,44,46,99.32551319648094,3180,795,25,Exact Recombinant Match,,56.86510263929619,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,3180-10000,99.3%,100.0%,0,99.32551319648094,,,,,,,,,,100,95.4,0,1,7,0,1,❌ None
94,95,1,99.03748733535969,15,4791,2,✅ Complete Match (1/1),Step 2: Best Match,6,6,8,14,2,8,75.0%,42.9%,✅ Equal,22,12,10,15_Recombination events.csv|4791,4791,15_Recombination events.csv,1131,3972,['1'],1000,0.000025,0.01,0.1,5000,50,1155,3964,1155-3964,['1'],"['40', '34', '5', '38', '46', '28', '45', '21', '16']","['44', '4', '10', '49', '27', '23']",24,8,32,98.9,,,,,🎯 Perfect (1/1),56.78,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,1131-3972,98.9%,100.0%,0,98.9,,,,,,,,,,100,96.8,0,1,3,0,2,❌ None
95,96,1,98.93184130213632,44,4838,"2, 3",Cross Match (Case_S1_E2E),Step 6: Cross Matches,4,3,5,23,1,20,80.0%,13.0%,❌ Diff: RDP=4 vs Santa=3,28,7,21,44_Recombination events.csv|4838,4838,44_Recombination events.csv,6381,10000,"['10', '23', '38', '41', '44']",1000,0.000025,0.01,0.1,5000,50,6376,9967,6376-7155 | 7355-9967,"['44', '41', '10', '38', '23'] | ['44', '41', '10', '38', '23']","['24', '31', '17', '7', '25', '30', '14', '34', '42', '13', '45', '27', '8', '11', '9', '22', '37'] | ['24', '31', '17', '7', '25', '30', '14', '34', '42', '13', '45', '27', '8', '11', '9', '22', '37']","['33', '4', '18', '29', '35', '46', '28', '1', '43'] | ['33', '4', '18', '29', '35', '46', '28', '1', '43']",,,,,,,,,,85.5,,,100,,,,50,,,,,,,100,,,,,100,,,,2,,,,,,,,,100,✅ Yes,✅ Yes,3.0,2.0,None,0.0,✅ Yes,✅ Yes,"2, 3",6381-10000,100.0%,100.0%,100,100,,,,,,,,,,40,96.2,5,3,4,100,"3,2",✅ Start+End
96,97,1,98.86363636363637,13,4868,3,Standard_Match,Step 1: Approximate,4,4,4,13,0,9,100.0%,30.8%,✅ Equal,17,8,9,13_Recombination events.csv|4868,4868,13_Recombination events.csv,8196,10000,['46'],1000,0.000025,0.01,0.1,5000,50,8178,9964,8178-9964,['46'],"['3', '14']","['41', '19', '20', '13', '21', '45', '16', '36', '48', '43']",18,36,54,98.00443458980045,1804,451,25,Exact Recombinant Match,,56.600886917960096,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,8196-10000,98.0%,100.0%,0,98.00443458980045,,,,,,,,,,100,94.6,0,1,7,0,3,❌ None
97,98,1,98.83011190233978,87,4992,4,Standard_Match,Step 1: Approximate,8,8,10,25,2,17,80.0%,32.0%,✅ Equal,35,16,19,87_Recombination events.csv|4992,4992,87_Recombination events.csv,3288,10000,['16'],1000,0.000025,0.01,0.1,5000,50,3290,9962,3290-9962,['16'],"['4', '9']","['45', '23', '25']",2,38,40,99.40405244338498,3288,822,25,Exact Recombinant Match,,56.880810488677,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,3288-10000,99.4%,100.0%,0,99.40405244338498,,,,,,,,,,100,96,0,1,7,0,4,❌ None
98,99,2,98.75,71,5173,1,Standard_Match,Step 1: Approximate,5,5,6,18,1,13,83.3%,27.8%,✅ Equal,24,10,14,71_Recombination events.csv|5173,5173,71_Recombination events.csv,5106,8001,['35'],1000,0.000025,0.01,0.1,5000,50,5126,8006,5126-8006,['35'],['26'],"['12', '37']",20,5,25,99.3091537132988,2895,723.8,25,Exact Recombinant Match,,56.86183074265976,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,5106-8001,99.3%,100.0%,0,99.3091537132988,,,,,,,,,,100,97.5,0,1,7,0,1,❌ None
99,100,1,98.66255144032922,8,4903,4,Standard_Match,Step 1: Approximate,6,6,6,29,0,23,100.0%,20.7%,✅ Equal,35,12,23,8_Recombination events.csv|4903,4903,8_Recombination events.csv,8190,10000,['38'],1000,0.000025,0.01,0.1,5000,50,8218,9974,8218-9974,['38'],"['45', '5']","['4', '24', '7', '40', '6', '27']",28,26,54,97.01657458563537,1810,452.5,25,Exact Recombinant Match,,56.40331491712708,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,8190-10000,97.0%,100.0%,0,97.01657458563537,,,,,,,,,,100,94.6,0,1,7,0,4,❌ None
100,101,2,98.62385321100919,53,5054,2,Standard_Match,Step 1: Approximate,5,5,8,22,3,17,62.5%,22.7%,✅ Equal,30,10,20,53_Recombination events.csv|5054,5054,53_Recombination events.csv,4092,5658,['9'],1000,0.000025,0.01,0.1,5000,50,4048,5660,4048-5660,['9'],['2'],['46'],44,2,46,100,1566,391.5,25,Exact Recombinant Match,,57,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,4092-5658,100.0%,100.0%,0,100,,,,,,,,,,100,95.4,0,1,7,0,2,❌ None
101,102,2,98.62104187946885,12,5079,3,✅ Complete Match (1/1),Step 2: Best Match,2,2,3,14,1,12,66.7%,14.3%,✅ Equal,17,4,13,12_Recombination events.csv|5079,5079,12_Recombination events.csv,741,2133,"['16', '34']",1000,0.000025,0.01,0.1,5000,50,748,2174,748-2174,"['16', '34']",['42'],"['44', '10', '12']",7,41,48,99.5,,,,,✅ Complete (2/2),56.900000000000006,100,2/2,100,2,2,2/2,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,741-2133,99.5%,100.0%,0,99.5,,,,,,,,,,100,95.2,0,1,3,0,3,❌ None
102,103,4,98.48942598187311,81,4808,6,✅ Complete Match (1/1),Step 2: Best Match,8,8,8,17,0,9,100.0%,47.1%,✅ Equal,25,16,9,81_Recombination events.csv|4808,4808,81_Recombination events.csv,8589,8781,['6'],1000,0.000025,0.01,0.1,5000,50,8590,8817,8590-8817,['6'],['41'],"['29', '20', '21', '1', '11']",1,36,37,99.5,,,,,🎯 Perfect (1/1),56.900000000000006,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,6,8589-8781,99.5%,100.0%,0,99.5,,,,,,,,,,100,96.3,0,1,3,0,6,❌ None
103,104,2,98.48942598187311,27,4994,2,⭐ Excellent Match (1/1),Step 2: Best Match,3,3,4,21,1,18,75.0%,14.3%,✅ Equal,25,6,19,27_Recombination events.csv|4994,4994,27_Recombination events.csv,6231,10000,['4'],1000,0.000025,0.01,0.1,5000,50,6226,9968,6226-9968,['4'],"['7', '47']","['50', '5', '19', '20', '13', '21', '37']",5,32,37,99.2,,,,,🎯 Perfect (1/1),56.84,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,6231-10000,99.2%,100.0%,0,99.2,,,,,,,,,,100,96.3,0,1,2,0,2,❌ None
104,105,2,98.47560975609755,19,4756,2,✅ Complete Match (1/1),Step 2: Best Match,4,4,4,13,0,9,100.0%,30.8%,✅ Equal,17,8,9,19_Recombination events.csv|4756,4756,19_Recombination events.csv,3723,5871,['8'],1000,0.000025,0.01,0.1,5000,50,3762,5864,3762-5864,['8'],"['38', '35', '21']","['3', '14', '18', '46', '20', '39', '47', '23', '42']",39,7,46,97.9,,,,,🎯 Perfect (1/1),56.58,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,3723-5871,97.9%,100.0%,0,97.9,,,,,,,,,,100,95.4,0,1,3,0,2,❌ None
105,106,1,98.45520082389288,2,4986,2,Standard_Match,Step 1: Approximate,2,2,2,9,0,7,100.0%,22.2%,✅ Equal,11,4,7,2_Recombination events.csv|4986,4986,2_Recombination events.csv,2253,7698,['39'],1000,0.000025,0.01,0.1,5000,50,2306,7692,2306-7692,['39'],"['6', '32']","['4', '40', '18', '46', '13', '48']",53,6,59,98.91643709825529,4555,1138.8,25,Exact Recombinant Match,,56.78328741965106,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,2253-7698,98.9%,100.0%,0,98.91643709825529,,,,,,,,,,100,94.1,0,1,7,0,2,❌ None
106,107,1,98.44533600802407,57,4790,4,⭐ Excellent Match (1/1),Step 2: Best Match,5,5,8,29,3,24,62.5%,17.2%,✅ Equal,37,10,27,57_Recombination events.csv|4790,4790,57_Recombination events.csv,6354,10000,['50'],1000,0.000025,0.01,0.1,5000,50,6370,9982,6370-9982,['50'],"['2', '13']","['33', '26', '17', '29', '36']",16,18,34,99.1,,,,,🎯 Perfect (1/1),56.82,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,6354-10000,99.1%,100.0%,0,99.1,,,,,,,,,,100,96.6,0,1,2,0,4,❌ None
107,108,3,98.44221105527639,11,5015,5,✅ Complete Match (1/1),Step 2: Best Match,5,5,6,14,1,9,83.3%,35.7%,✅ Equal,20,10,10,11_Recombination events.csv|5015,5015,11_Recombination events.csv,507,10000,['33'],1000,0.000025,0.01,0.1,5000,50,504,9967,504-9967,['33'],"['3', '23']","['15', '25']",3,33,36,99.7,,,,,🎯 Perfect (1/1),56.94,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,507-10000,99.7%,100.0%,0,99.7,,,,,,,,,,100,96.4,0,1,3,0,5,❌ None
108,109,2,98.4359233097881,36,4926,4,✅ Complete Match (1/1),Step 2: Best Match,4,4,4,25,0,21,100.0%,16.0%,✅ Equal,29,8,21,36_Recombination events.csv|4926,4926,36_Recombination events.csv,7308,9888,['20'],1000,0.000025,0.01,0.1,5000,50,7334,9902,7334-9902,['20'],"['19', '18']","['35', '1', '34']",26,14,40,99,,,,,🎯 Perfect (1/1),56.8,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,4,7308-9888,99.0%,100.0%,0,99,,,,,,,,,,100,96,0,1,3,0,4,❌ None
109,110,2,98.35390946502056,8,4847,3,✅ Complete Match (1/1),Step 2: Best Match,6,6,6,29,0,23,100.0%,20.7%,✅ Equal,35,12,23,8_Recombination events.csv|4847,4847,8_Recombination events.csv,8961,9981,"['15', '16', '22', '29', '3', '41', '42']",1000,0.000025,0.01,0.1,5000,50,8928,9954,8928-9954,"['15', '3', '41', '29', '16', '22', '42']",['36'],"['30', '14', '9', '17']",33,27,60,97.4,,,,,✅ Complete (7/7),56.480000000000004,100,7/7,100,7,7,7/7,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,8961-9981,97.4%,100.0%,0,97.4,,,,,,,,,,100,94,0,1,3,0,3,❌ None
110,111,2,98.27044025157232,65,4988,1,✅ Complete Match (1/1),Step 2: Best Match,3,3,4,10,1,7,75.0%,30.0%,✅ Equal,14,6,8,65_Recombination events.csv|4988,4988,65_Recombination events.csv,432,1911,['31'],1000,0.000025,0.01,0.1,5000,50,490,1932,490-1932,['31'],"['10', '42']","['19', '20', '32', '37']",58,21,79,96.1,,,,,🎯 Perfect (1/1),56.22,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,432-1911,96.1%,100.0%,0,96.1,,,,,,,,,,100,92.1,0,1,3,0,1,❌ None
111,112,1,98.24473420260782,45,4741,7,✅ Complete Match (1/1),Step 2: Best Match,6,5,7,26,1,21,85.7%,19.2%,❌ Diff: RDP=6 vs Santa=5,33,11,22,45_Recombination events.csv|4741,4741,45_Recombination events.csv,7500,10000,"['1', '11', '12', '18', '19', '20', '21', '22', '23', '24', '25', '27', '30', '32', '33', '34', '35', '37', '4', '41', '42', '47', '49', '50', '6', '8']",1000,0.000025,0.01,0.1,5000,50,7500,9962,7500-9962,"['32', '50', '34', '49', '19', '20', '27', '47', '37', '33', '24', '18', '1', '11', '4', '25', '41', '6', '12', '35', '21', '8', '22', '23', '42', '30']","['26', '31', '17', '3', '7', '10', '29', '38', '46', '28', '5', '36', '9']",['16'],0,38,38,98.5,,,,,✅ Complete (26/26),56.7,100,26/26,100,26,26,26/26,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,7,7500-10000,98.5%,100.0%,0,98.5,,,,,,,,,,84.61538461538461,96.2,0,1,3,0,7,❌ None
112,113,2,98.23906083244397,100,5045,2,✅ Complete Match (1/1),Step 2: Best Match,2,2,2,12,0,10,100.0%,16.7%,✅ Equal,14,4,10,100_Recombination events.csv|5045,5045,100_Recombination events.csv,1383,10000,"['14', '45']",1000,0.000025,0.01,0.1,5000,50,1453,9974,1453-9974,"['14', '45']",['32'],['40'],70,26,96,98.9,,,,,✅ Complete (2/2),56.78,100,2/2,100,2,2,2/2,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,1383-10000,98.9%,100.0%,0,98.9,,,,,,,,,,100,90.4,0,1,3,0,2,❌ None
113,114,1,98.17813765182187,70,4981,2,Standard_Match,Step 1: Approximate,5,5,6,20,1,15,83.3%,25.0%,✅ Equal,26,10,16,70_Recombination events.csv|4981,4981,70_Recombination events.csv,3102,4803,['31'],1000,0.000025,0.01,0.1,5000,50,3101,4850,3101-4850,['31'],"['15', '7', '18', '12', '38', '49', '28', '9', '23']","['4', '36', '22', '6']",1,47,48,100,1701,425.2,25,Exact Recombinant Match,,57,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,3102-4803,100.0%,100.0%,0,100,,,,,,,,,,100,95.2,0,1,7,0,2,❌ None
114,115,2,98.13508064516128,6,4920,2,Standard_Match,Step 1: Approximate,6,6,9,21,3,15,66.7%,28.6%,✅ Equal,30,12,18,6_Recombination events.csv|4920,4920,6_Recombination events.csv,6765,10000,['13'],1000,0.000025,0.01,0.1,5000,50,6766,9956,6766-9956,['13'],['17'],"['30', '34', '22', '5']",1,44,45,98.60896445131375,3235,808.8,25,Exact Recombinant Match,,56.72179289026275,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,6765-10000,98.6%,100.0%,0,98.60896445131375,,,,,,,,,,100,95.5,0,1,7,0,2,❌ None
115,116,1,98.08467741935485,40,4954,3,Standard_Match,Step 1: Approximate,3,3,3,15,0,12,100.0%,20.0%,✅ Equal,18,6,12,40_Recombination events.csv|4954,4954,40_Recombination events.csv,1737,2214,['16'],1000,0.000025,0.01,0.1,5000,50,1713,2236,1713-2236,['16'],['34'],['4'],24,22,46,100,477,119.2,25,Exact Recombinant Match,,57,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,1737-2214,100.0%,100.0%,0,100,,,,,,,,,,100,95.4,0,1,7,0,3,❌ None
116,117,1,98.03625377643505,21,4923,2,Standard_Match,Step 1: Approximate,2,2,3,16,1,14,66.7%,12.5%,✅ Equal,19,4,15,21_Recombination events.csv|4923,4923,21_Recombination events.csv,4992,7677,"['30', '4']",1000,0.000025,0.01,0.1,5000,50,4992,7723,4992-7723,"['30', '4']","['15', '17', '3', '18', '13', '16', '43']",['7'],0,46,46,100,2685,671.2,25,Exact Recombinant Match,,57,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,4992-7677,100.0%,100.0%,0,100,,,,,,,,,,100,95.4,0,1,7,0,2,❌ None
117,118,2,98.0263157894737,70,5003,5,Standard_Match,Step 1: Approximate,5,5,6,20,1,15,83.3%,25.0%,✅ Equal,26,10,16,70_Recombination events.csv|5003,5003,70_Recombination events.csv,2343,10000,['38'],1000,0.000025,0.01,0.1,5000,50,2342,9950,2342-9950,['38'],"['4', '31', '6', '20', '16', '36', '22', '43']","['23', '9', '48']",1,50,51,99.34700274258849,2343,585.8,25,Exact Recombinant Match,,56.8694005485177,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,5,2343-10000,99.3%,100.0%,0,99.34700274258849,,,,,,,,,,100,94.9,0,1,7,0,5,❌ None
118,119,2,97.9,85,4991,2,✅ Complete Match (1/1),Step 2: Best Match,7,6,8,23,1,17,87.5%,26.1%,❌ Diff: RDP=7 vs Santa=6,31,13,18,85_Recombination events.csv|4991,4991,85_Recombination events.csv,4167,10000,"['13', '17']",1000,0.000025,0.01,0.1,5000,50,4162,9963,4162-9963,"['13', '17']","['19', '48', '20', '23']","['3', '40', '4', '24']",5,37,42,99.4,,,,,✅ Complete (2/2),56.88,100,2/2,100,2,2,2/2,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,4167-10000,99.4%,100.0%,0,99.4,,,,,,,,,,100,95.8,0,1,3,0,2,❌ None
119,120,3,97.78225806451613,6,4746,3,Standard_Match,Step 1: Approximate,6,6,9,21,3,15,66.7%,28.6%,✅ Equal,30,12,18,6_Recombination events.csv|4746,4746,6_Recombination events.csv,4152,10000,['18'],1000,0.000025,0.01,0.1,5000,50,4156,9952,4156-9952,['18'],"['34', '20', '16', '15', '3', '2', '48', '26', '25', '7', '12', '38', '21', '43', '22', '42', '30', '5', '9', '44']",['28'],4,48,52,99.11080711354309,4152,1038,25,Exact Recombinant Match,,56.82216142270862,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,3,4152-10000,99.1%,100.0%,0,99.11080711354309,,,,,,,,,,100,94.8,0,1,7,0,3,❌ None
120,121,1,97.72497472194135,95,4936,"3, 4",Cross Match (Case_S1_E2E),Step 6: Cross Matches,4,3,4,18,0,15,100.0%,16.7%,❌ Diff: RDP=4 vs Santa=3,22,7,15,95_Recombination events.csv|4936,4936,95_Recombination events.csv,7914,10000,['43'],1000,0.000025,0.01,0.1,5000,50,7918,9948,7918-9282 | 9283-9948,['43'] | ['43'],['34'] | ['34'],"['7', '11', '21'] | ['16', '11', '18', '10']",,,,,,,,,,85.5,,,100,,,,50,,,,,,,100,,,,,100,,,,2,,,,,,,,,100,✅ Yes,✅ Yes,3.0,4.0,None,0.0,✅ Yes,✅ Yes,"3, 4",7914-10000,100.0%,100.0%,100,100,,,,,,,,,,100,94.4,5,3,4,100,"3,4",✅ Start+End
121,122,1,97.69307923771314,69,4989,2,Standard_Match,Step 1: Approximate,5,4,5,13,0,9,100.0%,30.8%,❌ Diff: RDP=5 vs Santa=4,18,9,9,69_Recombination events.csv|4989,4989,69_Recombination events.csv,2841,10000,['6'],1000,0.000025,0.01,0.1,5000,50,2832,9960,2832-9960,['6'],"['3', '1', '41']",['20'],9,40,49,99.4412627461936,2841,710.2,25,Exact Recombinant Match,,56.88825254923872,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,2841-10000,99.4%,100.0%,0,99.4412627461936,,,,,,,,,,100,95.1,0,1,7,0,2,❌ None
122,123,2,97.65868886576482,91,4933,2,Standard_Match,Step 1: Approximate,2,2,3,14,1,12,66.7%,14.3%,✅ Equal,17,4,13,91_Recombination events.csv|4933,4933,91_Recombination events.csv,3915,7260,['26'],1000,0.000025,0.01,0.1,5000,50,3833,7262,3833-7262,['26'],['36'],['23'],82,2,84,100,3345,836.2,25,Exact Recombinant Match,,57,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,3915-7260,100.0%,100.0%,0,100,,,,,,,,,,100,91.6,0,1,7,0,2,❌ None
123,124,2,97.54262788365095,79,4872,2,Standard_Match,Step 1: Approximate,4,4,4,18,0,14,100.0%,22.2%,✅ Equal,22,8,14,79_Recombination events.csv|4872,4872,79_Recombination events.csv,2286,10000,['6'],1000,0.000025,0.01,0.1,5000,50,2296,9958,2296-9958,['6'],['5'],['40'],10,42,52,99.32590095929478,2286,571.5,25,Exact Recombinant Match,,56.865180191858954,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,2,2286-10000,99.3%,100.0%,0,99.32590095929478,,,,,,,,,,100,94.8,0,1,7,0,2,❌ None
124,125,1,97.53272910372608,58,4953,"3, 6",Cross Match (Case_S1_E2E),Step 6: Cross Matches,6,5,6,21,0,16,100.0%,23.8%,❌ Diff: RDP=6 vs Santa=5,27,11,16,58_Recombination events.csv|4953,4953,58_Recombination events.csv,4500,7863,['50'],1000,0.000025,0.01,0.1,5000,50,4500,7919,4500-7919 | 7419-7856,['50'] | ['50'],"['35', '21'] | ['29', '49', '18']","['46', '36', '37'] | ['26', '7', '2', '6', '12', '38', '20', '23']",,,,,,,,,,85.5,,,100,,,,50,,,,,,,100,,,,,100,,,,2,,,,,,,,,100,✅ Yes,✅ Yes,3.0,6.0,None,0,✅ Yes,✅ Yes,"3, 6",4500-7863,100.0%,100.0%,100,100,,,,,,,,,,100,94.4,5,3,4,100,"3,6",✅ Start+End
125,126,2,97.42376445846477,20,4980,"4, 5",Multiple Start Match (2 RDPs),Step 6: Cross Matches,5,4,5,14,0,10,100.0%,28.6%,❌ Diff: RDP=5 vs Santa=4,19,9,10,20_Recombination events.csv|4980,4980,20_Recombination events.csv,945,7722,"['30', '50']",1000,0.000025,0.01,0.1,5000,50,971,7794,971-7794 | 972-3456,"['30', '50'] | ['30', '50']","['15', '26', '31', '17', '36', '40', '18', '34', '10', '12', '38', '19', '28', '11', '9', '37'] | ['33', '8']","['33', '24', '25', '3', '7', '14', '39', '20', '13', '21', '45', '1', '8', '23'] | ['15', '26', '31', '17', '36', '40', '18', '34', '10', '12', '38', '19', '28', '11', '9', '37']",,,,,,,,,,85.5,,,100,,,,50,,,,,,,100,,,,,100,,,,2,,,,,,,,,100,✅ Yes,✅ Yes,5.0,4.0,None,0.0,✅ Yes,✅ Yes,"4, 5",945-7722,100.0%,100.0%,100,100,,,,,,,,,,100,90.2,5,3,8,100,"4,5",✅ Start+End
126,127,3,97.3069105691057,19,4934,1,Standard_Match,Step 1: Approximate,4,4,4,13,0,9,100.0%,30.8%,✅ Equal,17,8,9,19_Recombination events.csv|4934,4934,19_Recombination events.csv,8283,10000,['8'],1000,0.000025,0.01,0.1,5000,50,8236,9978,8236-9978,['8'],['1'],"['50', '20', '28', '47', '36', '33', '31', '3', '40', '18', '10', '48', '4', '25', '7', '12', '46', '45', '43', '23', '22', '42', '17', '30', '14', '5', '39', '9', '44']",47,22,69,98.71869539895167,1717,429.2,25,Exact Recombinant Match,,56.74373907979033,,,,,,,70,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,8283-10000,98.7%,100.0%,0,98.71869539895167,,,,,,,,,,100,93.1,0,1,7,0,1,❌ None
127,128,2,97.1859296482412,88,4884,1,✅ Complete Match (1/1),Step 2: Best Match,5,5,5,8,0,3,100.0%,62.5%,✅ Equal,13,10,3,88_Recombination events.csv|4884,4884,88_Recombination events.csv,2631,10000,['31'],1000,0.000025,0.01,0.1,5000,50,2634,9942,2634-9942,['31'],['29'],"['24', '18', '35', '48', '13', '44']",3,58,61,99.2,,,,,🎯 Perfect (1/1),56.84,100,1/1,100,1,1,1/1,70,100,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,1,2631-10000,99.2%,100.0%,0,99.2,,,,,,,,,,100,93.9,0,1,3,0,1,❌ None
