SantaID,Santa_Event,Santa_Tag,Santa_INI,Santa_END,Santa_Recombinant,santa_popSize,santa_mutationRate,santa_recombProb,santa_dualInfectProb,santa_genCount,santa_sampleSize,RDP_Event_ID,RDP_INI,RDP_END,RDP_Breakpoints,RDP_Recombinant,RDP_Minor,RDP_Major,INI_Difference,END_Difference,Total_Difference,Overlap_Percentage,Fragment_Size,Dynamic_Tolerance,Tolerance_Percent,Source_Tab,Match_Type,Validation,Recombinant_Match_Quality,Quality_Score,Jaccard_Similarity,Sequence_Ratio,Sequence_Coverage,Santa_Recombinant_Count,RDP_Recombinant_Count,Covered_Sequences,Breakpoint_Score,Overlap_Score,Santa_Breakpoint,Santa_Size,Santa_Seqs_Count,Santa_Recombinant_Full,Santa_Recombinant_List,Chain_Score,Start_Score,End_Score,Continuity_Score,Recombinant_Score,Seq_Ratio,Seq_Ratio_%,Reaches_Santa_End,Reaches_End,Reaches_Start,RDP_Recombinant_Full,RDP_Recombinant_List,RDP_Tags,Chain_Length,Chain_INI,Chain_END,Start_Distance,End_Distance,Total_Gap,Chain_Logic_Valid,Logic_Validation_Msg,All_Collected_Recombinants,All_Collected_Recombinants_Count,Recombinants_List,Coverage_Percentage,Start_Gap,End_Gap,_Total_Distance,RDP_Match_Types,Tag,Santa_ID,Recombinant_Match_Score,Start_End_Diff_Score,RDP_Set,Tag_Specific_Quality_Score,Tag_Rank,Global_Rank,Tag_RDP_Count,Tag_Santa_Count,Tag_Original_RDP_Count,Tag_Original_Santa_Count,Tag_Remaining_RDP,Tag_Remaining_Santa,Tag_RDP_Match_Rate,Tag_Santa_Match_Rate,RDP_Santa_Equal,Tag_Total_Original,Tag_Total_Matched,Tag_Total_Remaining
10_Recombination events.csv|2371,2371,10_Recombination events.csv,6780,10000,"['18', '34']",1000,2.5e-05,0.005,0.1,5000,50,1,6778,9999,6778-9999,"['18', '34']",['38'],"['1', '29', '14', '17']",2.0,1.0,3.0,100.0,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,✅ Complete (2/2),59.0,100.0,2/2,100.0,2.0,2.0,2/2,99.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2371,100.0,99.7,1,100.0,1,1,1,1,1,8,0,7,100.0%,12.5%,✅ Equal,9,2,7
24_Recombination events.csv|2426,2426,24_Recombination events.csv,3609,8565,"['10', '11', '23', '25', '29', '36', '37', '45']",1000,2.5e-05,0.005,0.1,5000,50,1,3552,8600,3552-8600,"['37', '29', '25', '23', '36', '11', '10', '45']",['33'],"['21', '24', '31', '4', '6', '27', '32', '35', '7', '38', '9', '17', '26', '8', '30', '15', '42', '39']",57.0,35.0,92.0,100.0,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (8/8),57.0,100.0,8/8,100.0,8.0,8.0,8/8,90.7,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,2426,75.0,90.8,1,100.0,1,40,1,1,1,6,0,5,100.0%,16.7%,✅ Equal,7,2,5
31_Recombination events.csv|2584,2584,31_Recombination events.csv,2538,10000,['23'],1000,2.5e-05,0.005,0.1,5000,50,1,2498,9946,2498-9946,['23'],"['40', '37', '31', '47', '9', '14']","['42', '6', '19', '27']",40.0,54.0,94.0,99.3,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),56.86,100.0,1/1,100.0,1.0,1.0,1/1,81.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,2584,100.0,90.6,1,100.0,1,41,2,2,3,6,1,4,66.7%,33.3%,✅ Equal,9,4,5
2_Recombination events.csv|2522,2522,2_Recombination events.csv,5175,7323,['9'],1000,2.5e-05,0.005,0.1,5000,50,1,5174,7308,5174-7308,['9'],"['38', '43', '42']","['11', '45']",1.0,15.0,16.0,99.30167597765363,2148.0,537.0,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.86033519553072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2522,100.0,98.4,1,100.0,1,42,1,1,1,12,0,11,100.0%,8.3%,✅ Equal,13,2,11
25_Recombination events.csv|2504,2504,25_Recombination events.csv,4524,7950,['8'],1000,2.5e-05,0.005,0.1,5000,50,1,4528,7930,4528-7930,['8'],"['1', '11', '37', '20']","['22', '49', '7']",4.0,20.0,24.0,99.3,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,🎯 Perfect (1/1),56.86,100.0,1/1,100.0,1.0,1.0,1/1,96.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,2504,100.0,97.6,1,100.0,1,43,1,1,2,7,1,6,50.0%,14.3%,✅ Equal,9,2,7
13_Recombination events.csv|2513,2513,13_Recombination events.csv,4029,10000,"['18', '41']",1000,2.5e-05,0.005,0.1,5000,50,1,4042,9976,4042-9976,"['18', '41']","['35', '23', '34', '2', '11', '5', '42', '10', '15', '19']","['12', '26']",13.0,24.0,37.0,99.4,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (2/2),56.88,100.0,2/2,100.0,2.0,2.0,2/2,95.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2513,100.0,96.3,1,100.0,1,44,2,2,2,5,0,3,100.0%,40.0%,✅ Equal,7,4,3
14_Recombination events.csv|2556,2556,14_Recombination events.csv,6012,9321,['47'],1000,2.5e-05,0.005,0.1,5000,50,1,6014,9321,6014-9321,['47'],"['8', '14', '29']","['3', '45', '28']",2.0,0.0,2.0,99.93955877908733,3309.0,827.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,58.987911755817464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2556,100.0,99.8,1,100.0,1,45,2,2,2,6,0,4,100.0%,33.3%,✅ Equal,8,4,4
23_Recombination events.csv|2396,2396,23_Recombination events.csv,3999,4389,"['27', '38']",1000,2.5e-05,0.005,0.1,5000,50,2,4032,4378,4032-4378,"['27', '38']",['49'],['21'],33.0,11.0,44.0,88.71794871794872,390.0,97.5,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,54.743589743589745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,2396,100.0,95.6,2,100.0,1,46,2,2,2,4,0,2,100.0%,50.0%,✅ Equal,6,4,2
19_Recombination events.csv|2534,2534,19_Recombination events.csv,1809,10000,['8'],1000,2.5e-05,0.005,0.1,5000,50,1,1820,9856,1820-9856,['8'],['45'],"['13', '3', '6', '19']",11.0,144.0,155.0,98.10767916005372,1809.0,452.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,54.62153583201075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,2534,100.0,84.5,1,100.0,1,47,2,2,2,4,0,2,100.0%,50.0%,✅ Equal,6,4,2
11_Recombination events.csv|2508,2508,11_Recombination events.csv,7449,10000,['34'],1000,2.5e-05,0.005,0.1,5000,50,1,7462,9990,7462-9990,['34'],['43'],"['41', '45', '9', '23']",13.0,10.0,23.0,99.1,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,🎯 Perfect (1/1),56.82,100.0,1/1,100.0,1.0,1.0,1/1,95.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,2508,100.0,97.7,1,100.0,1,48,3,3,4,10,1,7,75.0%,30.0%,✅ Equal,14,6,8
3_Recombination events.csv|2267,2267,3_Recombination events.csv,5766,8088,"['13', '16', '19', '2', '20', '24', '27', '28', '29', '3', '32', '33', '37', '38', '4', '41', '44', '45', '47', '48', '5', '50', '6']",1000,2.5e-05,0.005,0.1,5000,50,1,5827,8072,5827-8072,"['44', '29', '24', '28', '3', '27', '2', '16', '48', '50', '33', '13', '19', '20', '32', '6', '38', '47', '37', '4', '5', '45', '41']","['35', '18', '49', '34', '9']","['40', '21', '31', '23', '11', '17', '42', '22', '10', '15']",61.0,16.0,77.0,96.7,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (23/23),56.34,100.0,23/23,100.0,23.0,23.0,23/23,83.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2267,82.6086956521739,92.3,1,100.0,1,49,1,1,1,7,0,6,100.0%,14.3%,✅ Equal,8,2,6
18_Recombination events.csv|2477,2477,18_Recombination events.csv,4290,5892,['30'],1000,2.5e-05,0.005,0.1,5000,50,1,4291,5940,4291-5940,['30'],['31'],['20'],1.0,48.0,49.0,99.93757802746566,1602.0,400.5,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.98751560549313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,2477,100.0,95.1,1,100.0,1,50,2,2,2,5,0,3,100.0%,40.0%,✅ Equal,7,4,3
27_Recombination events.csv|2552,2552,27_Recombination events.csv,5889,10000,['36'],1000,2.5e-05,0.005,0.1,5000,50,1,5894,9976,5894-9976,['36'],"['25', '21', '3', '43', '48', '12', '15']","['28', '6', '16', '22', '41']",5.0,24.0,29.0,99.3,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,🎯 Perfect (1/1),56.86,100.0,1/1,100.0,1.0,1.0,1/1,96.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,2552,100.0,97.1,1,100.0,1,51,1,1,1,9,0,8,100.0%,11.1%,✅ Equal,10,2,8
66_Recombination events.csv|2347,2347,66_Recombination events.csv,4470,9936,['45'],1000,2.5e-05,0.005,0.1,5000,50,2,4472,9940,4472-9940,['45'],"['37', '32', '24', '28', '3', '38', '46', '23', '7', '2', '5', '26', '8', '15', '19']","['10', '31']",2.0,4.0,6.0,100.0,,,,Step 2: Best Match,🎯 Perfect Match (1/1),,🎯 Perfect (1/1),59.0,100.0,1/1,100.0,1.0,1.0,1/1,99.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,2347,100.0,99.4,2,99.9497487437186,2,52,2,2,2,6,0,4,100.0%,33.3%,✅ Equal,8,4,4
28_Recombination events.csv|2469,2469,28_Recombination events.csv,6267,6387,['34'],1000,2.5e-05,0.005,0.1,5000,50,3,6268,6384,6268-6384,['34'],['37'],"['44', '28']",1.0,3.0,4.0,96.7,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),58.34,100.0,1/1,100.0,1.0,1.0,1/1,83.3,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2469,100.0,99.6,3,99.84984984984985,1,53,3,3,3,7,0,4,100.0%,42.9%,✅ Equal,10,6,4
89_Recombination events.csv|2478,2478,89_Recombination events.csv,4230,10000,['24'],1000,2.5e-05,0.005,0.1,5000,50,2,4234,9989,4234-9989,['24'],"['7', '29', '39']","['35', '12', '38']",4.0,11.0,15.0,99.74003466204506,4230.0,1057.5,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.948006932409015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,2478,100.0,98.5,2,99.84817813765181,2,54,7,7,8,12,1,5,87.5%,58.3%,✅ Equal,20,14,6
80_Recombination events.csv|2324,2324,80_Recombination events.csv,8040,8193,"['11', '24']",1000,2.5e-05,0.005,0.1,5000,50,3,8032,8218,8032-8218,"['11', '24']","['44', '29', '15', '28', '3', '27', '2', '16', '48', '50', '33', '10', '19', '40', '21', '25', '31', '6', '14', '37', '9', '45']",['47'],8.0,25.0,33.0,100.0,153.0,38.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,2324,100.0,96.7,3,99.84536082474227,2,55,3,3,3,8,0,5,100.0%,37.5%,✅ Equal,11,6,5
86_Recombination events.csv|2462,2462,86_Recombination events.csv,6129,7578,['50'],1000,2.5e-05,0.005,0.1,5000,50,1,6137,7559,6137-7559,['50'],['13'],"['8', '27', '29']",8.0,19.0,27.0,98.13664596273291,1449.0,362.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.62732919254658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,2462,100.0,97.3,1,99.4410569105691,1,56,4,4,4,10,0,6,100.0%,40.0%,✅ Equal,14,8,6
93_Recombination events.csv|2577,2577,93_Recombination events.csv,6036,10000,"['10', '48']",1000,2.5e-05,0.005,0.1,5000,50,1,6054,9993,6054-9993,"['10', '48']",['8'],"['11', '13', '23']",18.0,7.0,25.0,99.4,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,✅ Complete (2/2),56.88,100.0,2/2,100.0,2.0,2.0,2/2,96.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,2577,100.0,97.5,1,99.3920972644377,1,57,2,2,4,10,2,8,50.0%,20.0%,✅ Equal,14,4,10
5_Recombination events.csv|1963,1963,5_Recombination events.csv,7500,10000,['5'],1000,2.5e-05,0.005,0.1,5000,50,3,7508,9990,7508-9990,['5'],"['1', '44', '24', '30', '15', '39', '28', '3', '2', '36', '16', '48', '17', '26', '42', '33', '10', '40', '21', '31', '32', '18', '6', '38', '23', '34', '47', '49', '12', '14', '37', '46', '4', '9', '45', '41']","['22', '29', '25', '35', '27', '43', '7', '8', '13', '19', '20']",8.0,10.0,18.0,99.3,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,🎯 Perfect (1/1),58.86,100.0,1/1,100.0,1.0,1.0,1/1,96.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1963,100.0,98.2,3,99.3467336683417,2,58,4,4,4,10,0,6,100.0%,40.0%,✅ Equal,14,8,6
100_Recombination events.csv|2476,2476,100_Recombination events.csv,8022,10000,"['18', '24']",1000,2.5e-05,0.005,0.1,5000,50,2,8020,9978,8020-9978,"['18', '24']","['40', '23']","['9', '26']",2.0,22.0,24.0,98.9,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (2/2),56.78,100.0,2/2,100.0,2.0,2.0,2/2,93.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,2476,100.0,97.6,2,99.3427704752275,1,59,2,2,3,4,1,2,66.7%,50.0%,✅ Equal,7,4,3
6_Recombination events.csv|2422,2422,6_Recombination events.csv,8268,10000,['48'],1000,2.5e-05,0.005,0.1,5000,50,1,8260,9982,8260-9982,['48'],['43'],"['27', '19', '38', '32']",8.0,18.0,26.0,99.0,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),56.8,100.0,1/1,100.0,1.0,1.0,1/1,92.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2422,100.0,97.4,1,99.2914979757085,2,60,2,2,2,8,0,6,100.0%,25.0%,✅ Equal,10,4,6
75_Recombination events.csv|2410,2410,75_Recombination events.csv,3297,6063,['6'],1000,2.5e-05,0.005,0.1,5000,50,2,3295,6034,3295-6034,['6'],"['4', '40']","['8', '27', '34']",2.0,29.0,31.0,99.0,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),56.8,100.0,1/1,100.0,1.0,1.0,1/1,94.4,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,2410,100.0,96.9,2,99.28789420142422,2,61,2,2,2,5,0,3,100.0%,40.0%,✅ Equal,7,4,3
78_Recombination events.csv|2374,2374,78_Recombination events.csv,267,10000,"['23', '34']",1000,2.5e-05,0.005,0.1,5000,50,5,272,9980,272-9980,"['23', '34']","['1', '12', '29', '7']","['32', '46', '18', '6', '48', '42', '22', '13']",5.0,20.0,25.0,99.74314188842084,267.0,66.8,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.94862837768417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,2374,100.0,97.5,5,98.99497487437186,2,62,5,4,6,15,1,11,83.3%,26.7%,❌ Diff: RDP=5 vs Santa=4,21,9,12
22_Recombination events.csv|2541,2541,22_Recombination events.csv,5745,10000,['7'],1000,2.5e-05,0.005,0.1,5000,50,1,5739,9977,5739-9977,['7'],['45'],"['1', '28']",6.0,23.0,29.0,99.5,,,,Step 2: Best Match,⭐ Excellent Match (1/1),,🎯 Perfect (1/1),56.900000000000006,100.0,1/1,100.0,1.0,1.0,1/1,96.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,2541,100.0,97.1,1,98.99091826437942,1,63,2,2,2,6,0,4,100.0%,33.3%,✅ Equal,8,4,4
74_Recombination events.csv|2239,2239,74_Recombination events.csv,5676,9555,"['11', '14', '15', '18', '19', '21', '32', '33', '38', '39', '42', '43', '46', '5', '50', '7']",1000,2.5e-05,0.005,0.1,5000,50,2,5714,9552,5714-9552,"['15', '21', '32', '46', '18', '38', '43', '7', '11', '5', '50', '42', '33', '14', '19', '39']","['10', '3', '2']","['44', '29', '35', '30', '28', '36', '48', '17', '26', '8', '13', '20', '40', '25', '31', '6', '23', '34', '47', '22', '12', '37', '4', '9', '45']",38.0,3.0,41.0,98.9,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (16/16),56.78,100.0,16/16,100.0,16.0,16.0,16/16,94.7,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,2239,75.0,95.9,2,98.63083164300204,1,64,2,2,2,10,0,8,100.0%,20.0%,✅ Equal,12,4,8
39_Recombination events.csv|2493,2493,39_Recombination events.csv,3966,5304,['25'],1000,2.5e-05,0.005,0.1,5000,50,2,3926,5312,3926-5312,['25'],"['18', '50', '29', '2']","['12', '27']",40.0,8.0,48.0,100.0,1338.0,334.5,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,2493,100.0,95.2,2,98.62104187946885,1,65,2,2,3,6,1,4,66.7%,33.3%,✅ Equal,9,4,5
82_Recombination events.csv|2536,2536,82_Recombination events.csv,777,7365,['5'],1000,2.5e-05,0.005,0.1,5000,50,1,792,7344,792-7344,['5'],"['4', '44']","['37', '14']",15.0,21.0,36.0,99.5,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),56.900000000000006,100.0,1/1,100.0,1.0,1.0,1/1,94.7,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,2536,100.0,96.4,1,98.58870967741936,2,66,2,2,2,9,0,7,100.0%,22.2%,✅ Equal,11,4,7
30_Recombination events.csv|2479,2479,30_Recombination events.csv,2442,10000,['11'],1000,2.5e-05,0.005,0.1,5000,50,2,2465,9962,2465-9962,['11'],['35'],"['40', '28']",23.0,38.0,61.0,99.2,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),56.84,100.0,1/1,100.0,1.0,1.0,1/1,87.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,2479,100.0,93.9,2,98.5522233712513,1,67,2,2,2,4,0,2,100.0%,50.0%,✅ Equal,6,4,2
14_Recombination events.csv|2553,2553,14_Recombination events.csv,3561,8592,['39'],1000,2.5e-05,0.005,0.1,5000,50,2,3572,8570,3572-8570,['39'],['45'],"['4', '24']",11.0,22.0,33.0,99.34406678592725,4969.0,1242.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.86881335718545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,2553,100.0,96.7,2,98.44689378757515,2,68,2,2,2,6,0,4,100.0%,33.3%,✅ Equal,8,4,4
62_Recombination events.csv|2437,2437,62_Recombination events.csv,1134,4140,['3'],1000,2.5e-05,0.005,0.1,5000,50,2,1120,4170,1120-4170,['3'],"['49', '38', '11', '48', '50']",['46'],14.0,30.0,44.0,100.0,3006.0,751.5,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,2437,100.0,95.6,2,98.42958459979735,2,69,2,2,2,5,0,3,100.0%,40.0%,✅ Equal,7,4,3
70_Recombination events.csv|2463,2463,70_Recombination events.csv,6213,9252,['14'],1000,2.5e-05,0.005,0.1,5000,50,2,6193,9296,6193-9296,['14'],"['1', '37', '34', '50', '45', '30']","['32', '24', '6', '49', '47', '5']",20.0,44.0,64.0,100.0,3039.0,759.8,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,2463,100.0,93.6,2,98.3971044467425,2,70,2,2,2,3,0,1,100.0%,66.7%,✅ Equal,5,4,1
15_Recombination events.csv|2408,2408,15_Recombination events.csv,330,10000,"['1', '19', '38', '45']",1000,2.5e-05,0.005,0.1,5000,50,2,324,9971,324-9971,"['1', '45', '38', '19']","['26', '32']","['22', '3', '23', '11', '9', '8', '30', '20', '39']",6.0,29.0,35.0,99.7,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (4/4),56.94,100.0,4/4,100.0,4.0,4.0,4/4,47.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,2408,50.0,96.5,2,98.2982982982983,1,71,2,2,2,7,0,5,100.0%,28.6%,✅ Equal,9,4,5
19_Recombination events.csv|2531,2531,19_Recombination events.csv,1482,10000,"['12', '27', '7']",1000,2.5e-05,0.005,0.1,5000,50,2,1442,9856,1442-9856,"['12', '27', '7']",['34'],"['45', '38']",40.0,144.0,184.0,98.30946231509743,1482.0,370.5,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,54.661892463019484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,2531,100.0,81.6,2,98.28402366863905,2,72,2,2,2,4,0,2,100.0%,50.0%,✅ Equal,6,4,2
89_Recombination events.csv|2407,2407,89_Recombination events.csv,7770,10000,['4'],1000,2.5e-05,0.005,0.1,5000,50,5,7814,9993,7814-9993,['4'],"['7', '29', '39']","['1', '43', '11', '30', '28', '3', '27', '2', '17', '10', '20', '25', '31', '32', '18', '6', '47', '37', '46', '5', '9', '45', '41']",44.0,7.0,51.0,97.71300448430493,2230.0,557.5,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.54260089686099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,2407,100.0,94.9,5,98.0263157894737,3,73,7,7,8,12,1,5,87.5%,58.3%,✅ Equal,20,14,6
65_Recombination events.csv|2457,2457,65_Recombination events.csv,102,5019,['26'],1000,2.5e-05,0.005,0.1,5000,50,3,136,5029,136-5029,['26'],['18'],"['8', '41', '46']",34.0,10.0,44.0,99.30852145617246,4917.0,1229.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.86170429123449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,2457,100.0,95.6,3,97.99196787148594,1,74,4,4,4,14,0,10,100.0%,28.6%,✅ Equal,18,8,10
87_Recombination events.csv|2432,2432,87_Recombination events.csv,6345,8532,['8'],1000,2.5e-05,0.005,0.1,5000,50,2,6346,8480,6346-8480,['8'],['40'],"['1', '49', '17']",1.0,52.0,53.0,97.6,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),56.519999999999996,100.0,1/1,100.0,1.0,1.0,1/1,87.9,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,2432,100.0,94.7,2,97.97365754812563,1,75,4,3,8,11,4,8,50.0%,27.3%,❌ Diff: RDP=4 vs Santa=3,19,7,12
89_Recombination events.csv|2487,2487,89_Recombination events.csv,8559,10000,['13'],1000,2.5e-05,0.005,0.1,5000,50,4,8539,9964,8539-9964,['13'],"['8', '15']",['49'],20.0,36.0,56.0,97.50173490631506,1441.0,360.2,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.500346981263014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,2487,100.0,94.4,4,97.77327935222672,4,76,7,7,8,12,1,5,87.5%,58.3%,✅ Equal,20,14,6
42_Recombination events.csv|2491,2491,42_Recombination events.csv,6390,10000,['9'],1000,2.5e-05,0.005,0.1,5000,50,2,6440,9976,6440-9976,['9'],['13'],"['37', '25', '6', '7', '5', '14', '20']",50.0,24.0,74.0,98.0,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),56.6,100.0,1/1,100.0,1.0,1.0,1/1,89.8,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,2491,100.0,92.6,2,97.5359342915811,2,77,2,2,2,11,0,9,100.0%,18.2%,✅ Equal,13,4,9
16_Recombination events.csv|2303,2303,16_Recombination events.csv,1860,4341,"['12', '14', '15', '28', '31', '32', '34', '9']",1000,2.5e-05,0.005,0.1,5000,50,1,1917,4346,1917-4346,"['14', '32', '28', '31', '34', '9', '12', '15']","['18', '5', '25']","['13', '17']",57.0,5.0,62.0,97.7,,,,Step 2: Best Match,✅ Complete Match (1/1),,✅ Complete (8/8),56.540000000000006,100.0,8/8,100.0,8.0,8.0,8/8,87.5,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,2303,50.0,93.8,1,97.4216380182002,1,78,3,3,3,9,0,6,100.0%,33.3%,✅ Equal,12,6,6
51_Recombination events.csv|2525,2525,51_Recombination events.csv,7986,10000,['4'],1000,2.5e-05,0.005,0.1,5000,50,4,7940,9970,7940-9970,['4'],"['45', '48', '20']","['1', '15', '37', '40', '25', '6', '38', '43', '47', '11', '42', '22', '13', '14', '41', '39']",46.0,30.0,76.0,98.51042701092354,2014.0,503.5,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.70208540218471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,2525,100.0,92.4,4,97.0948012232416,2,79,3,3,4,8,1,5,75.0%,37.5%,✅ Equal,12,6,6
57_Recombination events.csv|2486,2486,57_Recombination events.csv,2175,10000,['7'],1000,2.5e-05,0.005,0.1,5000,50,3,2183,9934,2183-9934,['7'],"['37', '35', '38', '43', '11', '8']","['4', '26']",8.0,66.0,74.0,99.1,,,,Step 2: Best Match,✅ Complete Match (1/1),,🎯 Perfect (1/1),56.82,100.0,1/1,100.0,1.0,1.0,1/1,83.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,2486,100.0,92.6,3,96.95740365111561,1,80,3,3,3,8,0,5,100.0%,37.5%,✅ Equal,11,6,5
69_Recombination events.csv|2477,2477,69_Recombination events.csv,1347,10000,"['1', '25', '3', '31', '37', '47']",1000,2.5e-05,0.005,0.1,5000,50,2,1357,9942,1357-9942,"['1', '37', '31', '25', '3', '47']","['9', '24']","['30', '15']",10.0,58.0,68.0,99.21414538310412,1347.0,336.8,25.0,Step 1: Approximate,Standard_Match,Exact Recombinant Match,,56.84282907662083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,2477,100.0,93.2,2,96.88128772635815,1,81,2,2,2,7,0,5,100.0%,28.6%,✅ Equal,9,4,5
